Iter	size_mean	size_sd	size_best3	size_best3_hyd	ent_mean	ent_sd	ent_best3	ent_best3_hyd	hyd_mean	hyd_sd	hyd_best3	hyd_best3_hyd
38.0	50.15	25.82	82.33	78.33	8.2	1.28	7.3	7.9	-0.29	0.78	-0.39	0.72
39.0	50.18	25.85	81.67	78.33	8.2	1.28	7.16	7.9	-0.29	0.78	-0.85	0.72
40.0	50.2	25.85	82.33	78.33	8.2	1.28	7.3	7.9	-0.29	0.78	-0.39	0.72
41.0	50.22	25.86	82.33	78.33	8.2	1.28	7.3	7.9	-0.29	0.78	-0.39	0.72
42.0	50.25	25.95	82.33	78.33	8.2	1.28	7.3	7.9	-0.29	0.78	-0.39	0.72
43.0	50.27	25.98	87.33	78.33	8.2	1.28	7.27	7.9	-0.29	0.78	0.14	0.72
44.0	50.3	26.02	82.33	78.33	8.2	1.28	7.3	7.9	-0.29	0.78	-0.39	0.72
45.0	50.32	26.01	82.33	78.33	8.19	1.27	7.3	7.9	-0.29	0.78	-0.39	0.72
46.0	50.34	26.0	82.33	78.33	8.19	1.27	7.3	7.9	-0.29	0.78	-0.39	0.72
47.0	50.37	26.0	82.33	78.33	8.19	1.27	7.27	7.9	-0.29	0.78	-0.42	0.72
48.0	50.39	25.99	82.33	78.33	8.19	1.27	7.27	7.9	-0.29	0.78	-0.42	0.72
49.0	50.41	26.14	82.33	78.33	8.19	1.27	7.3	7.9	-0.29	0.78	-0.39	0.72
50.0	50.44	26.14	86.0	78.33	8.19	1.27	7.0	7.9	-0.29	0.78	-0.56	0.72
51.0	50.46	26.15	86.0	78.33	8.19	1.27	7.0	7.9	-0.29	0.78	-0.56	0.72
52.0	50.48	26.19	86.0	78.33	8.19	1.27	7.0	7.9	-0.29	0.78	-0.56	0.72
53.0	50.51	26.21	82.33	78.33	8.19	1.27	7.3	7.9	-0.29	0.78	-0.39	0.72
54.0	50.53	26.3	89.67	78.33	8.19	1.27	6.92	7.9	-0.29	0.78	-0.4	0.72
55.0	50.56	26.41	82.33	78.33	8.18	1.28	7.3	7.9	-0.29	0.78	-0.39	0.72
56.0	50.58	26.48	92.0	78.33	8.18	1.28	7.22	7.9	-0.29	0.78	-0.5	0.72
57.0	50.6	26.5	92.0	78.33	8.18	1.27	7.22	7.9	-0.29	0.78	-0.5	0.72
58.0	50.63	26.52	84.0	78.33	8.18	1.28	7.04	7.9	-0.29	0.78	-0.48	0.72
59.0	50.65	26.53	84.0	78.33	8.18	1.28	7.04	7.9	-0.29	0.78	-0.48	0.72
60.0	50.68	26.58	82.33	78.33	8.18	1.28	7.3	7.9	-0.29	0.78	-0.39	0.72
61.0	50.7	26.6	82.33	78.33	8.18	1.28	7.3	7.9	-0.29	0.78	-0.39	0.72
62.0	50.72	26.61	82.33	78.33	8.18	1.28	7.3	7.9	-0.29	0.78	-0.39	0.72
63.0	50.75	26.6	82.33	78.33	8.18	1.27	7.3	7.9	-0.29	0.78	-0.39	0.72
64.0	50.77	26.69	87.33	78.33	8.18	1.27	7.27	7.9	-0.29	0.78	0.14	0.72
65.0	50.8	26.69	86.0	78.33	8.17	1.27	7.0	7.9	-0.29	0.78	-0.56	0.72
66.0	50.82	26.72	81.33	78.33	8.17	1.27	7.25	7.9	-0.29	0.78	-0.26	0.72
67.0	50.84	26.76	89.67	73.0	8.17	1.27	7.12	8.06	-0.29	0.78	-0.73	0.67
68.0	50.87	26.76	82.33	73.0	8.17	1.28	7.3	8.06	-0.29	0.78	-0.39	0.67
69.0	50.89	26.83	108.0	73.0	8.17	1.28	6.86	8.06	-0.29	0.78	-0.49	0.67
70.0	50.92	26.84	108.0	73.0	8.17	1.28	6.86	8.06	-0.29	0.78	-0.49	0.67
71.0	50.94	26.82	108.0	73.0	8.17	1.27	6.86	8.06	-0.29	0.78	-0.49	0.67
72.0	50.96	27.51	108.0	73.0	8.17	1.27	6.86	8.06	-0.29	0.78	-0.49	0.67
73.0	50.99	27.51	109.33	73.0	8.17	1.27	6.91	8.06	-0.29	0.78	-0.13	0.67
74.0	51.01	27.51	109.33	73.0	8.17	1.27	6.91	8.06	-0.29	0.78	-0.13	0.67
75.0	51.04	27.57	82.33	73.0	8.16	1.27	7.3	8.06	-0.29	0.78	-0.39	0.67
76.0	51.06	27.57	82.33	73.0	8.16	1.27	7.3	8.06	-0.29	0.78	-0.39	0.67
77.0	51.09	27.59	92.0	73.0	8.16	1.27	7.22	8.06	-0.29	0.78	-0.5	0.67
78.0	51.11	27.64	92.0	73.0	8.16	1.27	7.22	8.06	-0.29	0.78	-0.5	0.67
79.0	51.14	27.68	92.0	73.0	8.16	1.27	7.22	8.06	-0.29	0.78	-0.5	0.67
80.0	51.16	27.68	92.0	73.0	8.16	1.27	7.22	8.06	-0.29	0.78	-0.5	0.67
81.0	51.18	27.7	82.33	73.0	8.16	1.27	7.3	8.06	-0.29	0.78	-0.39	0.67
82.0	51.21	27.71	82.33	73.0	8.16	1.27	7.3	8.06	-0.29	0.78	-0.39	0.67
83.0	51.23	27.72	82.0	73.0	8.16	1.27	7.29	8.06	-0.29	0.78	-0.03	0.67
84.0	51.26	27.75	90.67	73.0	8.16	1.28	7.17	8.06	-0.29	0.78	-0.86	0.67
85.0	51.28	27.78	82.33	73.0	8.16	1.28	7.3	8.06	-0.29	0.78	-0.39	0.67
86.0	51.31	27.87	81.33	73.0	8.16	1.28	7.25	8.06	-0.29	0.78	-0.26	0.67
87.0	51.33	27.86	82.33	73.0	8.15	1.28	7.3	8.06	-0.29	0.78	-0.39	0.67
88.0	51.36	27.86	81.33	73.0	8.15	1.28	7.25	8.06	-0.29	0.78	-0.26	0.67
89.0	51.38	27.91	89.67	73.0	8.15	1.28	6.92	8.06	-0.29	0.78	-0.4	0.67
90.0	51.4	27.91	83.67	73.0	8.15	1.28	7.32	8.06	-0.29	0.78	-0.05	0.67
91.0	51.43	27.9	83.67	73.0	8.15	1.27	7.32	8.06	-0.29	0.78	-0.05	0.67
92.0	51.45	27.91	109.33	73.0	8.15	1.27	6.88	8.06	-0.29	0.78	-0.16	0.67
93.0	51.48	27.93	87.33	73.0	8.15	1.27	7.27	8.06	-0.29	0.78	0.14	0.67
94.0	51.5	27.96	82.33	73.0	8.15	1.27	7.3	8.06	-0.29	0.78	-0.39	0.67
95.0	51.53	27.97	82.33	73.0	8.15	1.27	7.3	8.06	-0.29	0.78	-0.39	0.67
96.0	51.55	27.99	82.33	73.0	8.14	1.27	7.3	8.06	-0.29	0.78	-0.39	0.67
97.0	51.58	28.04	82.33	73.0	8.14	1.27	7.3	8.06	-0.29	0.78	-0.39	0.67
98.0	51.6	28.15	82.33	73.0	8.14	1.28	7.3	8.06	-0.29	0.78	-0.39	0.67
99.0	51.63	28.16	85.0	73.0	8.14	1.28	7.17	8.06	-0.29	0.78	-0.1	0.67
100.0	51.65	28.18	82.33	73.0	8.14	1.28	7.3	8.06	-0.29	0.78	-0.39	0.67
101.0	51.68	28.2	82.33	73.0	8.14	1.28	7.3	8.06	-0.29	0.78	-0.39	0.67
102.0	51.7	28.21	82.33	73.0	8.14	1.28	7.3	8.06	-0.29	0.78	-0.39	0.67
103.0	51.73	28.21	84.0	73.0	8.14	1.28	7.04	8.06	-0.29	0.78	-0.48	0.67
104.0	51.75	28.26	82.33	73.0	8.14	1.28	7.3	8.06	-0.29	0.78	-0.39	0.67
105.0	51.78	28.28	109.33	73.0	8.14	1.28	6.91	8.06	-0.29	0.78	-0.13	0.67
106.0	51.8	28.29	109.33	73.0	8.14	1.28	6.91	8.06	-0.29	0.78	-0.13	0.67
107.0	51.83	28.3	110.0	73.0	8.14	1.28	6.94	8.06	-0.29	0.78	-0.83	0.67
108.0	51.85	28.3	108.0	73.0	8.13	1.28	6.86	8.06	-0.29	0.78	-0.49	0.67
109.0	51.88	28.38	82.33	73.0	8.13	1.28	7.3	8.06	-0.29	0.78	-0.39	0.67
110.0	51.9	28.42	82.33	73.0	8.13	1.28	7.3	8.06	-0.29	0.78	-0.39	0.67
111.0	51.93	28.43	86.0	78.33	8.13	1.28	7.22	7.9	-0.29	0.78	-0.22	0.72
112.0	51.95	28.42	83.67	78.33	8.13	1.28	6.9	7.9	-0.29	0.78	-0.8	0.72
113.0	51.98	28.42	83.67	78.33	8.13	1.28	6.9	7.9	-0.29	0.78	-0.8	0.72
114.0	52.0	28.43	83.67	78.33	8.13	1.28	6.9	7.9	-0.29	0.78	-0.8	0.72
115.0	52.03	28.49	83.67	78.33	8.13	1.28	6.9	7.9	-0.29	0.78	-0.8	0.72
116.0	52.05	28.54	81.33	78.33	8.13	1.28	7.25	7.9	-0.29	0.78	-0.26	0.72
117.0	52.08	28.58	82.33	78.33	8.12	1.28	7.3	7.9	-0.29	0.78	-0.39	0.72
118.0	52.1	28.59	82.33	78.33	8.12	1.28	7.3	7.9	-0.29	0.78	-0.39	0.72
119.0	52.13	28.66	82.33	73.0	8.12	1.28	7.3	8.06	-0.29	0.78	-0.39	0.67
120.0	52.16	28.71	84.67	73.0	8.12	1.28	6.95	8.06	-0.29	0.78	-0.93	0.67
121.0	52.18	28.77	82.33	73.0	8.12	1.28	7.3	8.06	-0.29	0.78	-0.39	0.67
122.0	52.21	28.78	82.33	73.0	8.12	1.28	7.3	8.06	-0.29	0.78	-0.39	0.67
123.0	52.23	28.79	82.33	73.0	8.12	1.28	7.3	8.06	-0.29	0.78	-0.39	0.67
124.0	52.26	28.8	82.33	73.0	8.12	1.28	7.3	8.06	-0.29	0.78	-0.39	0.67
125.0	52.28	28.95	82.33	73.0	8.12	1.28	7.3	8.06	-0.29	0.78	-0.39	0.67
126.0	52.31	29.0	84.67	78.33	8.12	1.28	7.06	7.9	-0.29	0.78	-0.88	0.72
127.0	52.33	29.08	82.33	78.33	8.12	1.28	7.3	7.9	-0.29	0.78	-0.39	0.72
128.0	52.36	29.11	81.33	78.33	8.12	1.28	7.25	7.9	-0.29	0.78	-0.26	0.72
129.0	52.38	29.13	86.0	78.33	8.12	1.28	7.0	7.9	-0.29	0.78	-0.56	0.72
130.0	52.41	29.2	82.33	78.33	8.12	1.28	7.3	7.9	-0.29	0.78	-0.39	0.72
131.0	52.44	29.22	106.33	78.33	8.12	1.28	6.82	7.9	-0.29	0.78	-0.79	0.72
132.0	52.46	29.22	106.33	78.33	8.11	1.28	6.82	7.9	-0.29	0.78	-0.79	0.72
133.0	52.49	29.3	107.67	78.33	8.11	1.28	6.87	7.9	-0.29	0.78	-0.43	0.72
134.0	52.51	29.44	107.67	78.33	8.11	1.29	6.87	7.9	-0.29	0.78	-0.43	0.72
135.0	52.54	29.44	107.67	78.33	8.11	1.29	6.87	7.9	-0.29	0.78	-0.43	0.72
136.0	52.56	29.46	107.67	78.33	8.11	1.29	6.87	7.9	-0.29	0.78	-0.43	0.72
137.0	52.59	29.47	111.33	78.33	8.11	1.29	6.78	7.9	-0.29	0.78	-0.27	0.72
138.0	52.62	29.48	87.33	78.33	8.11	1.29	7.27	7.9	-0.29	0.78	0.14	0.72
139.0	52.64	29.5	100.67	78.33	8.11	1.29	7.24	7.9	-0.29	0.78	-0.36	0.72
140.0	52.67	29.5	82.33	78.33	8.11	1.29	7.3	7.9	-0.29	0.78	-0.39	0.72
141.0	52.69	29.48	82.33	78.33	8.1	1.29	7.3	7.9	-0.29	0.78	-0.39	0.72
142.0	52.72	29.55	107.67	78.33	8.1	1.29	6.87	7.9	-0.29	0.78	-0.43	0.72
143.0	52.75	29.66	105.33	78.33	8.1	1.29	7.0	7.9	-0.29	0.78	-0.67	0.72
144.0	52.77	29.66	105.33	78.33	8.1	1.29	7.0	7.9	-0.29	0.78	-0.67	0.72
145.0	52.8	29.76	130.67	78.33	8.1	1.29	6.78	7.9	-0.29	0.78	-1.01	0.72
146.0	52.82	29.79	111.33	78.33	8.1	1.29	6.79	7.9	-0.29	0.78	-0.91	0.72
147.0	52.85	29.81	111.33	78.33	8.1	1.29	6.79	7.9	-0.29	0.78	-0.91	0.72
148.0	52.88	29.8	111.33	78.33	8.1	1.29	6.79	7.9	-0.29	0.78	-0.91	0.72
149.0	52.9	29.87	111.33	78.33	8.1	1.29	6.79	7.9	-0.29	0.78	-0.91	0.72
150.0	52.93	29.89	111.33	78.33	8.1	1.29	6.79	7.9	-0.29	0.78	-0.91	0.72
151.0	52.95	29.96	111.33	78.33	8.1	1.29	6.79	7.9	-0.29	0.78	-0.91	0.72
152.0	52.98	30.01	112.67	78.33	8.1	1.29	6.84	7.9	-0.29	0.78	-0.55	0.72
153.0	53.01	30.03	112.67	78.33	8.09	1.29	6.84	7.9	-0.29	0.78	-0.55	0.72
154.0	53.03	30.11	111.33	78.33	8.09	1.29	6.79	7.9	-0.29	0.78	-0.91	0.72
155.0	53.06	30.11	111.33	78.33	8.09	1.29	6.79	7.9	-0.29	0.78	-0.91	0.72
156.0	53.09	30.14	112.67	78.33	8.09	1.29	6.84	7.9	-0.29	0.78	-0.55	0.72
157.0	53.11	30.16	132.0	78.33	8.09	1.29	6.83	7.9	-0.29	0.78	-0.65	0.72
158.0	53.14	30.18	112.67	78.33	8.09	1.29	6.84	7.9	-0.29	0.78	-0.55	0.72
159.0	53.16	30.25	115.0	78.33	8.09	1.29	6.59	7.9	-0.29	0.78	-1.04	0.72
160.0	53.19	30.34	136.67	78.33	8.09	1.29	6.35	7.9	-0.29	0.78	-0.95	0.72
161.0	53.22	30.39	136.67	78.33	8.09	1.29	6.35	7.9	-0.29	0.78	-0.95	0.72
162.0	53.24	30.42	140.67	78.33	8.09	1.3	6.28	7.9	-0.29	0.78	-1.0	0.72
163.0	53.27	30.44	135.67	78.33	8.09	1.3	6.31	7.9	-0.29	0.78	-0.88	0.72
164.0	53.3	30.46	134.67	78.33	8.09	1.3	6.71	7.9	-0.29	0.78	-1.06	0.72
165.0	53.32	30.47	112.67	78.33	8.09	1.3	6.84	7.9	-0.29	0.78	-0.55	0.72
166.0	53.35	30.48	140.67	78.33	8.08	1.3	6.28	7.9	-0.29	0.78	-1.0	0.72
167.0	53.38	30.5	140.67	78.33	8.08	1.3	6.28	7.9	-0.29	0.78	-1.0	0.72
168.0	53.4	30.56	136.67	78.33	8.08	1.3	6.35	7.9	-0.29	0.78	-0.95	0.72
169.0	53.43	30.58	152.67	78.33	8.08	1.3	6.25	7.9	-0.29	0.78	-1.0	0.72
170.0	53.46	30.58	140.67	78.33	8.08	1.3	6.28	7.9	-0.29	0.78	-1.0	0.72
171.0	53.48	30.58	128.33	78.33	8.08	1.3	6.29	7.9	-0.29	0.78	-0.78	0.72
172.0	53.51	30.58	128.33	78.33	8.08	1.3	6.29	7.9	-0.29	0.78	-0.78	0.72
173.0	53.54	30.77	111.33	78.33	8.08	1.3	6.79	7.9	-0.29	0.78	-0.91	0.72
174.0	53.56	30.77	140.67	78.33	8.08	1.3	6.28	7.9	-0.29	0.78	-1.0	0.72
175.0	53.59	30.8	140.67	78.33	8.08	1.3	6.28	7.9	-0.29	0.78	-1.0	0.72
176.0	53.62	30.81	128.33	78.33	8.08	1.3	6.29	7.9	-0.29	0.78	-0.78	0.72
177.0	53.64	30.8	128.33	78.33	8.07	1.3	6.29	7.9	-0.29	0.78	-0.78	0.72
178.0	53.67	30.83	160.0	78.33	8.07	1.3	6.27	7.9	-0.29	0.78	-1.1	0.72
179.0	53.7	30.89	160.0	78.33	8.07	1.3	6.27	7.9	-0.29	0.78	-1.1	0.72
180.0	53.72	30.9	123.67	78.33	8.07	1.3	6.73	7.9	-0.29	0.78	-0.51	0.72
181.0	53.75	30.97	136.67	76.67	8.07	1.3	6.35	7.98	-0.29	0.78	-0.95	0.65
182.0	53.78	31.02	160.0	76.67	8.07	1.3	6.27	7.98	-0.29	0.78	-1.1	0.65
183.0	53.8	31.05	160.0	76.67	8.07	1.3	6.27	7.98	-0.29	0.78	-1.1	0.65
184.0	53.83	31.06	160.0	76.67	8.07	1.3	6.27	7.98	-0.29	0.78	-1.1	0.65
185.0	53.86	31.1	124.67	76.67	8.07	1.31	6.81	7.98	-0.29	0.78	-0.55	0.65
186.0	53.89	31.09	124.67	76.67	8.07	1.3	6.81	7.98	-0.29	0.78	-0.55	0.65
187.0	53.91	31.29	148.67	76.67	8.07	1.3	6.32	7.98	-0.29	0.78	-0.96	0.65
188.0	53.94	31.29	148.67	76.67	8.07	1.3	6.32	7.98	-0.29	0.78	-0.96	0.65
189.0	53.97	31.31	136.0	76.67	8.07	1.31	6.76	7.98	-0.29	0.78	-0.69	0.65
190.0	53.99	31.38	140.67	76.67	8.06	1.31	6.28	7.98	-0.29	0.78	-1.0	0.65
191.0	54.02	31.37	140.67	76.67	8.06	1.31	6.28	7.98	-0.29	0.78	-1.0	0.65
192.0	54.05	31.37	110.33	76.67	8.06	1.31	6.74	7.98	-0.29	0.78	-0.84	0.65
193.0	54.08	31.36	110.33	76.67	8.06	1.3	6.74	7.98	-0.29	0.78	-0.84	0.65
194.0	54.1	31.37	140.67	76.67	8.06	1.3	6.28	7.98	-0.29	0.78	-1.0	0.65
195.0	54.13	31.37	136.0	76.67	8.06	1.3	6.76	7.98	-0.29	0.78	-0.69	0.65
196.0	54.16	31.43	134.67	76.67	8.06	1.3	6.71	7.98	-0.29	0.78	-1.06	0.65
197.0	54.19	31.5	112.67	76.67	8.06	1.3	6.84	7.98	-0.29	0.78	-0.55	0.65
198.0	54.21	31.53	140.67	76.67	8.06	1.3	6.28	7.98	-0.29	0.78	-1.0	0.65
199.0	54.24	31.56	140.67	76.67	8.06	1.31	6.28	7.98	-0.29	0.78	-1.0	0.65
200.0	54.27	31.56	140.67	76.67	8.05	1.3	6.28	7.98	-0.29	0.78	-1.0	0.65
201.0	54.3	31.67	160.0	76.67	8.05	1.3	6.27	7.98	-0.29	0.78	-1.1	0.65
202.0	54.32	31.74	131.0	76.67	8.05	1.3	6.79	7.98	-0.29	0.78	-0.58	0.65
203.0	54.35	31.77	100.33	76.67	8.05	1.31	6.85	7.98	-0.29	0.78	-0.33	0.65
204.0	54.38	31.84	100.33	76.67	8.05	1.3	6.85	7.98	-0.29	0.78	-0.33	0.65
205.0	54.41	31.85	147.67	76.67	8.05	1.31	6.28	7.98	-0.29	0.78	-0.89	0.65
206.0	54.43	31.84	147.67	76.67	8.05	1.3	6.28	7.98	-0.29	0.78	-0.89	0.65
207.0	54.46	31.93	160.0	78.33	8.05	1.3	6.27	7.9	-0.29	0.78	-1.1	0.72
208.0	54.49	31.96	160.0	78.33	8.05	1.3	6.27	7.9	-0.29	0.78	-1.1	0.72
209.0	54.52	31.99	160.0	78.33	8.04	1.3	6.27	7.9	-0.29	0.78	-1.1	0.72
210.0	54.54	31.99	140.67	78.33	8.04	1.3	6.28	7.9	-0.29	0.78	-1.0	0.72
211.0	54.57	32.08	135.33	78.33	8.04	1.3	6.9	7.9	-0.29	0.78	-0.64	0.72
212.0	54.6	32.08	132.0	78.33	8.04	1.3	6.83	7.9	-0.29	0.78	-0.65	0.72
213.0	54.63	32.08	160.0	78.33	8.04	1.3	6.27	7.9	-0.29	0.78	-1.1	0.72
214.0	54.66	32.14	140.0	78.33	8.04	1.3	6.42	7.9	-0.29	0.78	-0.94	0.72
215.0	54.68	32.15	140.0	78.33	8.04	1.3	6.42	7.9	-0.29	0.78	-0.94	0.72
216.0	54.71	32.15	139.0	78.33	8.04	1.3	6.38	7.9	-0.29	0.78	-0.87	0.72
217.0	54.74	32.14	139.0	78.33	8.03	1.3	6.38	7.9	-0.29	0.78	-0.87	0.72
218.0	54.77	32.16	160.0	78.33	8.03	1.3	6.27	7.9	-0.29	0.78	-1.1	0.72
219.0	54.79	32.2	147.67	73.0	8.03	1.3	6.28	8.06	-0.29	0.78	-0.89	0.67
220.0	54.82	32.22	140.67	76.67	8.03	1.3	6.28	7.98	-0.29	0.78	-1.0	0.65
221.0	54.85	32.21	186.67	76.67	8.03	1.3	6.21	7.98	-0.29	0.78	-1.1	0.65
222.0	54.88	32.25	140.0	76.67	8.03	1.3	6.42	7.98	-0.29	0.78	-0.94	0.65
223.0	54.91	32.27	111.33	76.67	8.03	1.3	6.79	7.98	-0.29	0.78	-0.91	0.65
224.0	54.94	32.27	111.33	76.67	8.03	1.3	6.79	7.98	-0.29	0.78	-0.91	0.65
225.0	54.96	32.91	111.33	76.67	8.03	1.3	6.79	7.98	-0.29	0.78	-0.91	0.65
226.0	54.99	33.03	136.67	76.67	8.03	1.3	6.35	7.98	-0.29	0.78	-0.95	0.65
227.0	55.02	33.03	163.33	76.67	8.03	1.3	6.34	7.98	-0.29	0.78	-1.09	0.65
228.0	55.05	33.04	140.67	76.67	8.02	1.3	6.28	7.98	-0.29	0.78	-1.0	0.65
229.0	55.08	33.06	159.33	76.67	8.02	1.3	6.42	7.98	-0.29	0.78	-1.04	0.65
230.0	55.1	33.12	130.33	76.67	8.02	1.3	6.93	7.98	-0.29	0.78	-0.52	0.65
231.0	55.13	33.12	152.67	76.67	8.02	1.3	6.25	7.98	-0.29	0.78	-1.0	0.65
232.0	55.16	33.13	163.33	76.67	8.02	1.3	6.34	7.98	-0.29	0.78	-1.09	0.65
233.0	55.19	33.13	136.67	76.67	8.02	1.3	6.35	7.98	-0.29	0.78	-0.95	0.65
234.0	55.22	33.14	136.67	76.67	8.02	1.3	6.35	7.98	-0.29	0.78	-0.95	0.65
235.0	55.25	33.13	135.67	76.67	8.02	1.3	6.75	7.98	-0.29	0.78	-0.49	0.65
236.0	55.28	33.21	151.0	76.67	8.02	1.3	6.35	7.98	-0.29	0.78	-0.87	0.65
237.0	55.3	33.2	160.0	76.67	8.01	1.3	6.27	7.98	-0.29	0.78	-1.1	0.65
238.0	55.33	33.2	160.0	76.67	8.01	1.29	6.27	7.98	-0.29	0.78	-1.1	0.65
239.0	55.36	33.22	136.67	76.67	8.01	1.3	6.35	7.98	-0.29	0.78	-0.95	0.65
240.0	55.39	33.34	136.0	76.67	8.01	1.3	6.76	7.98	-0.29	0.78	-0.69	0.65
241.0	55.42	33.38	136.0	76.67	8.01	1.3	6.76	7.98	-0.29	0.78	-0.69	0.65
242.0	55.45	33.39	139.0	76.67	8.01	1.3	6.38	7.98	-0.29	0.78	-0.87	0.65
243.0	55.48	33.45	124.33	76.67	8.01	1.3	6.36	7.98	-0.29	0.78	-0.74	0.65
244.0	55.5	33.51	163.33	76.67	8.01	1.3	6.34	7.98	-0.29	0.78	-1.09	0.65
245.0	55.53	33.53	163.33	76.67	8.01	1.3	6.34	7.98	-0.29	0.78	-1.09	0.65
246.0	55.56	33.54	163.33	76.67	8.01	1.3	6.34	7.98	-0.29	0.78	-1.09	0.65
247.0	55.59	33.59	160.0	76.67	8.0	1.3	6.27	7.98	-0.29	0.78	-1.1	0.65
248.0	55.62	33.66	121.0	76.67	8.0	1.3	6.71	7.98	-0.29	0.78	-1.02	0.65
249.0	55.65	33.66	121.0	76.67	8.0	1.3	6.71	7.98	-0.3	0.78	-1.02	0.65
250.0	55.68	33.69	136.67	76.67	8.0	1.3	6.35	7.98	-0.3	0.78	-0.95	0.65
251.0	55.71	33.71	136.67	76.67	8.0	1.3	6.35	7.98	-0.3	0.78	-0.95	0.65
252.0	55.74	33.73	136.0	76.67	8.0	1.3	6.76	7.98	-0.3	0.78	-0.69	0.65
253.0	55.76	33.73	136.0	76.67	8.0	1.3	6.76	7.98	-0.3	0.78	-0.69	0.65
254.0	55.79	33.75	163.33	78.33	8.0	1.3	6.34	7.9	-0.3	0.78	-1.09	0.72
255.0	55.82	33.75	163.33	78.33	8.0	1.3	6.34	7.9	-0.3	0.78	-1.09	0.72
