N	F1	F2	F3	F4	F5	AUC1	AUC3	AUC5	AUC10
2149.0	57.0	52.0	116.0	197.0	54.0	0.5232	0.5598	0.5883	0.6513
2148.0	57.0	52.0	116.0	54.0	322.0	0.5232	0.5598	0.589	0.6536
2147.0	57.0	116.0	52.0	54.0	135.0	0.5232	0.5598	0.5886	0.6514
2146.0	57.0	116.0	52.0	197.0	322.0	0.5232	0.5598	0.592	0.6543
2145.0	544.0	52.0	116.0	57.0	160.0	0.52	0.557	0.5918	0.6451
2144.0	544.0	52.0	116.0	57.0	160.0	0.52	0.557	0.5918	0.6451
2143.0	544.0	52.0	116.0	57.0	160.0	0.52	0.557	0.5918	0.6451
2142.0	544.0	52.0	116.0	57.0	160.0	0.52	0.557	0.5918	0.6451
2141.0	544.0	52.0	116.0	57.0	160.0	0.52	0.557	0.5918	0.6451
2140.0	544.0	52.0	116.0	57.0	160.0	0.52	0.557	0.5918	0.6451
2139.0	52.0	57.0	116.0	54.0	275.0	0.52	0.5598	0.5878	0.6509
2138.0	57.0	116.0	52.0	544.0	322.0	0.5232	0.5598	0.593	0.6509
2137.0	57.0	116.0	134.0	54.0	52.0	0.5232	0.5582	0.5887	0.657
2136.0	57.0	116.0	52.0	54.0	134.0	0.5232	0.5598	0.5887	0.6535
2135.0	57.0	116.0	52.0	54.0	134.0	0.5232	0.5598	0.5887	0.6535
2134.0	57.0	52.0	116.0	160.0	54.0	0.5232	0.5598	0.5883	0.6516
2133.0	57.0	52.0	54.0	116.0	160.0	0.5232	0.5564	0.5883	0.6542
2132.0	57.0	52.0	116.0	160.0	54.0	0.5232	0.5598	0.5883	0.6512
2131.0	57.0	52.0	116.0	160.0	54.0	0.5232	0.5598	0.5883	0.6512
2130.0	57.0	52.0	116.0	160.0	54.0	0.5232	0.5598	0.5883	0.6512
2129.0	57.0	116.0	549.0	54.0	52.0	0.5232	0.5594	0.5872	0.6514
2128.0	57.0	116.0	549.0	54.0	52.0	0.5232	0.5594	0.5872	0.6514
2127.0	57.0	52.0	116.0	549.0	322.0	0.5232	0.5598	0.5907	0.6462
2126.0	57.0	52.0	544.0	549.0	116.0	0.5232	0.5594	0.5907	0.6519
2125.0	57.0	52.0	544.0	549.0	116.0	0.5232	0.5594	0.5907	0.6519
2124.0	57.0	52.0	544.0	549.0	116.0	0.5232	0.5594	0.5907	0.6511
2123.0	116.0	57.0	52.0	160.0	54.0	0.5194	0.5598	0.5883	0.6542
2122.0	57.0	54.0	544.0	575.0	2229.0	0.5232	0.5594	0.5941	0.6573
2121.0	52.0	57.0	116.0	54.0	160.0	0.52	0.5598	0.5883	0.6519
2120.0	52.0	57.0	160.0	116.0	54.0	0.52	0.5613	0.5883	0.6527
2119.0	52.0	57.0	160.0	116.0	54.0	0.52	0.5613	0.5883	0.6527
2118.0	52.0	57.0	308.0	544.0	116.0	0.52	0.5597	0.5921	0.6564
2117.0	52.0	57.0	308.0	544.0	116.0	0.52	0.5597	0.5921	0.6564
2116.0	57.0	52.0	116.0	2229.0	160.0	0.5232	0.5598	0.5965	0.6556
2115.0	57.0	52.0	116.0	322.0	549.0	0.5232	0.5598	0.5907	0.6567
2114.0	57.0	52.0	116.0	134.0	549.0	0.5232	0.5598	0.5896	0.657
2113.0	57.0	52.0	116.0	2229.0	160.0	0.5232	0.5598	0.5965	0.6496
2112.0	52.0	57.0	54.0	322.0	2239.0	0.52	0.5564	0.5934	0.6598
2111.0	57.0	52.0	544.0	2229.0	160.0	0.5232	0.5594	0.5981	0.657
2110.0	57.0	52.0	322.0	116.0	308.0	0.5232	0.559	0.5917	0.6583
2109.0	57.0	322.0	160.0	52.0	544.0	0.5232	0.5597	0.592	0.653
2108.0	116.0	57.0	52.0	544.0	614.0	0.5194	0.5598	0.5876	0.6602
2107.0	57.0	2229.0	116.0	197.0	52.0	0.5232	0.5649	0.5972	0.6617
2106.0	57.0	2229.0	116.0	197.0	52.0	0.5232	0.5649	0.5972	0.6617
2105.0	57.0	2229.0	116.0	197.0	52.0	0.5232	0.5649	0.5972	0.6617
2104.0	57.0	2229.0	116.0	197.0	52.0	0.5232	0.5649	0.5972	0.6617
2103.0	52.0	57.0	2229.0	116.0	544.0	0.52	0.5658	0.5986	0.6571
2102.0	52.0	57.0	2229.0	116.0	544.0	0.52	0.5658	0.5986	0.6571
2101.0	57.0	52.0	116.0	322.0	134.0	0.5232	0.5598	0.5922	0.6617
2100.0	57.0	52.0	116.0	322.0	134.0	0.5232	0.5598	0.5922	0.6617
2099.0	57.0	52.0	160.0	544.0	2229.0	0.5232	0.5613	0.5981	0.6576
2098.0	52.0	57.0	160.0	197.0	2239.0	0.52	0.5613	0.5915	0.6591
2097.0	52.0	160.0	57.0	2229.0	544.0	0.52	0.5613	0.5981	0.6598
2096.0	52.0	160.0	57.0	2229.0	544.0	0.52	0.5613	0.5981	0.6598
2095.0	57.0	52.0	116.0	160.0	2239.0	0.5232	0.5598	0.5894	0.652
2094.0	57.0	52.0	116.0	160.0	2239.0	0.5232	0.5598	0.5894	0.652
2093.0	57.0	52.0	275.0	322.0	197.0	0.5232	0.5585	0.5902	0.6576
2092.0	57.0	116.0	160.0	52.0	197.0	0.5232	0.5591	0.5909	0.6555
2091.0	57.0	52.0	116.0	2239.0	2229.0	0.5232	0.5598	0.599	0.6626
2090.0	57.0	322.0	52.0	2239.0	544.0	0.5232	0.559	0.5952	0.652
2089.0	57.0	116.0	52.0	549.0	160.0	0.5232	0.5598	0.5912	0.6552
2088.0	57.0	52.0	322.0	2254.0	275.0	0.5232	0.559	0.5927	0.6652
2087.0	57.0	54.0	544.0	52.0	116.0	0.5232	0.5594	0.5883	0.6558
2086.0	57.0	52.0	549.0	160.0	854.0	0.5232	0.5591	0.5908	0.66
2085.0	57.0	52.0	549.0	160.0	854.0	0.5232	0.5591	0.5908	0.66
2084.0	57.0	2229.0	549.0	54.0	116.0	0.5232	0.5646	0.5967	0.6563
2083.0	57.0	54.0	52.0	308.0	549.0	0.5232	0.5564	0.5874	0.657
2082.0	57.0	52.0	116.0	544.0	160.0	0.5232	0.5598	0.5918	0.653
2081.0	57.0	52.0	116.0	2239.0	54.0	0.5232	0.5598	0.5914	0.6544
2080.0	57.0	52.0	116.0	2239.0	54.0	0.5232	0.5598	0.5914	0.6544
2079.0	57.0	116.0	52.0	160.0	135.0	0.5232	0.5598	0.5907	0.6516
2078.0	57.0	52.0	116.0	197.0	544.0	0.5232	0.5598	0.5909	0.6589
2077.0	57.0	322.0	54.0	116.0	160.0	0.5232	0.5605	0.5923	0.6578
2076.0	57.0	52.0	116.0	544.0	2229.0	0.5232	0.5598	0.5986	0.6614
2075.0	57.0	52.0	116.0	544.0	2229.0	0.5232	0.5598	0.5986	0.6614
2074.0	57.0	116.0	52.0	2239.0	197.0	0.5232	0.5598	0.5937	0.6572
2073.0	57.0	52.0	308.0	549.0	2229.0	0.5232	0.5597	0.596	0.6578
2072.0	57.0	116.0	52.0	322.0	308.0	0.5232	0.5598	0.5917	0.65
2071.0	57.0	52.0	2229.0	116.0	2239.0	0.5232	0.5658	0.599	0.6557
2070.0	57.0	52.0	2229.0	116.0	2239.0	0.5232	0.5658	0.599	0.6557
2069.0	57.0	2239.0	116.0	52.0	322.0	0.5232	0.5637	0.5946	0.6598
2068.0	57.0	116.0	2229.0	52.0	2239.0	0.5232	0.5649	0.599	0.6623
2067.0	57.0	52.0	116.0	54.0	160.0	0.5232	0.5598	0.5883	0.6568
2066.0	116.0	52.0	57.0	322.0	2229.0	0.5194	0.5598	0.5982	0.6616
2065.0	57.0	116.0	54.0	52.0	48.0	0.5232	0.5613	0.5865	0.6553
2064.0	57.0	322.0	544.0	2239.0	197.0	0.5232	0.5593	0.5971	0.6514
2063.0	57.0	322.0	544.0	2239.0	197.0	0.5232	0.5593	0.5971	0.6514
2062.0	57.0	322.0	544.0	2239.0	197.0	0.5232	0.5593	0.5971	0.6514
2061.0	57.0	322.0	544.0	2239.0	197.0	0.5232	0.5593	0.5971	0.6514
2060.0	57.0	52.0	322.0	54.0	854.0	0.5232	0.559	0.5841	0.6596
2059.0	57.0	52.0	116.0	308.0	544.0	0.5232	0.5598	0.5921	0.655
2058.0	57.0	52.0	116.0	160.0	549.0	0.5232	0.5598	0.5912	0.655
2057.0	57.0	52.0	116.0	2254.0	160.0	0.5232	0.5598	0.5938	0.6517
2056.0	57.0	116.0	544.0	160.0	54.0	0.5232	0.5595	0.5915	0.6571
2055.0	57.0	52.0	116.0	322.0	134.0	0.5232	0.5598	0.5922	0.6555
2054.0	57.0	52.0	116.0	322.0	544.0	0.5232	0.5598	0.593	0.6556
2053.0	57.0	52.0	116.0	322.0	544.0	0.5232	0.5598	0.593	0.6556
2052.0	57.0	52.0	116.0	322.0	197.0	0.5232	0.5598	0.592	0.6583
2051.0	57.0	116.0	52.0	197.0	2239.0	0.5232	0.5598	0.5937	0.6594
2050.0	57.0	116.0	197.0	2229.0	549.0	0.5232	0.5594	0.5963	0.6569
2049.0	57.0	116.0	52.0	2239.0	544.0	0.5232	0.5598	0.5933	0.65
2048.0	57.0	52.0	322.0	54.0	116.0	0.5232	0.559	0.589	0.6492
2047.0	57.0	52.0	544.0	116.0	2239.0	0.5232	0.5594	0.5933	0.652
2046.0	116.0	52.0	57.0	2305.0	2239.0	0.5194	0.5598	0.5999	0.6638
2045.0	57.0	116.0	2305.0	2229.0	52.0	0.5232	0.5653	0.6038	0.6594
2044.0	57.0	116.0	2305.0	2229.0	52.0	0.5232	0.5653	0.6038	0.6594
2043.0	57.0	52.0	2305.0	54.0	116.0	0.5232	0.5662	0.5952	0.6607
2042.0	52.0	2305.0	57.0	116.0	54.0	0.52	0.5662	0.5952	0.6592
2041.0	52.0	2305.0	57.0	116.0	54.0	0.52	0.5662	0.5952	0.6592
2040.0	52.0	2305.0	57.0	116.0	54.0	0.52	0.5662	0.5952	0.6592
2039.0	57.0	54.0	2305.0	116.0	52.0	0.5232	0.567	0.5952	0.6617
2038.0	57.0	54.0	52.0	2305.0	116.0	0.5232	0.5564	0.5952	0.6609
2037.0	2305.0	52.0	322.0	57.0	197.0	0.5267	0.5623	0.5959	0.6631
2036.0	57.0	52.0	116.0	322.0	544.0	0.5232	0.5598	0.593	0.6612
2035.0	57.0	52.0	116.0	322.0	544.0	0.5232	0.5598	0.593	0.6612
2034.0	52.0	57.0	2305.0	116.0	160.0	0.52	0.5662	0.5988	0.6608
2033.0	2305.0	52.0	544.0	322.0	57.0	0.5267	0.5625	0.5973	0.6676
2032.0	2305.0	52.0	544.0	322.0	57.0	0.5267	0.5625	0.5973	0.6676
2031.0	2320.0	116.0	2305.0	57.0	52.0	0.5323	0.5734	0.6101	0.6721
2030.0	57.0	116.0	2320.0	160.0	52.0	0.5232	0.5723	0.603	0.6727
2029.0	2320.0	57.0	116.0	2305.0	54.0	0.5323	0.5723	0.6109	0.6743
2028.0	2320.0	57.0	116.0	2305.0	54.0	0.5323	0.5723	0.6109	0.6743
2027.0	2320.0	116.0	57.0	52.0	2305.0	0.5323	0.5723	0.6101	0.6708
2026.0	2320.0	116.0	57.0	54.0	322.0	0.5323	0.5723	0.6061	0.6732
2025.0	2320.0	57.0	116.0	322.0	2305.0	0.5323	0.5723	0.6091	0.6715
2024.0	2320.0	57.0	52.0	2305.0	116.0	0.5323	0.5722	0.6101	0.6717
2023.0	2320.0	57.0	52.0	2305.0	116.0	0.5323	0.5722	0.6101	0.6717
2022.0	2320.0	57.0	116.0	52.0	2239.0	0.5323	0.5723	0.6064	0.6677
2021.0	2320.0	57.0	116.0	52.0	2239.0	0.5323	0.5723	0.6064	0.6677
2020.0	2320.0	57.0	52.0	116.0	549.0	0.5323	0.5722	0.6032	0.6729
2019.0	2320.0	2305.0	52.0	57.0	2229.0	0.5323	0.5743	0.6131	0.674
2018.0	57.0	2320.0	52.0	322.0	2305.0	0.5232	0.5722	0.6086	0.6667
2017.0	2320.0	57.0	197.0	52.0	2305.0	0.5323	0.5674	0.6042	0.6694
2016.0	57.0	2320.0	2305.0	2335.0	52.0	0.5232	0.5762	0.6091	0.6695
2015.0	57.0	2320.0	2305.0	2335.0	52.0	0.5232	0.5762	0.6091	0.6695
2014.0	2335.0	2320.0	57.0	116.0	2305.0	0.5325	0.5742	0.6081	0.675
2013.0	2335.0	57.0	2305.0	2320.0	52.0	0.5325	0.5711	0.6091	0.6761
2012.0	2335.0	2320.0	116.0	52.0	57.0	0.5325	0.5724	0.6068	0.672
2011.0	2320.0	57.0	52.0	116.0	2335.0	0.5323	0.5722	0.6068	0.6725
2010.0	2320.0	2335.0	57.0	116.0	54.0	0.5323	0.5742	0.6084	0.6756
2009.0	2320.0	2335.0	57.0	116.0	54.0	0.5323	0.5742	0.6084	0.6756
2008.0	57.0	2320.0	2305.0	116.0	52.0	0.5232	0.5762	0.6101	0.6662
2007.0	2320.0	2335.0	2343.0	52.0	57.0	0.5323	0.5644	0.5977	0.6678
2006.0	2335.0	57.0	2320.0	54.0	52.0	0.5325	0.5742	0.6036	0.665
2005.0	57.0	2335.0	2343.0	2320.0	54.0	0.5232	0.5626	0.5993	0.6644
2004.0	57.0	2335.0	2343.0	2320.0	54.0	0.5232	0.5626	0.5993	0.6644
2003.0	116.0	2320.0	57.0	2343.0	52.0	0.5194	0.5723	0.6028	0.6677
2002.0	2335.0	57.0	2320.0	2239.0	116.0	0.5325	0.5742	0.6103	0.6695
2001.0	2335.0	2320.0	57.0	54.0	52.0	0.5325	0.5742	0.6036	0.6665
2000.0	2335.0	57.0	2343.0	52.0	2320.0	0.5325	0.5626	0.5977	0.6661
1999.0	2335.0	57.0	2343.0	52.0	2320.0	0.5325	0.5626	0.5977	0.6661
1998.0	2335.0	2320.0	2305.0	160.0	57.0	0.5325	0.5752	0.6097	0.6637
1997.0	2335.0	2320.0	2305.0	160.0	57.0	0.5325	0.5752	0.6097	0.6637
1996.0	2343.0	2335.0	549.0	2320.0	116.0	0.5262	0.5617	0.5966	0.6634
1995.0	57.0	2305.0	2320.0	2335.0	116.0	0.5232	0.5762	0.6081	0.668
1994.0	2320.0	2335.0	2305.0	2343.0	52.0	0.5323	0.5752	0.6001	0.6695
1993.0	2320.0	2335.0	2305.0	2343.0	52.0	0.5323	0.5752	0.6001	0.6695
1992.0	2335.0	2320.0	2305.0	57.0	52.0	0.5325	0.5752	0.6091	0.6719
1991.0	2343.0	2320.0	52.0	57.0	2305.0	0.5262	0.5684	0.6049	0.6662
1990.0	2343.0	2320.0	52.0	57.0	2305.0	0.5262	0.5684	0.6049	0.6662
1989.0	2320.0	2343.0	2305.0	2335.0	2362.0	0.5323	0.5727	0.6104	0.673
1988.0	2320.0	2343.0	2305.0	2335.0	2362.0	0.5323	0.5727	0.6104	0.673
1987.0	2320.0	2335.0	52.0	2305.0	57.0	0.5323	0.5724	0.6091	0.6759
1986.0	2335.0	2320.0	57.0	2305.0	2343.0	0.5325	0.5742	0.5993	0.6759
1985.0	2335.0	2320.0	57.0	2305.0	2343.0	0.5325	0.5742	0.5993	0.6759
1984.0	2335.0	57.0	116.0	2320.0	52.0	0.5325	0.569	0.6068	0.6735
1983.0	2335.0	57.0	116.0	2320.0	52.0	0.5325	0.569	0.6068	0.6735
1982.0	2320.0	57.0	2335.0	2305.0	52.0	0.5323	0.5742	0.6091	0.6712
1981.0	2320.0	2335.0	52.0	57.0	2362.0	0.5323	0.5724	0.6168	0.6727
1980.0	2320.0	2335.0	116.0	2343.0	57.0	0.5323	0.5724	0.5981	0.6648
1979.0	52.0	2320.0	57.0	116.0	2343.0	0.52	0.5722	0.6028	0.6712
1978.0	57.0	2320.0	2335.0	52.0	2343.0	0.5232	0.5742	0.5977	0.6752
1977.0	57.0	2335.0	2320.0	2305.0	52.0	0.5232	0.5742	0.6091	0.6694
1976.0	57.0	2335.0	2320.0	2343.0	2305.0	0.5232	0.5742	0.5993	0.6725
1975.0	2320.0	2335.0	2305.0	52.0	116.0	0.5323	0.5752	0.6075	0.6749
1974.0	2335.0	52.0	2305.0	57.0	2320.0	0.5325	0.5705	0.6091	0.6735
1973.0	52.0	57.0	2343.0	2305.0	116.0	0.52	0.5617	0.5999	0.6735
1972.0	52.0	57.0	2343.0	2305.0	116.0	0.52	0.5617	0.5999	0.6735
1971.0	2305.0	2335.0	2343.0	2320.0	57.0	0.5267	0.5646	0.5993	0.6662
1970.0	2305.0	2335.0	2343.0	2320.0	57.0	0.5267	0.5646	0.5993	0.6662
1969.0	2305.0	2335.0	2320.0	2343.0	57.0	0.5267	0.5752	0.5993	0.6727
1968.0	2305.0	2335.0	2320.0	2343.0	57.0	0.5267	0.5752	0.5993	0.6727
1967.0	2305.0	2335.0	2320.0	2343.0	57.0	0.5267	0.5752	0.5993	0.6727
1966.0	2335.0	2320.0	57.0	52.0	116.0	0.5325	0.5742	0.6068	0.6706
1965.0	2386.0	52.0	2320.0	2335.0	57.0	0.5276	0.5747	0.6109	0.6793
1964.0	2320.0	2305.0	52.0	57.0	2343.0	0.5323	0.5743	0.6049	0.674
1963.0	2305.0	2335.0	2320.0	57.0	52.0	0.5267	0.5752	0.6091	0.6804
1962.0	57.0	2320.0	2386.0	2362.0	52.0	0.5232	0.5776	0.6169	0.6804
1961.0	57.0	2320.0	2386.0	2362.0	52.0	0.5232	0.5776	0.6169	0.6804
1960.0	2386.0	2335.0	57.0	52.0	2305.0	0.5276	0.5754	0.6094	0.6769
1959.0	2386.0	2335.0	57.0	52.0	2305.0	0.5276	0.5754	0.6094	0.6769
1958.0	2305.0	2320.0	2335.0	2386.0	52.0	0.5267	0.5752	0.6123	0.6799
1957.0	2335.0	2305.0	2343.0	52.0	2320.0	0.5325	0.5646	0.6001	0.6664
1956.0	57.0	2335.0	2320.0	116.0	2386.0	0.5232	0.5742	0.6101	0.6705
1955.0	2335.0	2320.0	2362.0	57.0	2305.0	0.5325	0.582	0.618	0.6777
1954.0	57.0	2320.0	2386.0	52.0	2335.0	0.5232	0.5776	0.6109	0.6752
1953.0	57.0	2320.0	116.0	2343.0	2305.0	0.5232	0.5723	0.6055	0.6777
1952.0	57.0	2320.0	116.0	2343.0	2305.0	0.5232	0.5723	0.6055	0.6777
1951.0	57.0	2320.0	116.0	2343.0	2305.0	0.5232	0.5723	0.6055	0.6777
1950.0	2320.0	2305.0	57.0	2386.0	2362.0	0.5323	0.5762	0.6204	0.6767
1949.0	2320.0	2335.0	2386.0	52.0	2305.0	0.5323	0.5773	0.6123	0.6815
1948.0	2320.0	57.0	2335.0	2386.0	2343.0	0.5323	0.5742	0.6025	0.6782
1947.0	2320.0	2305.0	2386.0	2335.0	57.0	0.5323	0.5794	0.6124	0.6717
1946.0	2305.0	2386.0	52.0	2320.0	2343.0	0.5267	0.5715	0.6106	0.6771
1945.0	2320.0	2335.0	2343.0	57.0	322.0	0.5323	0.5644	0.5968	0.6726
1944.0	2335.0	2386.0	2320.0	52.0	2362.0	0.5325	0.5773	0.6159	0.6742
1943.0	2320.0	57.0	2305.0	54.0	2362.0	0.5323	0.5762	0.6206	0.6727
1942.0	2320.0	57.0	2305.0	54.0	2362.0	0.5323	0.5762	0.6206	0.6727
1941.0	2320.0	2305.0	54.0	2335.0	2343.0	0.5323	0.5749	0.6011	0.6704
1940.0	2386.0	2343.0	2335.0	2320.0	52.0	0.5276	0.5693	0.6024	0.6664
1939.0	2335.0	2305.0	2320.0	52.0	160.0	0.5325	0.5752	0.6097	0.676
1938.0	2335.0	2305.0	2320.0	52.0	160.0	0.5325	0.5752	0.6097	0.676
1937.0	2320.0	2305.0	57.0	2335.0	52.0	0.5323	0.5762	0.6091	0.6703
1936.0	2335.0	52.0	2320.0	2305.0	2386.0	0.5325	0.5724	0.6123	0.6763
1935.0	2335.0	52.0	2320.0	2305.0	2386.0	0.5325	0.5724	0.6123	0.6763
1934.0	2386.0	57.0	2335.0	2320.0	54.0	0.5276	0.5754	0.612	0.6777
1933.0	2343.0	2305.0	57.0	54.0	2320.0	0.5262	0.5671	0.6065	0.6777
1932.0	2320.0	2386.0	2335.0	2305.0	549.0	0.5323	0.5773	0.6101	0.6751
1931.0	2320.0	2386.0	2335.0	2305.0	549.0	0.5323	0.5773	0.6101	0.6751
1930.0	2320.0	2386.0	2335.0	2305.0	549.0	0.5323	0.5773	0.6101	0.6751
1929.0	2335.0	2320.0	2305.0	52.0	57.0	0.5325	0.5752	0.6091	0.6732
1928.0	57.0	2320.0	160.0	2335.0	54.0	0.5232	0.5717	0.6081	0.6712
1927.0	57.0	2320.0	160.0	2335.0	54.0	0.5232	0.5717	0.6081	0.6712
1926.0	57.0	2320.0	2305.0	2335.0	2386.0	0.5232	0.5762	0.6124	0.6832
1925.0	2305.0	57.0	2320.0	2335.0	52.0	0.5267	0.5762	0.6091	0.6757
1924.0	2335.0	2320.0	52.0	2343.0	2423.0	0.5325	0.5724	0.6003	0.674
1923.0	2335.0	2320.0	52.0	2343.0	2423.0	0.5325	0.5724	0.6003	0.674
1922.0	2320.0	2386.0	2335.0	52.0	57.0	0.5323	0.5773	0.6109	0.6718
1921.0	2320.0	2386.0	2335.0	52.0	57.0	0.5323	0.5773	0.6109	0.6718
1920.0	2320.0	57.0	2305.0	2362.0	52.0	0.5323	0.5762	0.6203	0.6721
1919.0	2320.0	52.0	2305.0	2343.0	2386.0	0.5323	0.5743	0.6106	0.6796
1918.0	57.0	2335.0	2305.0	52.0	2386.0	0.5232	0.5711	0.6094	0.6764
1917.0	57.0	2335.0	2305.0	52.0	2386.0	0.5232	0.5711	0.6094	0.6764
1916.0	2335.0	2386.0	2305.0	57.0	2320.0	0.5325	0.5765	0.6124	0.6756
1915.0	2335.0	2386.0	2305.0	57.0	2320.0	0.5325	0.5765	0.6124	0.6756
1914.0	2335.0	2305.0	2386.0	52.0	2320.0	0.5325	0.5765	0.6123	0.6751
1913.0	2320.0	2335.0	52.0	2305.0	2343.0	0.5323	0.5724	0.6001	0.6772
1912.0	2305.0	52.0	57.0	2386.0	2320.0	0.5267	0.5662	0.6153	0.676
1911.0	2335.0	2320.0	2386.0	2305.0	52.0	0.5325	0.5773	0.6123	0.6682
1910.0	2335.0	2320.0	2386.0	2305.0	52.0	0.5325	0.5773	0.6123	0.6682
1909.0	2335.0	2386.0	2320.0	52.0	2343.0	0.5325	0.5773	0.6024	0.6805
1908.0	2320.0	2305.0	57.0	52.0	2335.0	0.5323	0.5762	0.6091	0.6772
1907.0	2320.0	2343.0	2239.0	57.0	2335.0	0.5323	0.5749	0.6033	0.6695
1906.0	2335.0	2305.0	2386.0	2239.0	2320.0	0.5325	0.5765	0.6171	0.6832
1905.0	2335.0	2320.0	2386.0	2343.0	52.0	0.5325	0.5773	0.6024	0.6724
1904.0	2335.0	2320.0	2305.0	2362.0	52.0	0.5325	0.5752	0.6187	0.6823
1903.0	2386.0	2320.0	52.0	54.0	57.0	0.5276	0.5747	0.6074	0.6772
1902.0	2335.0	52.0	2343.0	2386.0	57.0	0.5325	0.5613	0.6011	0.6772
1901.0	2305.0	2320.0	2335.0	2343.0	2386.0	0.5267	0.5752	0.6045	0.672
1900.0	2305.0	2320.0	2335.0	2343.0	2386.0	0.5267	0.5752	0.6045	0.672
1899.0	2305.0	2320.0	2335.0	2343.0	2386.0	0.5267	0.5752	0.6045	0.672
1898.0	2320.0	2305.0	57.0	2343.0	116.0	0.5323	0.5762	0.6055	0.6782
1897.0	2305.0	2320.0	2335.0	57.0	52.0	0.5267	0.5752	0.6091	0.6713
1896.0	2305.0	2320.0	2335.0	57.0	52.0	0.5267	0.5752	0.6091	0.6713
1895.0	2320.0	2305.0	57.0	2343.0	116.0	0.5323	0.5762	0.6055	0.6808
1894.0	2320.0	2362.0	52.0	57.0	2343.0	0.5323	0.5792	0.6125	0.6805
1893.0	2335.0	2386.0	2320.0	2305.0	160.0	0.5325	0.5773	0.614	0.6773
1892.0	2335.0	2386.0	2320.0	2305.0	160.0	0.5325	0.5773	0.614	0.6773
1891.0	2335.0	2386.0	2320.0	2305.0	160.0	0.5325	0.5773	0.614	0.6773
1890.0	2320.0	2335.0	2305.0	2343.0	2386.0	0.5323	0.5752	0.6045	0.6768
1889.0	2305.0	2320.0	52.0	2335.0	2386.0	0.5267	0.5743	0.6123	0.6813
1888.0	2305.0	2320.0	52.0	2335.0	2386.0	0.5267	0.5743	0.6123	0.6813
1887.0	2320.0	2335.0	57.0	2305.0	2386.0	0.5323	0.5742	0.6124	0.6737
1886.0	2320.0	57.0	2386.0	2305.0	54.0	0.5323	0.5776	0.616	0.6825
1885.0	2320.0	57.0	2386.0	2305.0	54.0	0.5323	0.5776	0.616	0.6825
1884.0	57.0	2305.0	2386.0	52.0	2343.0	0.5232	0.5729	0.606	0.6767
1883.0	2386.0	52.0	2335.0	2320.0	57.0	0.5276	0.5738	0.6109	0.6766
1882.0	2386.0	52.0	2335.0	2320.0	57.0	0.5276	0.5738	0.6109	0.6766
1881.0	2343.0	2320.0	2386.0	57.0	2335.0	0.5262	0.5748	0.6025	0.676
1880.0	2343.0	57.0	2305.0	52.0	2386.0	0.5262	0.5671	0.606	0.6738
1879.0	2343.0	57.0	2305.0	52.0	2386.0	0.5262	0.5671	0.606	0.6738
1878.0	2386.0	57.0	2320.0	2362.0	2305.0	0.5276	0.5776	0.6204	0.6829
1877.0	2320.0	2386.0	57.0	52.0	2343.0	0.5323	0.5776	0.6068	0.678
