cluster1	cluster2	clusterNew	distance	size
689.0	1600.0	2286.0	-3.822	73.0
1109.0	1886.0	2287.0	-3.822	60.0
1778.0	1986.0	2288.0	-3.819	59.0
426.0	1915.0	2289.0	-3.818	121.0
910.0	1634.0	2290.0	-3.809	130.0
138.0	869.0	2291.0	-3.79	137.0
218.0	769.0	2292.0	-3.789	123.0
1066.0	1962.0	2293.0	-3.774	85.0
1299.0	2198.0	2294.0	-3.767	155.0
100.0	600.0	2295.0	-3.757	129.0
762.0	857.0	2296.0	-3.748	138.0
1187.0	1488.0	2297.0	-3.737	73.0
1904.0	2212.0	2298.0	-3.732	125.0
659.0	1580.0	2299.0	-3.717	82.0
128.0	2201.0	2300.0	-3.714	221.0
290.0	562.0	2301.0	-3.714	125.0
119.0	459.0	2302.0	-3.707	149.0
432.0	1158.0	2303.0	-3.694	107.0
665.0	739.0	2304.0	-3.693	103.0
643.0	708.0	2305.0	-3.689	151.0
519.0	1663.0	2306.0	-3.68	97.0
1356.0	1746.0	2307.0	-3.671	75.0
229.0	2180.0	2308.0	-3.667	147.0
2216.0	2252.0	2309.0	-3.666	196.0
1387.0	2057.0	2310.0	-3.658	72.0
1490.0	1571.0	2311.0	-3.658	97.0
1182.0	1483.0	2312.0	-3.654	83.0
1251.0	1302.0	2313.0	-3.65	73.0
13.0	927.0	2314.0	-3.646	97.0
1202.0	1827.0	2315.0	-3.636	47.0
1646.0	2058.0	2316.0	-3.617	33.0
816.0	1151.0	2317.0	-3.612	146.0
783.0	2263.0	2318.0	-3.61	175.0
1704.0	1832.0	2319.0	-3.609	68.0
42.0	196.0	2320.0	-3.605	166.0
386.0	1423.0	2321.0	-3.602	114.0
955.0	1525.0	2322.0	-3.597	91.0
1528.0	1980.0	2323.0	-3.59	37.0
70.0	1575.0	2324.0	-3.584	150.0
487.0	1744.0	2325.0	-3.579	99.0
159.0	1339.0	2326.0	-3.575	148.0
429.0	2181.0	2327.0	-3.573	125.0
1155.0	1263.0	2328.0	-3.571	87.0
449.0	577.0	2329.0	-3.567	158.0
1450.0	1747.0	2330.0	-3.564	58.0
142.0	1708.0	2331.0	-3.534	103.0
461.0	929.0	2332.0	-3.532	99.0
785.0	1414.0	2333.0	-3.528	106.0
448.0	1573.0	2334.0	-3.525	153.0
43.0	197.0	2335.0	-3.524	163.0
508.0	604.0	2336.0	-3.52	132.0
145.0	1316.0	2337.0	-3.514	105.0
612.0	1601.0	2338.0	-3.509	100.0
38.0	1545.0	2339.0	-3.503	94.0
944.0	1412.0	2340.0	-3.489	86.0
23.0	1728.0	2341.0	-3.483	101.0
1037.0	1411.0	2342.0	-3.48	97.0
44.0	198.0	2343.0	-3.475	129.0
1279.0	1374.0	2344.0	-3.472	98.0
854.0	1981.0	2345.0	-3.466	83.0
1361.0	1648.0	2346.0	-3.457	54.0
1920.0	2202.0	2347.0	-3.455	81.0
384.0	2273.0	2348.0	-3.452	248.0
1475.0	1914.0	2349.0	-3.451	56.0
146.0	1317.0	2350.0	-3.45	112.0
464.0	1749.0	2351.0	-3.433	86.0
1122.0	1944.0	2352.0	-3.433	70.0
1822.0	2272.0	2353.0	-3.433	146.0
423.0	2266.0	2354.0	-3.431	147.0
849.0	1446.0	2355.0	-3.426	80.0
230.0	1152.0	2356.0	-3.42	144.0
446.0	770.0	2357.0	-3.404	131.0
607.0	1555.0	2358.0	-3.403	105.0
1184.0	1485.0	2359.0	-3.4	79.0
961.0	1596.0	2360.0	-3.396	119.0
1577.0	1979.0	2361.0	-3.395	52.0
163.0	2213.0	2362.0	-3.387	231.0
1403.0	1603.0	2363.0	-3.387	75.0
737.0	1036.0	2364.0	-3.386	93.0
381.0	397.0	2365.0	-3.383	142.0
1340.0	2097.0	2366.0	-3.382	67.0
55.0	2138.0	2367.0	-3.38	94.0
1570.0	2163.0	2368.0	-3.38	56.0
40.0	1547.0	2369.0	-3.372	87.0
1240.0	1730.0	2370.0	-3.371	70.0
277.0	884.0	2371.0	-3.369	136.0
21.0	181.0	2372.0	-3.365	145.0
1089.0	1576.0	2373.0	-3.362	112.0
986.0	1057.0	2374.0	-3.359	108.0
822.0	2004.0	2375.0	-3.355	85.0
6.0	389.0	2376.0	-3.354	184.0
98.0	598.0	2377.0	-3.352	141.0
274.0	622.0	2378.0	-3.352	114.0
1987.0	2232.0	2379.0	-3.352	187.0
735.0	1034.0	2380.0	-3.348	82.0
1869.0	1870.0	2381.0	-3.345	19.0
2218.0	2319.0	2382.0	-3.344	168.0
382.0	1506.0	2383.0	-3.343	123.0
924.0	2246.0	2384.0	-3.343	110.0
1400.0	1449.0	2385.0	-3.34	71.0
385.0	837.0	2386.0	-3.337	161.0
1075.0	1092.0	2387.0	-3.328	76.0
1149.0	2093.0	2388.0	-3.314	68.0
802.0	803.0	2389.0	-3.31	137.0
31.0	2109.0	2390.0	-3.304	100.0
843.0	1873.0	2391.0	-3.304	75.0
1243.0	2116.0	2392.0	-3.304	64.0
985.0	1056.0	2393.0	-3.303	93.0
88.0	316.0	2394.0	-3.298	127.0
1076.0	1093.0	2395.0	-3.282	87.0
165.0	1977.0	2396.0	-3.281	94.0
395.0	1440.0	2397.0	-3.277	117.0
1271.0	1318.0	2398.0	-3.27	104.0
1726.0	1867.0	2399.0	-3.268	58.0
798.0	2247.0	2400.0	-3.266	589.0
66.0	2292.0	2401.0	-3.265	190.0
1191.0	1907.0	2402.0	-3.262	57.0
928.0	1373.0	2403.0	-3.254	92.0
281.0	1393.0	2404.0	-3.253	87.0
610.0	1027.0	2405.0	-3.243	142.0
1065.0	1961.0	2406.0	-3.242	81.0
304.0	1863.0	2407.0	-3.236	95.0
15.0	1853.0	2408.0	-3.23	85.0
1701.0	1793.0	2409.0	-3.229	77.0
851.0	2139.0	2410.0	-3.223	77.0
68.0	1040.0	2411.0	-3.221	156.0
482.0	2136.0	2412.0	-3.221	75.0
1558.0	1723.0	2413.0	-3.22	58.0
915.0	1933.0	2414.0	-3.219	105.0
873.0	2200.0	2415.0	-3.2	203.0
1353.0	1376.0	2416.0	-3.196	124.0
428.0	1790.0	2417.0	-3.194	98.0
618.0	2265.0	2418.0	-3.194	141.0
137.0	868.0	2419.0	-3.192	135.0
1217.0	1515.0	2420.0	-3.187	96.0
1683.0	1703.0	2421.0	-3.186	85.0
1826.0	2231.0	2422.0	-3.183	179.0
14.0	450.0	2423.0	-3.181	148.0
941.0	1875.0	2424.0	-3.179	81.0
460.0	898.0	2425.0	-3.173	105.0
269.0	2255.0	2426.0	-3.17	106.0
653.0	988.0	2427.0	-3.169	96.0
1705.0	1847.0	2428.0	-3.169	65.0
72.0	1745.0	2429.0	-3.164	91.0
1578.0	1721.0	2430.0	-3.155	61.0
65.0	926.0	2431.0	-3.154	145.0
61.0	2037.0	2432.0	-3.153	98.0
853.0	1750.0	2433.0	-3.145	76.0
1503.0	1727.0	2434.0	-3.141	59.0
126.0	994.0	2435.0	-3.137	209.0
736.0	1035.0	2436.0	-3.13	95.0
742.0	760.0	2437.0	-3.122	107.0
209.0	1441.0	2438.0	-3.121	128.0
37.0	1544.0	2439.0	-3.118	116.0
441.0	1860.0	2440.0	-3.09	98.0
1562.0	1799.0	2441.0	-3.084	59.0
168.0	809.0	2442.0	-3.078	127.0
578.0	611.0	2443.0	-3.078	128.0
1606.0	2221.0	2444.0	-3.078	86.0
649.0	1965.0	2445.0	-3.075	78.0
692.0	2251.0	2446.0	-3.073	115.0
790.0	829.0	2447.0	-3.071	127.0
648.0	976.0	2448.0	-3.066	89.0
1938.0	2253.0	2449.0	-3.066	131.0
237.0	1896.0	2450.0	-3.065	72.0
1120.0	1480.0	2451.0	-3.056	97.0
536.0	1718.0	2452.0	-3.055	121.0
135.0	383.0	2453.0	-3.045	199.0
791.0	1736.0	2454.0	-3.04	91.0
2271.0	2316.0	2455.0	-3.032	121.0
677.0	943.0	2456.0	-3.031	150.0
1262.0	1917.0	2457.0	-3.03	60.0
133.0	286.0	2458.0	-3.027	136.0
1298.0	2308.0	2459.0	-3.02	192.0
1519.0	1635.0	2460.0	-3.016	80.0
468.0	1569.0	2461.0	-3.012	120.0
1396.0	1970.0	2462.0	-3.011	63.0
1661.0	1732.0	2463.0	-3.01	50.0
19.0	950.0	2464.0	-3.007	154.0
1320.0	1939.0	2465.0	-3.006	26.0
700.0	2133.0	2466.0	-3.001	80.0
1283.0	1392.0	2467.0	-3.001	97.0
9.0	2008.0	2468.0	-2.997	88.0
1647.0	2059.0	2469.0	-2.994	33.0
8.0	620.0	2470.0	-2.99	151.0
362.0	1305.0	2471.0	-2.987	139.0
1137.0	1756.0	2472.0	-2.987	71.0
919.0	2063.0	2473.0	-2.985	67.0
679.0	806.0	2474.0	-2.984	114.0
438.0	646.0	2475.0	-2.975	123.0
427.0	918.0	2476.0	-2.973	158.0
1993.0	2288.0	2477.0	-2.971	69.0
1291.0	1650.0	2478.0	-2.966	83.0
104.0	488.0	2479.0	-2.958	157.0
45.0	199.0	2480.0	-2.957	136.0
1945.0	2013.0	2481.0	-2.956	27.0
893.0	1686.0	2482.0	-2.952	91.0
358.0	2188.0	2483.0	-2.949	226.0
1394.0	1501.0	2484.0	-2.949	66.0
64.0	457.0	2485.0	-2.948	174.0
140.0	871.0	2486.0	-2.939	142.0
49.0	1203.0	2487.0	-2.935	129.0
132.0	285.0	2488.0	-2.933	121.0
452.0	1165.0	2489.0	-2.93	140.0
1881.0	2217.0	2490.0	-2.929	177.0
877.0	1752.0	2491.0	-2.926	113.0
616.0	2214.0	2492.0	-2.923	172.0
1430.0	2207.0	2493.0	-2.918	75.0
7.0	619.0	2494.0	-2.917	145.0
431.0	2347.0	2495.0	-2.917	147.0
1760.0	1866.0	2496.0	-2.917	61.0
1751.0	2345.0	2497.0	-2.912	102.0
579.0	1825.0	2498.0	-2.91	105.0
548.0	1245.0	2499.0	-2.909	132.0
550.0	1935.0	2500.0	-2.909	86.0
800.0	1201.0	2501.0	-2.907	189.0
1355.0	1378.0	2502.0	-2.903	83.0
763.0	2041.0	2503.0	-2.901	66.0
797.0	878.0	2504.0	-2.896	148.0
401.0	1949.0	2505.0	-2.895	90.0
617.0	1973.0	2506.0	-2.895	72.0
1526.0	2262.0	2507.0	-2.892	100.0
1246.0	2088.0	2508.0	-2.89	59.0
1472.0	1940.0	2509.0	-2.888	58.0
554.0	775.0	2510.0	-2.883	124.0
270.0	1781.0	2511.0	-2.879	71.0
1386.0	1434.0	2512.0	-2.875	88.0
47.0	1385.0	2513.0	-2.871	130.0
996.0	2090.0	2514.0	-2.868	82.0
2171.0	2322.0	2515.0	-2.865	99.0
99.0	599.0	2516.0	-2.864	117.0
1409.0	1535.0	2517.0	-2.864	62.0
1192.0	2286.0	2518.0	-2.863	110.0
930.0	1755.0	2519.0	-2.86	114.0
151.0	804.0	2520.0	-2.858	165.0
1183.0	1484.0	2521.0	-2.848	85.0
1461.0	2323.0	2522.0	-2.846	76.0
184.0	2278.0	2523.0	-2.845	157.0
307.0	934.0	2524.0	-2.844	104.0
1154.0	2457.0	2525.0	-2.844	112.0
26.0	998.0	2526.0	-2.843	116.0
481.0	486.0	2527.0	-2.842	136.0
1549.0	2084.0	2528.0	-2.842	36.0
233.0	435.0	2529.0	-2.84	152.0
520.0	1664.0	2530.0	-2.839	126.0
154.0	2091.0	2531.0	-2.826	95.0
1574.0	2358.0	2532.0	-2.816	149.0
1560.0	2009.0	2533.0	-2.811	54.0
682.0	1729.0	2534.0	-2.806	75.0
93.0	1806.0	2535.0	-2.803	88.0
343.0	1312.0	2536.0	-2.798	101.0
77.0	979.0	2537.0	-2.795	102.0
894.0	1395.0	2538.0	-2.795	81.0
952.0	1110.0	2539.0	-2.794	110.0
51.0	288.0	2540.0	-2.79	126.0
2300.0	2376.0	2541.0	-2.787	405.0
1579.0	1722.0	2542.0	-2.782	41.0
823.0	2005.0	2543.0	-2.779	76.0
1453.0	1619.0	2544.0	-2.777	75.0
1473.0	2295.0	2545.0	-2.776	168.0
777.0	2283.0	2546.0	-2.769	131.0
1173.0	1275.0	2547.0	-2.769	96.0
322.0	1090.0	2548.0	-2.762	123.0
1964.0	2341.0	2549.0	-2.76	116.0
1398.0	1994.0	2550.0	-2.758	48.0
744.0	870.0	2551.0	-2.756	135.0
279.0	2421.0	2552.0	-2.753	172.0
1642.0	2427.0	2553.0	-2.753	128.0
1828.0	2245.0	2554.0	-2.752	92.0
1106.0	2095.0	2555.0	-2.748	59.0
2219.0	2344.0	2556.0	-2.747	212.0
1665.0	2310.0	2557.0	-2.739	118.0
171.0	621.0	2558.0	-2.738	113.0
1861.0	2336.0	2559.0	-2.738	151.0
997.0	1675.0	2560.0	-2.735	82.0
844.0	2335.0	2561.0	-2.728	222.0
614.0	2206.0	2562.0	-2.721	197.0
107.0	1923.0	2563.0	-2.72	75.0
2186.0	2298.0	2564.0	-2.718	338.0
241.0	1763.0	2565.0	-2.717	109.0
1443.0	1452.0	2566.0	-2.708	61.0
838.0	1908.0	2567.0	-2.707	75.0
1901.0	2249.0	2568.0	-2.705	111.0
491.0	1948.0	2569.0	-2.704	87.0
819.0	896.0	2570.0	-2.703	142.0
390.0	1477.0	2571.0	-2.702	105.0
268.0	1996.0	2572.0	-2.701	47.0
378.0	1502.0	2573.0	-2.69	94.0
970.0	1172.0	2574.0	-2.687	101.0
818.0	1849.0	2575.0	-2.686	99.0
957.0	1527.0	2576.0	-2.68	109.0
772.0	931.0	2577.0	-2.671	103.0
982.0	2223.0	2578.0	-2.67	106.0
1865.0	2281.0	2579.0	-2.668	109.0
596.0	2236.0	2580.0	-2.667	176.0
1222.0	1771.0	2581.0	-2.663	81.0
129.0	1997.0	2582.0	-2.658	87.0
156.0	647.0	2583.0	-2.658	147.0
2224.0	2239.0	2584.0	-2.658	357.0
102.0	602.0	2585.0	-2.657	146.0
780.0	1383.0	2586.0	-2.657	138.0
1304.0	1857.0	2587.0	-2.657	56.0
1761.0	1884.0	2588.0	-2.655	49.0
478.0	2342.0	2589.0	-2.653	160.0
76.0	978.0	2590.0	-2.652	117.0
1694.0	1805.0	2591.0	-2.641	68.0
1300.0	2346.0	2592.0	-2.64	109.0
75.0	95.0	2593.0	-2.637	142.0
394.0	404.0	2594.0	-2.634	129.0
1205.0	1602.0	2595.0	-2.634	98.0
778.0	1381.0	2596.0	-2.633	130.0
1216.0	1514.0	2597.0	-2.63	107.0
39.0	1546.0	2598.0	-2.627	105.0
309.0	1856.0	2599.0	-2.625	79.0
497.0	895.0	2600.0	-2.623	145.0
834.0	1447.0	2601.0	-2.622	83.0
726.0	1616.0	2602.0	-2.621	91.0
517.0	2085.0	2603.0	-2.618	96.0
615.0	1903.0	2604.0	-2.605	97.0
1876.0	2234.0	2605.0	-2.603	119.0
2113.0	2274.0	2606.0	-2.598	91.0
33.0	1336.0	2607.0	-2.596	133.0
405.0	1029.0	2608.0	-2.596	84.0
1059.0	1597.0	2609.0	-2.595	131.0
231.0	1667.0	2610.0	-2.586	109.0
1588.0	1797.0	2611.0	-2.583	59.0
1851.0	2348.0	2612.0	-2.579	272.0
63.0	399.0	2613.0	-2.569	141.0
655.0	1644.0	2614.0	-2.562	110.0
62.0	1319.0	2615.0	-2.561	107.0
638.0	2289.0	2616.0	-2.56	188.0
48.0	437.0	2617.0	-2.558	165.0
666.0	740.0	2618.0	-2.558	90.0
640.0	1068.0	2619.0	-2.555	107.0
1188.0	1489.0	2620.0	-2.553	82.0
1927.0	2074.0	2621.0	-2.551	33.0
711.0	2267.0	2622.0	-2.55	214.0
815.0	1548.0	2623.0	-2.542	120.0
91.0	103.0	2624.0	-2.541	128.0
210.0	1451.0	2625.0	-2.541	132.0
637.0	1959.0	2626.0	-2.541	84.0
455.0	2038.0	2627.0	-2.538	103.0
1410.0	1673.0	2628.0	-2.535	65.0
817.0	2197.0	2629.0	-2.533	150.0
539.0	2468.0	2630.0	-2.531	197.0
2317.0	2428.0	2631.0	-2.53	211.0
1679.0	1698.0	2632.0	-2.529	40.0
447.0	2321.0	2633.0	-2.52	195.0
1098.0	1565.0	2634.0	-2.52	91.0
1156.0	1264.0	2635.0	-2.512	89.0
1583.0	2238.0	2636.0	-2.508	92.0
2375.0	2599.0	2637.0	-2.504	164.0
2062.0	2476.0	2638.0	-2.501	164.0
892.0	1637.0	2639.0	-2.5	123.0
393.0	2258.0	2640.0	-2.499	133.0
973.0	1277.0	2641.0	-2.499	95.0
1474.0	2609.0	2642.0	-2.499	173.0
1195.0	1537.0	2643.0	-2.497	98.0
551.0	2256.0	2644.0	-2.493	150.0
185.0	2225.0	2645.0	-2.484	163.0
1554.0	1759.0	2646.0	-2.484	115.0
22.0	223.0	2647.0	-2.483	136.0
411.0	2400.0	2648.0	-2.483	654.0
999.0	1390.0	2649.0	-2.482	75.0
1766.0	2011.0	2650.0	-2.481	48.0
353.0	1930.0	2651.0	-2.479	105.0
1084.0	2248.0	2652.0	-2.479	138.0
2244.0	2422.0	2653.0	-2.478	332.0
305.0	1864.0	2654.0	-2.477	92.0
371.0	1613.0	2655.0	-2.469	116.0
2230.0	2302.0	2656.0	-2.461	315.0
1270.0	2350.0	2657.0	-2.46	171.0
850.0	2303.0	2658.0	-2.454	179.0
480.0	485.0	2659.0	-2.449	134.0
805.0	1359.0	2660.0	-2.448	78.0
987.0	1058.0	2661.0	-2.441	119.0
330.0	2287.0	2662.0	-2.435	133.0
235.0	1417.0	2663.0	-2.434	94.0
1033.0	1888.0	2664.0	-2.432	43.0
1221.0	1770.0	2665.0	-2.428	91.0
1077.0	1094.0	2666.0	-2.423	85.0
1695.0	2148.0	2667.0	-2.421	43.0
18.0	949.0	2668.0	-2.42	161.0
434.0	2191.0	2669.0	-2.42	135.0
974.0	1174.0	2670.0	-2.42	110.0
505.0	2105.0	2671.0	-2.419	82.0
852.0	904.0	2672.0	-2.417	126.0
338.0	821.0	2673.0	-2.416	154.0
141.0	2250.0	2674.0	-2.415	203.0
1508.0	2459.0	2675.0	-2.414	244.0
1282.0	1928.0	2676.0	-2.41	75.0
741.0	759.0	2677.0	-2.407	128.0
276.0	807.0	2678.0	-2.406	108.0
1357.0	1380.0	2679.0	-2.403	56.0
1978.0	2373.0	2680.0	-2.399	119.0
914.0	940.0	2681.0	-2.391	150.0
125.0	899.0	2682.0	-2.39	165.0
2092.0	2567.0	2683.0	-2.389	85.0
320.0	2137.0	2684.0	-2.386	60.0
166.0	2362.0	2685.0	-2.373	321.0
157.0	470.0	2686.0	-2.367	157.0
191.0	402.0	2687.0	-2.366	160.0
1454.0	1620.0	2688.0	-2.365	61.0
106.0	1073.0	2689.0	-2.364	101.0
2237.0	2593.0	2690.0	-2.36	224.0
139.0	2233.0	2691.0	-2.359	164.0
205.0	571.0	2692.0	-2.351	124.0
542.0	2433.0	2693.0	-2.349	142.0
879.0	2296.0	2694.0	-2.349	213.0
1421.0	2022.0	2695.0	-2.347	55.0
224.0	2549.0	2696.0	-2.345	200.0
472.0	1550.0	2697.0	-2.345	81.0
1338.0	2630.0	2698.0	-2.344	261.0
1164.0	1877.0	2699.0	-2.339	72.0
380.0	1504.0	2700.0	-2.338	89.0
1963.0	2434.0	2701.0	-2.338	73.0
1227.0	1631.0	2702.0	-2.335	85.0
2055.0	2490.0	2703.0	-2.335	186.0
1950.0	2352.0	2704.0	-2.331	91.0
1517.0	2606.0	2705.0	-2.329	113.0
1078.0	1095.0	2706.0	-2.328	62.0
1326.0	2203.0	2707.0	-2.327	147.0
87.0	315.0	2708.0	-2.326	133.0
101.0	1023.0	2709.0	-2.326	130.0
584.0	1754.0	2710.0	-2.324	109.0
953.0	1523.0	2711.0	-2.323	87.0
1415.0	2279.0	2712.0	-2.32	162.0
652.0	1641.0	2713.0	-2.316	86.0
963.0	2349.0	2714.0	-2.312	130.0
989.0	1643.0	2715.0	-2.311	85.0
116.0	155.0	2716.0	-2.306	160.0
396.0	406.0	2717.0	-2.302	146.0
1331.0	2458.0	2718.0	-2.302	173.0
272.0	2477.0	2719.0	-2.298	120.0
1086.0	1235.0	2720.0	-2.298	100.0
1512.0	2073.0	2721.0	-2.296	76.0
111.0	668.0	2722.0	-2.295	124.0
632.0	1067.0	2723.0	-2.291	119.0
415.0	1241.0	2724.0	-2.29	126.0
1624.0	2112.0	2725.0	-2.29	33.0
360.0	2403.0	2726.0	-2.287	188.0
228.0	687.0	2727.0	-2.286	102.0
1074.0	1091.0	2728.0	-2.285	84.0
1492.0	2505.0	2729.0	-2.279	138.0
74.0	2571.0	2730.0	-2.276	174.0
94.0	2412.0	2731.0	-2.276	171.0
255.0	2015.0	2732.0	-2.275	83.0
582.0	2199.0	2733.0	-2.275	159.0
349.0	1081.0	2734.0	-2.274	148.0
1290.0	1470.0	2735.0	-2.273	100.0
256.0	2001.0	2736.0	-2.269	76.0
755.0	1638.0	2737.0	-2.268	92.0
500.0	1178.0	2738.0	-2.267	102.0
213.0	799.0	2739.0	-2.263	206.0
1610.0	2215.0	2740.0	-2.263	116.0
287.0	1204.0	2741.0	-2.258	99.0
1199.0	2320.0	2742.0	-2.25	211.0
1375.0	2415.0	2743.0	-2.249	249.0
832.0	1162.0	2744.0	-2.241	79.0
2152.0	2495.0	2745.0	-2.238	152.0
1142.0	1231.0	2746.0	-2.237	126.0
1796.0	2429.0	2747.0	-2.233	116.0
1062.0	2449.0	2748.0	-2.232	181.0
2417.0	2619.0	2749.0	-2.231	205.0
880.0	2503.0	2750.0	-2.228	147.0
176.0	1397.0	2751.0	-2.227	96.0
52.0	222.0	2752.0	-2.226	130.0
872.0	2379.0	2753.0	-2.222	252.0
1720.0	2361.0	2754.0	-2.222	71.0
1758.0	1768.0	2755.0	-2.217	84.0
1916.0	2493.0	2756.0	-2.215	93.0
282.0	2514.0	2757.0	-2.213	139.0
193.0	1439.0	2758.0	-2.212	109.0
1337.0	1438.0	2759.0	-2.212	104.0
1153.0	2610.0	2760.0	-2.208	169.0
36.0	1543.0	2761.0	-2.206	100.0
71.0	1972.0	2762.0	-2.205	85.0
206.0	1105.0	2763.0	-2.205	121.0
1043.0	1835.0	2764.0	-2.204	103.0
1025.0	1028.0	2765.0	-2.198	108.0
1150.0	1829.0	2766.0	-2.195	66.0
771.0	1180.0	2767.0	-2.192	104.0
379.0	2291.0	2768.0	-2.191	192.0
2031.0	2114.0	2769.0	-2.187	20.0
412.0	842.0	2770.0	-2.184	131.0
451.0	1388.0	2771.0	-2.181	112.0
833.0	2297.0	2772.0	-2.179	122.0
756.0	2211.0	2773.0	-2.178	131.0
264.0	2024.0	2774.0	-2.176	87.0
1063.0	1273.0	2775.0	-2.175	125.0
2156.0	2500.0	2776.0	-2.174	91.0
