cluster1	cluster2	clusterNew	distance	size
231.0	1562.0	2113.0	-0.79	90.0
849.0	1833.0	2114.0	-0.778	70.0
213.0	1989.0	2115.0	-0.777	71.0
246.0	1730.0	2116.0	-0.768	54.0
1030.0	1786.0	2117.0	-0.76	40.0
470.0	1808.0	2118.0	-0.746	80.0
1020.0	1846.0	2119.0	-0.746	58.0
83.0	1612.0	2120.0	-0.74	63.0
132.0	1754.0	2121.0	-0.74	67.0
1518.0	1928.0	2122.0	-0.74	93.0
403.0	1851.0	2123.0	-0.726	89.0
1452.0	1848.0	2124.0	-0.723	73.0
848.0	1819.0	2125.0	-0.72	108.0
1412.0	1914.0	2126.0	-0.717	67.0
363.0	2063.0	2127.0	-0.716	75.0
287.0	1538.0	2128.0	-0.712	51.0
1697.0	1795.0	2129.0	-0.71	101.0
181.0	1004.0	2130.0	-0.704	33.0
334.0	694.0	2131.0	-0.7	46.0
842.0	1718.0	2132.0	-0.696	57.0
1663.0	2029.0	2133.0	-0.682	95.0
1703.0	1960.0	2134.0	-0.682	103.0
1011.0	2022.0	2135.0	-0.679	88.0
543.0	583.0	2136.0	-0.676	44.0
885.0	1986.0	2137.0	-0.674	86.0
708.0	2038.0	2138.0	-0.673	87.0
1797.0	1829.0	2139.0	-0.673	31.0
367.0	809.0	2140.0	-0.665	49.0
1561.0	2039.0	2141.0	-0.663	108.0
695.0	1828.0	2142.0	-0.659	78.0
1241.0	1289.0	2143.0	-0.659	23.0
891.0	1391.0	2144.0	-0.657	21.0
806.0	1707.0	2145.0	-0.653	117.0
1127.0	1741.0	2146.0	-0.653	28.0
1696.0	1749.0	2147.0	-0.649	80.0
1641.0	1883.0	2148.0	-0.647	98.0
586.0	1679.0	2149.0	-0.629	38.0
1125.0	2015.0	2150.0	-0.627	33.0
884.0	1785.0	2151.0	-0.621	56.0
1383.0	1747.0	2152.0	-0.62	78.0
1386.0	2120.0	2153.0	-0.619	69.0
1313.0	1857.0	2154.0	-0.606	65.0
1881.0	1929.0	2155.0	-0.605	108.0
784.0	1533.0	2156.0	-0.604	55.0
168.0	236.0	2157.0	-0.602	42.0
430.0	1933.0	2158.0	-0.598	68.0
1750.0	1990.0	2159.0	-0.598	76.0
1633.0	1737.0	2160.0	-0.597	88.0
589.0	2053.0	2161.0	-0.591	46.0
257.0	258.0	2162.0	-0.59	64.0
21.0	760.0	2163.0	-0.586	55.0
499.0	1643.0	2164.0	-0.584	45.0
1410.0	1799.0	2165.0	-0.584	39.0
339.0	650.0	2166.0	-0.577	48.0
1101.0	1344.0	2167.0	-0.571	15.0
1058.0	1588.0	2168.0	-0.565	50.0
87.0	1980.0	2169.0	-0.564	125.0
432.0	534.0	2170.0	-0.563	33.0
269.0	2016.0	2171.0	-0.562	97.0
565.0	1859.0	2172.0	-0.562	83.0
215.0	610.0	2173.0	-0.56	42.0
1745.0	1967.0	2174.0	-0.56	84.0
819.0	912.0	2175.0	-0.559	38.0
701.0	1328.0	2176.0	-0.556	22.0
106.0	1574.0	2177.0	-0.555	57.0
252.0	690.0	2178.0	-0.549	47.0
745.0	1955.0	2179.0	-0.548	82.0
1556.0	1700.0	2180.0	-0.543	121.0
660.0	1494.0	2181.0	-0.542	30.0
591.0	1916.0	2182.0	-0.539	72.0
1651.0	1662.0	2183.0	-0.538	100.0
1578.0	1822.0	2184.0	-0.536	64.0
250.0	688.0	2185.0	-0.529	47.0
519.0	1836.0	2186.0	-0.523	51.0
466.0	1767.0	2187.0	-0.509	60.0
282.0	1305.0	2188.0	-0.506	30.0
265.0	864.0	2189.0	-0.5	49.0
757.0	1999.0	2190.0	-0.498	47.0
1830.0	2095.0	2191.0	-0.497	64.0
129.0	426.0	2192.0	-0.492	32.0
157.0	1390.0	2193.0	-0.491	32.0
364.0	399.0	2194.0	-0.49	35.0
492.0	558.0	2195.0	-0.488	43.0
182.0	1005.0	2196.0	-0.484	30.0
214.0	1285.0	2197.0	-0.483	26.0
855.0	1725.0	2198.0	-0.481	67.0
428.0	1823.0	2199.0	-0.476	74.0
1863.0	2086.0	2200.0	-0.47	66.0
807.0	1742.0	2201.0	-0.467	100.0
613.0	1867.0	2202.0	-0.466	48.0
1973.0	1997.0	2203.0	-0.464	146.0
293.0	878.0	2204.0	-0.461	28.0
1445.0	1870.0	2205.0	-0.457	58.0
1099.0	1783.0	2206.0	-0.455	60.0
1304.0	2058.0	2207.0	-0.455	61.0
876.0	1866.0	2208.0	-0.452	55.0
336.0	1761.0	2209.0	-0.448	44.0
444.0	2013.0	2210.0	-0.438	134.0
1619.0	1876.0	2211.0	-0.438	98.0
348.0	1308.0	2212.0	-0.409	59.0
99.0	1728.0	2213.0	-0.408	65.0
852.0	1032.0	2214.0	-0.408	22.0
958.0	964.0	2215.0	-0.405	29.0
233.0	1897.0	2216.0	-0.404	64.0
1283.0	1774.0	2217.0	-0.401	51.0
272.0	1009.0	2218.0	-0.4	35.0
1684.0	1898.0	2219.0	-0.4	114.0
148.0	1816.0	2220.0	-0.399	61.0
311.0	794.0	2221.0	-0.399	53.0
631.0	657.0	2222.0	-0.397	43.0
1427.0	1665.0	2223.0	-0.394	48.0
1421.0	1711.0	2224.0	-0.391	38.0
404.0	700.0	2225.0	-0.385	42.0
1913.0	2156.0	2226.0	-0.362	83.0
10.0	600.0	2227.0	-0.359	45.0
34.0	1458.0	2228.0	-0.355	27.0
11.0	1022.0	2229.0	-0.354	40.0
455.0	1738.0	2230.0	-0.354	54.0
797.0	805.0	2231.0	-0.336	38.0
47.0	1155.0	2232.0	-0.335	40.0
123.0	1590.0	2233.0	-0.323	133.0
270.0	1098.0	2234.0	-0.321	32.0
97.0	549.0	2235.0	-0.316	40.0
976.0	1872.0	2236.0	-0.314	22.0
51.0	790.0	2237.0	-0.308	55.0
1380.0	1811.0	2238.0	-0.307	35.0
705.0	1074.0	2239.0	-0.296	30.0
2.0	2174.0	2240.0	-0.291	115.0
242.0	814.0	2241.0	-0.272	41.0
1821.0	2028.0	2242.0	-0.27	67.0
1231.0	2221.0	2243.0	-0.267	65.0
1825.0	1849.0	2244.0	-0.265	79.0
1862.0	1979.0	2245.0	-0.258	96.0
152.0	2145.0	2246.0	-0.256	136.0
1210.0	2075.0	2247.0	-0.256	69.0
778.0	2157.0	2248.0	-0.25	69.0
220.0	1756.0	2249.0	-0.244	82.0
27.0	856.0	2250.0	-0.239	45.0
924.0	1915.0	2251.0	-0.238	52.0
5.0	1037.0	2252.0	-0.236	35.0
1423.0	2047.0	2253.0	-0.232	29.0
1357.0	1726.0	2254.0	-0.229	38.0
622.0	1529.0	2255.0	-0.226	56.0
1153.0	1940.0	2256.0	-0.21	60.0
2092.0	2168.0	2257.0	-0.207	184.0
133.0	1869.0	2258.0	-0.204	56.0
1936.0	2032.0	2259.0	-0.204	93.0
1299.0	1879.0	2260.0	-0.2	89.0
143.0	187.0	2261.0	-0.197	49.0
277.0	1890.0	2262.0	-0.188	67.0
741.0	1900.0	2263.0	-0.183	61.0
1796.0	2096.0	2264.0	-0.182	125.0
43.0	1248.0	2265.0	-0.179	43.0
1751.0	1882.0	2266.0	-0.176	103.0
1065.0	2057.0	2267.0	-0.175	147.0
2037.0	2134.0	2268.0	-0.175	166.0
1358.0	1871.0	2269.0	-0.171	89.0
1559.0	2246.0	2270.0	-0.171	178.0
218.0	2089.0	2271.0	-0.164	68.0
1057.0	2027.0	2272.0	-0.162	39.0
60.0	1951.0	2273.0	-0.16	51.0
1462.0	2152.0	2274.0	-0.159	83.0
587.0	1008.0	2275.0	-0.158	34.0
1854.0	2009.0	2276.0	-0.15	157.0
103.0	841.0	2277.0	-0.149	42.0
904.0	2051.0	2278.0	-0.148	52.0
857.0	1649.0	2279.0	-0.144	65.0
582.0	2146.0	2280.0	-0.135	55.0
776.0	1818.0	2281.0	-0.121	68.0
614.0	2072.0	2282.0	-0.114	74.0
985.0	1239.0	2283.0	-0.11	31.0
1966.0	2198.0	2284.0	-0.11	148.0
738.0	1479.0	2285.0	-0.104	29.0
256.0	1086.0	2286.0	-0.103	41.0
1246.0	2017.0	2287.0	-0.094	44.0
1024.0	1378.0	2288.0	-0.09	19.0
1343.0	1493.0	2289.0	-0.087	21.0
1752.0	1852.0	2290.0	-0.086	88.0
105.0	2125.0	2291.0	-0.085	138.0
205.0	735.0	2292.0	-0.08	63.0
2052.0	2194.0	2293.0	-0.076	123.0
429.0	2018.0	2294.0	-0.069	112.0
268.0	1962.0	2295.0	-0.068	70.0
1835.0	2224.0	2296.0	-0.068	84.0
28.0	1268.0	2297.0	-0.062	45.0
2044.0	2128.0	2298.0	-0.059	83.0
1910.0	2181.0	2299.0	-0.058	53.0
49.0	815.0	2300.0	-0.05	55.0
406.0	1034.0	2301.0	-0.04	31.0
1425.0	1895.0	2302.0	-0.039	108.0
816.0	1060.0	2303.0	-0.036	34.0
1585.0	2106.0	2304.0	-0.036	104.0
1800.0	2166.0	2305.0	-0.028	84.0
561.0	1638.0	2306.0	-0.026	70.0
1977.0	2290.0	2307.0	-0.02	127.0
2001.0	2006.0	2308.0	-0.014	101.0
125.0	1491.0	2309.0	-0.008	31.0
996.0	1624.0	2310.0	-0.007	73.0
2004.0	2114.0	2311.0	-0.007	113.0
900.0	1723.0	2312.0	-0.0	58.0
163.0	2119.0	2313.0	0.008	86.0
30.0	874.0	2314.0	0.009	42.0
1815.0	2184.0	2315.0	0.009	100.0
1949.0	2031.0	2316.0	0.013	75.0
202.0	1923.0	2317.0	0.02	46.0
617.0	756.0	2318.0	0.02	45.0
1565.0	2103.0	2319.0	0.025	116.0
238.0	975.0	2320.0	0.028	32.0
1927.0	2138.0	2321.0	0.031	126.0
1918.0	1942.0	2322.0	0.033	116.0
1943.0	2267.0	2323.0	0.035	224.0
1036.0	1729.0	2324.0	0.038	124.0
1775.0	2201.0	2325.0	0.04	161.0
376.0	1877.0	2326.0	0.043	69.0
416.0	1606.0	2327.0	0.051	53.0
1896.0	2172.0	2328.0	0.051	204.0
1690.0	2023.0	2329.0	0.054	55.0
96.0	2274.0	2330.0	0.055	111.0
273.0	2210.0	2331.0	0.055	159.0
559.0	916.0	2332.0	0.07	46.0
25.0	1919.0	2333.0	0.074	72.0
419.0	965.0	2334.0	0.074	30.0
1592.0	2034.0	2335.0	0.075	117.0
225.0	833.0	2336.0	0.076	47.0
260.0	1381.0	2337.0	0.076	39.0
2070.0	2104.0	2338.0	0.081	116.0
305.0	1708.0	2339.0	0.087	79.0
114.0	2158.0	2340.0	0.089	104.0
828.0	1023.0	2341.0	0.094	27.0
379.0	971.0	2342.0	0.098	41.0
2021.0	2062.0	2343.0	0.098	323.0
962.0	2010.0	2344.0	0.101	46.0
1371.0	2026.0	2345.0	0.104	55.0
1339.0	1941.0	2346.0	0.108	165.0
960.0	2193.0	2347.0	0.11	51.0
24.0	1041.0	2348.0	0.111	35.0
1721.0	2186.0	2349.0	0.116	92.0
186.0	1930.0	2350.0	0.124	39.0
1744.0	2099.0	2351.0	0.133	120.0
1.0	1931.0	2352.0	0.134	68.0
2046.0	2310.0	2353.0	0.137	108.0
533.0	802.0	2354.0	0.147	34.0
1238.0	1906.0	2355.0	0.147	74.0
1535.0	2155.0	2356.0	0.15	140.0
310.0	1668.0	2357.0	0.159	58.0
217.0	2203.0	2358.0	0.16	180.0
1043.0	1939.0	2359.0	0.161	94.0
1362.0	2054.0	2360.0	0.163	65.0
1699.0	2165.0	2361.0	0.163	91.0
1842.0	1991.0	2362.0	0.163	125.0
1878.0	2250.0	2363.0	0.17	98.0
387.0	616.0	2364.0	0.178	46.0
1884.0	2287.0	2365.0	0.189	160.0
523.0	911.0	2366.0	0.203	24.0
1803.0	2082.0	2367.0	0.207	182.0
1589.0	2180.0	2368.0	0.208	164.0
2139.0	2254.0	2369.0	0.211	69.0
1317.0	2025.0	2370.0	0.217	52.0
517.0	1292.0	2371.0	0.224	24.0
1899.0	2111.0	2372.0	0.227	180.0
1026.0	1600.0	2373.0	0.228	53.0
1969.0	2188.0	2374.0	0.232	79.0
817.0	1664.0	2375.0	0.239	54.0
301.0	2019.0	2376.0	0.252	64.0
1789.0	2127.0	2377.0	0.265	112.0
1309.0	1609.0	2378.0	0.268	39.0
226.0	2304.0	2379.0	0.27	128.0
1780.0	1993.0	2380.0	0.27	102.0
1948.0	2043.0	2381.0	0.285	79.0
1626.0	2068.0	2382.0	0.288	74.0
1404.0	2107.0	2383.0	0.295	98.0
822.0	1403.0	2384.0	0.313	28.0
1233.0	1954.0	2385.0	0.317	35.0
1757.0	2269.0	2386.0	0.326	144.0
1053.0	2302.0	2387.0	0.327	119.0
209.0	1885.0	2388.0	0.331	113.0
1681.0	2035.0	2389.0	0.341	47.0
1860.0	2218.0	2390.0	0.341	53.0
345.0	1891.0	2391.0	0.35	89.0
1615.0	1887.0	2392.0	0.353	80.0
704.0	1992.0	2393.0	0.356	48.0
160.0	520.0	2394.0	0.357	19.0
439.0	1937.0	2395.0	0.371	101.0
2220.0	2323.0	2396.0	0.377	285.0
1806.0	2232.0	2397.0	0.379	78.0
2129.0	2263.0	2398.0	0.381	162.0
1813.0	1922.0	2399.0	0.383	75.0
1460.0	1827.0	2400.0	0.385	60.0
1985.0	2211.0	2401.0	0.388	144.0
2133.0	2212.0	2402.0	0.389	154.0
308.0	2177.0	2403.0	0.4	82.0
1572.0	2206.0	2404.0	0.408	85.0
887.0	1972.0	2405.0	0.412	42.0
1035.0	2117.0	2406.0	0.412	53.0
1905.0	2124.0	2407.0	0.413	108.0
593.0	1581.0	2408.0	0.416	67.0
500.0	715.0	2409.0	0.417	33.0
280.0	557.0	2410.0	0.425	49.0
737.0	1052.0	2411.0	0.429	31.0
2080.0	2337.0	2412.0	0.436	59.0
522.0	1671.0	2413.0	0.44	50.0
2024.0	2065.0	2414.0	0.441	139.0
98.0	550.0	2415.0	0.444	50.0
1766.0	2189.0	2416.0	0.445	77.0
400.0	2195.0	2417.0	0.446	59.0
2045.0	2090.0	2418.0	0.463	104.0
551.0	2317.0	2419.0	0.467	70.0
247.0	1945.0	2420.0	0.469	118.0
656.0	1834.0	2421.0	0.469	40.0
861.0	1710.0	2422.0	0.478	54.0
1824.0	2122.0	2423.0	0.48	158.0
2083.0	2325.0	2424.0	0.48	210.0
821.0	1208.0	2425.0	0.485	33.0
204.0	1202.0	2426.0	0.486	54.0
781.0	2163.0	2427.0	0.487	73.0
2008.0	2331.0	2428.0	0.493	179.0
178.0	1642.0	2429.0	0.502	51.0
405.0	2077.0	2430.0	0.504	70.0
2216.0	2284.0	2431.0	0.504	212.0
1902.0	2071.0	2432.0	0.506	54.0
359.0	1418.0	2433.0	0.521	38.0
1861.0	1925.0	2434.0	0.523	69.0
1734.0	1920.0	2435.0	0.541	77.0
840.0	1088.0	2436.0	0.543	39.0
33.0	1970.0	2437.0	0.547	51.0
1998.0	2270.0	2438.0	0.552	225.0
12.0	602.0	2439.0	0.554	48.0
2213.0	2293.0	2440.0	0.555	188.0
1682.0	2033.0	2441.0	0.556	83.0
548.0	2102.0	2442.0	0.558	33.0
2098.0	2110.0	2443.0	0.56	119.0
2147.0	2370.0	2444.0	0.581	132.0
1205.0	2333.0	2445.0	0.582	85.0
783.0	1070.0	2446.0	0.588	30.0
707.0	2291.0	2447.0	0.591	154.0
1858.0	2112.0	2448.0	0.601	58.0
1290.0	2365.0	2449.0	0.605	178.0
1303.0	2048.0	2450.0	0.606	59.0
980.0	1261.0	2451.0	0.61	28.0
1892.0	1994.0	2452.0	0.612	81.0
957.0	1856.0	2453.0	0.613	87.0
1078.0	2427.0	2454.0	0.629	82.0
2327.0	2355.0	2455.0	0.63	127.0
605.0	2005.0	2456.0	0.636	120.0
1597.0	2217.0	2457.0	0.641	79.0
1784.0	2223.0	2458.0	0.643	77.0
659.0	2271.0	2459.0	0.645	82.0
2312.0	2360.0	2460.0	0.645	123.0
2100.0	2424.0	2461.0	0.647	315.0
162.0	2244.0	2462.0	0.65	99.0
1618.0	2160.0	2463.0	0.652	132.0
375.0	2040.0	2464.0	0.662	73.0
409.0	1293.0	2465.0	0.676	27.0
2078.0	2311.0	2466.0	0.68	169.0
4.0	1946.0	2467.0	0.686	60.0
1959.0	2199.0	2468.0	0.689	127.0
780.0	2266.0	2469.0	0.69	123.0
1382.0	2159.0	2470.0	0.697	81.0
358.0	2085.0	2471.0	0.705	96.0
1318.0	1909.0	2472.0	0.712	68.0
2084.0	2281.0	2473.0	0.714	119.0
2187.0	2356.0	2474.0	0.714	200.0
1838.0	2140.0	2475.0	0.716	91.0
2020.0	2131.0	2476.0	0.722	83.0
46.0	223.0	2477.0	0.725	40.0
307.0	2432.0	2478.0	0.725	74.0
1983.0	2251.0	2479.0	0.727	127.0
1924.0	2242.0	2480.0	0.738	95.0
746.0	2175.0	2481.0	0.743	59.0
1069.0	2097.0	2482.0	0.747	37.0
1880.0	2182.0	2483.0	0.752	102.0
425.0	2238.0	2484.0	0.754	51.0
2268.0	2374.0	2485.0	0.754	245.0
1027.0	1061.0	2486.0	0.76	29.0
687.0	2241.0	2487.0	0.764	63.0
792.0	1630.0	2488.0	0.769	55.0
1908.0	2380.0	2489.0	0.777	135.0
1987.0	2154.0	2490.0	0.78	154.0
577.0	1475.0	2491.0	0.789	28.0
1771.0	2150.0	2492.0	0.793	83.0
2041.0	2066.0	2493.0	0.794	125.0
1714.0	1840.0	2494.0	0.798	52.0
1736.0	1963.0	2495.0	0.802	85.0
1315.0	2402.0	2496.0	0.814	164.0
1864.0	2059.0	2497.0	0.817	91.0
1081.0	2403.0	2498.0	0.819	98.0
185.0	1325.0	2499.0	0.822	34.0
1961.0	2391.0	2500.0	0.827	157.0
1889.0	2340.0	2501.0	0.829	156.0
1907.0	2132.0	2502.0	0.834	82.0
2142.0	2234.0	2503.0	0.838	110.0
2280.0	2369.0	2504.0	0.839	124.0
264.0	2258.0	2505.0	0.851	78.0
917.0	1490.0	2506.0	0.851	25.0
2087.0	2433.0	2507.0	0.853	57.0
2344.0	2453.0	2508.0	0.889	133.0
493.0	2332.0	2509.0	0.895	65.0
1306.0	2276.0	2510.0	0.902	171.0
1126.0	1632.0	2511.0	0.913	55.0
2067.0	2171.0	2512.0	0.917	125.0
1277.0	2253.0	2513.0	0.92	38.0
1175.0	2306.0	2514.0	0.921	79.0
803.0	2346.0	2515.0	0.925	175.0
2105.0	2449.0	2516.0	0.929	252.0
1911.0	2108.0	2517.0	0.93	84.0
410.0	1971.0	2518.0	0.935	44.0
788.0	1075.0	2519.0	0.941	34.0
119.0	2264.0	2520.0	0.952	156.0
581.0	2007.0	2521.0	0.954	79.0
450.0	1055.0	2522.0	0.955	33.0
1602.0	2236.0	2523.0	0.956	60.0
193.0	2252.0	2524.0	0.962	57.0
130.0	1778.0	2525.0	0.976	105.0
1203.0	2088.0	2526.0	0.977	93.0
121.0	2278.0	2527.0	0.981	79.0
2319.0	2438.0	2528.0	0.981	341.0
441.0	2301.0	2529.0	0.983	61.0
2101.0	2435.0	2530.0	0.983	105.0
2205.0	2299.0	2531.0	0.985	111.0
1996.0	2151.0	2532.0	0.988	131.0
2137.0	2183.0	2533.0	0.999	186.0
2283.0	2342.0	2534.0	1.0	72.0
1804.0	1982.0	2535.0	1.009	107.0
1433.0	1995.0	2536.0	1.01	40.0
1419.0	2256.0	2537.0	1.02	65.0
1873.0	2387.0	2538.0	1.022	175.0
2257.0	2288.0	2539.0	1.03	203.0
1331.0	2207.0	2540.0	1.052	68.0
826.0	1263.0	2541.0	1.056	25.0
2202.0	2292.0	2542.0	1.058	111.0
1051.0	2222.0	2543.0	1.06	57.0
850.0	1853.0	2544.0	1.066	63.0
1687.0	2450.0	2545.0	1.066	106.0
487.0	1242.0	2546.0	1.069	23.0
171.0	2094.0	2547.0	1.07	177.0
415.0	2513.0	2548.0	1.072	57.0
799.0	2144.0	2549.0	1.076	36.0
829.0	2539.0	2550.0	1.078	219.0
2247.0	2469.0	2551.0	1.081	192.0
1207.0	2530.0	2552.0	1.082	116.0
2118.0	2318.0	2553.0	1.083	125.0
2463.0	2475.0	2554.0	1.087	223.0
1794.0	2330.0	2555.0	1.088	145.0
1468.0	2496.0	2556.0	1.091	170.0
2123.0	2375.0	2557.0	1.093	143.0
2358.0	2470.0	2558.0	1.095	261.0
1944.0	2538.0	2559.0	1.101	205.0
2443.0	2531.0	2560.0	1.102	230.0
588.0	1206.0	2561.0	1.103	34.0
104.0	2457.0	2562.0	1.112	103.0
1245.0	2056.0	2563.0	1.125	41.0
1792.0	2388.0	2564.0	1.143	135.0
124.0	545.0	2565.0	1.147	39.0
1847.0	2296.0	2566.0	1.153	102.0
1324.0	1988.0	2567.0	1.156	76.0
2243.0	2420.0	2568.0	1.165	183.0
155.0	267.0	2569.0	1.169	46.0
2338.0	2455.0	2570.0	1.174	243.0
1340.0	1958.0	2571.0	1.177	51.0
2136.0	2272.0	2572.0	1.184	83.0
281.0	2339.0	2573.0	1.187	102.0
2179.0	2240.0	2574.0	1.187	197.0
2471.0	2515.0	2575.0	1.196	271.0
2235.0	2456.0	2576.0	1.2	160.0
278.0	2345.0	2577.0	1.205	74.0
611.0	2265.0	2578.0	1.209	60.0
2359.0	2462.0	2579.0	1.217	193.0
2141.0	2480.0	2580.0	1.241	203.0
2091.0	2259.0	2581.0	1.245	121.0
2049.0	2305.0	2582.0	1.248	135.0
2364.0	2491.0	2583.0	1.249	74.0
1981.0	2313.0	2584.0	1.257	131.0
905.0	974.0	2585.0	1.258	29.0
2204.0	2227.0	2586.0	1.267	73.0
276.0	2458.0	2587.0	1.278	104.0
224.0	449.0	2588.0	1.279	34.0
920.0	2371.0	2589.0	1.292	40.0
1934.0	1978.0	2590.0	1.294	92.0
2233.0	2511.0	2591.0	1.296	188.0
1385.0	2386.0	2592.0	1.305	151.0
1888.0	2239.0	2593.0	1.306	89.0
2335.0	2357.0	2594.0	1.309	175.0
2042.0	2297.0	2595.0	1.31	146.0
837.0	2307.0	2596.0	1.311	144.0
240.0	2231.0	2597.0	1.317	58.0
1072.0	2441.0	2598.0	1.323	100.0
237.0	2378.0	2599.0	1.328	68.0
2191.0	2230.0	2600.0	1.329	118.0
1901.0	2362.0	2601.0	1.351	149.0
2379.0	2502.0	2602.0	1.351	210.0
2209.0	2422.0	2603.0	1.354	98.0
630.0	2126.0	2604.0	1.358	86.0
1964.0	2148.0	2605.0	1.364	151.0
206.0	2349.0	2606.0	1.369	124.0
2116.0	2389.0	2607.0	1.373	101.0
1446.0	2121.0	2608.0	1.383	73.0
188.0	1874.0	2609.0	1.384	131.0
913.0	2382.0	2610.0	1.396	81.0
2261.0	2520.0	2611.0	1.396	205.0
909.0	2592.0	2612.0	1.399	170.0
1384.0	2149.0	2613.0	1.399	44.0
2351.0	2413.0	2614.0	1.411	170.0
2315.0	2329.0	2615.0	1.422	155.0
1953.0	2464.0	2616.0	1.423	106.0
2003.0	2552.0	2617.0	1.423	156.0
1257.0	2428.0	2618.0	1.425	184.0
785.0	831.0	2619.0	1.426	33.0
515.0	2419.0	2620.0	1.427	85.0
2368.0	2472.0	2621.0	1.434	232.0
1276.0	2547.0	2622.0	1.444	185.0
1956.0	2170.0	2623.0	1.446	96.0
2200.0	2425.0	2624.0	1.45	99.0
516.0	2423.0	2625.0	1.459	174.0
2400.0	2616.0	2626.0	1.461	166.0
2000.0	2418.0	2627.0	1.47	174.0
2109.0	2494.0	2628.0	1.483	89.0
1841.0	2381.0	2629.0	1.497	141.0
2352.0	2478.0	2630.0	1.5	142.0
2395.0	2510.0	2631.0	1.507	272.0
2534.0	2537.0	2632.0	1.509	137.0
427.0	2050.0	2633.0	1.513	47.0
2279.0	2286.0	2634.0	1.518	106.0
1720.0	2185.0	2635.0	1.519	84.0
2392.0	2508.0	2636.0	1.523	213.0
2367.0	2409.0	2637.0	1.524	215.0
2285.0	2564.0	2638.0	1.534	164.0
1442.0	2468.0	2639.0	1.537	134.0
1976.0	2314.0	2640.0	1.551	69.0
2361.0	2408.0	2641.0	1.551	158.0
1071.0	1952.0	2642.0	1.556	54.0
2229.0	2527.0	2643.0	1.569	119.0
2073.0	2488.0	2644.0	1.572	97.0
1875.0	2482.0	2645.0	1.584	73.0
800.0	1260.0	2646.0	1.603	27.0
176.0	514.0	2647.0	1.606	27.0
1839.0	2169.0	2648.0	1.611	192.0
2372.0	2501.0	2649.0	1.611	336.0
2245.0	2540.0	2650.0	1.623	164.0
2208.0	2390.0	2651.0	1.624	108.0
2503.0	2615.0	2652.0	1.627	265.0
2115.0	2627.0	2653.0	1.63	245.0
2316.0	2421.0	2654.0	1.636	115.0
2447.0	2608.0	2655.0	1.637	227.0
422.0	2309.0	2656.0	1.638	44.0
1826.0	2505.0	2657.0	1.653	120.0
1291.0	2556.0	2658.0	1.657	181.0
1903.0	2030.0	2659.0	1.658	144.0
736.0	2451.0	2660.0	1.665	52.0
255.0	2300.0	2661.0	1.667	79.0
658.0	1295.0	2662.0	1.674	25.0
546.0	2012.0	2663.0	1.678	35.0
2343.0	2476.0	2664.0	1.683	406.0
2404.0	2532.0	2665.0	1.683	216.0
2036.0	2416.0	2666.0	1.703	135.0
1957.0	2512.0	2667.0	1.705	163.0
2399.0	2407.0	2668.0	1.723	183.0
2417.0	2525.0	2669.0	1.728	164.0
418.0	2215.0	2670.0	1.739	47.0
377.0	2273.0	2671.0	1.741	66.0
2484.0	2613.0	2672.0	1.742	95.0
2294.0	2324.0	2673.0	1.751	236.0
2303.0	2526.0	2674.0	1.754	127.0
2444.0	2603.0	2675.0	1.754	230.0
241.0	2483.0	2676.0	1.768	121.0
2437.0	2584.0	2677.0	1.772	182.0
2436.0	2574.0	2678.0	1.78	236.0
1025.0	2555.0	2679.0	1.785	156.0
603.0	2550.0	2680.0	1.787	253.0
798.0	2528.0	2681.0	1.788	354.0
963.0	2173.0	2682.0	1.794	53.0
451.0	2524.0	2683.0	1.813	69.0
2350.0	2609.0	2684.0	1.824	170.0
2377.0	2589.0	2685.0	1.83	152.0
2228.0	2431.0	2686.0	1.831	239.0
177.0	2585.0	2687.0	1.836	45.0
2415.0	2612.0	2688.0	1.84	220.0
374.0	2533.0	2689.0	1.845	208.0
2197.0	2320.0	2690.0	1.847	58.0
2074.0	2523.0	2691.0	1.851	118.0
2298.0	2638.0	2692.0	1.853	247.0
2516.0	2551.0	2693.0	1.865	444.0
1845.0	2568.0	2694.0	1.872	214.0
2595.0	2634.0	2695.0	1.872	252.0
2079.0	2578.0	2696.0	1.875	102.0
2260.0	2493.0	2697.0	1.885	214.0
2130.0	2341.0	2698.0	1.886	60.0
1758.0	2452.0	2699.0	1.899	116.0
2621.0	2681.0	2700.0	1.902	586.0
2560.0	2580.0	2701.0	1.905	433.0
2076.0	2255.0	2702.0	1.91	90.0
706.0	2492.0	2703.0	1.913	103.0
979.0	2542.0	2704.0	1.915	129.0
434.0	2055.0	2705.0	1.918	27.0
955.0	1111.0	2706.0	1.921	26.0
2322.0	2522.0	2707.0	1.921	149.0
2582.0	2668.0	2708.0	1.921	318.0
431.0	2354.0	2709.0	1.923	61.0
540.0	1921.0	2710.0	1.925	51.0
2398.0	2590.0	2711.0	1.926	254.0
854.0	1204.0	2712.0	1.94	32.0
2348.0	2655.0	2713.0	1.94	262.0
1965.0	2601.0	2714.0	1.941	209.0
2295.0	2489.0	2715.0	1.961	205.0
2410.0	2440.0	2716.0	1.972	237.0
2454.0	2716.0	2717.0	1.976	319.0
2289.0	2604.0	2718.0	1.977	107.0
2446.0	2639.0	2719.0	1.979	164.0
2143.0	2506.0	2720.0	1.986	48.0
2535.0	2577.0	2721.0	2.009	181.0
1237.0	2543.0	2722.0	2.011	67.0
2500.0	2545.0	2723.0	2.012	263.0
2190.0	2282.0	2724.0	2.014	121.0
126.0	423.0	2725.0	2.016	28.0
