Iter	size_mean	size_sd	size_best3	size_best3_hyd	ent_mean	ent_sd	ent_best3	ent_best3_hyd	hyd_mean	hyd_sd	hyd_best3	hyd_best3_hyd
32.0	19.0	9.21	52.0	22.33	9.39	1.26	7.45	8.6	-0.27	0.71	-1.04	0.57
33.0	19.01	9.25	52.0	22.33	9.39	1.26	7.54	8.6	-0.27	0.71	-0.54	0.57
34.0	19.03	9.27	35.67	22.33	9.39	1.26	8.15	8.6	-0.27	0.71	0.1	0.57
35.0	19.04	9.29	45.67	38.0	9.39	1.26	7.88	8.52	-0.27	0.71	-0.34	0.83
36.0	19.05	9.3	25.0	38.0	9.38	1.26	8.27	8.52	-0.27	0.71	-0.72	0.83
37.0	19.07	9.32	26.67	31.0	9.38	1.26	8.25	8.41	-0.27	0.71	-0.2	0.92
38.0	19.08	9.36	57.0	30.33	9.38	1.26	7.39	8.5	-0.27	0.71	-1.15	0.99
39.0	19.09	9.36	52.0	30.33	9.38	1.26	7.54	8.5	-0.27	0.71	-0.54	0.99
40.0	19.1	9.38	29.33	30.33	9.38	1.26	8.02	8.5	-0.27	0.71	-0.39	0.99
41.0	19.12	9.4	50.67	30.33	9.38	1.26	7.74	8.5	-0.27	0.71	-0.95	0.99
42.0	19.13	9.42	27.67	22.33	9.38	1.26	8.05	8.6	-0.27	0.71	-0.91	0.57
43.0	19.14	9.42	25.0	22.33	9.37	1.26	8.27	8.6	-0.27	0.71	-0.72	0.57
44.0	19.16	9.46	31.67	28.67	9.37	1.26	8.11	8.32	-0.27	0.71	-0.81	0.94
45.0	19.17	9.52	35.67	28.67	9.37	1.27	8.15	8.32	-0.27	0.71	0.1	0.94
46.0	19.18	9.55	34.0	28.67	9.37	1.27	8.17	8.32	-0.27	0.71	-0.42	0.94
47.0	19.2	9.56	35.0	28.67	9.37	1.26	8.39	8.32	-0.27	0.71	0.14	0.94
48.0	19.21	9.57	35.0	28.67	9.37	1.27	8.39	8.32	-0.27	0.71	0.14	0.94
49.0	19.22	9.6	32.67	28.67	9.37	1.27	8.04	8.32	-0.27	0.71	-0.74	0.94
50.0	19.24	9.6	26.0	31.33	9.36	1.27	8.21	8.3	-0.27	0.71	-0.65	0.79
51.0	19.25	9.6	50.33	31.33	9.36	1.26	7.56	8.3	-0.27	0.71	-1.06	0.79
52.0	19.26	9.63	26.0	31.33	9.36	1.26	8.21	8.3	-0.27	0.71	-0.65	0.79
53.0	19.28	9.65	26.0	31.33	9.36	1.27	8.21	8.3	-0.27	0.71	-0.65	0.79
54.0	19.29	9.71	26.0	31.33	9.36	1.27	8.21	8.3	-0.27	0.71	-0.65	0.79
55.0	19.3	9.75	52.0	31.33	9.36	1.27	7.54	8.3	-0.27	0.71	-0.54	0.79
56.0	19.31	9.85	20.0	31.33	9.36	1.27	8.39	8.3	-0.27	0.71	0.89	0.79
57.0	19.33	9.86	20.33	38.0	9.36	1.27	8.59	8.52	-0.27	0.71	0.0	0.83
58.0	19.34	9.87	20.33	38.0	9.35	1.27	8.59	8.52	-0.27	0.71	0.0	0.83
59.0	19.35	9.91	20.67	38.0	9.35	1.27	8.56	8.52	-0.27	0.71	0.25	0.83
60.0	19.37	9.94	20.67	30.33	9.35	1.27	8.56	8.39	-0.27	0.71	0.25	0.58
61.0	19.38	9.96	26.0	38.0	9.35	1.27	8.21	8.52	-0.27	0.71	-0.65	0.83
62.0	19.4	9.96	26.0	38.0	9.35	1.27	8.21	8.52	-0.27	0.71	-0.65	0.83
63.0	19.41	10.0	26.0	38.0	9.35	1.27	8.21	8.52	-0.27	0.71	-0.65	0.83
64.0	19.42	10.05	29.33	38.0	9.34	1.27	8.02	8.52	-0.27	0.71	-0.39	0.83
65.0	19.44	10.05	26.0	38.0	9.34	1.27	8.11	8.52	-0.27	0.71	-1.15	0.83
66.0	19.45	10.07	45.67	38.0	9.34	1.27	7.88	8.52	-0.27	0.71	-0.34	0.83
67.0	19.46	10.07	50.33	38.0	9.34	1.27	7.56	8.52	-0.27	0.71	-1.06	0.83
68.0	19.48	10.14	50.33	38.0	9.34	1.27	7.56	8.52	-0.27	0.71	-1.06	0.83
69.0	19.49	10.16	50.33	38.0	9.34	1.27	7.56	8.52	-0.27	0.71	-1.06	0.83
70.0	19.5	10.17	50.33	38.0	9.34	1.27	7.56	8.52	-0.28	0.71	-1.06	0.83
71.0	19.52	10.18	35.67	38.0	9.33	1.28	8.15	8.52	-0.27	0.71	0.1	0.83
72.0	19.53	10.18	26.67	38.0	9.33	1.27	8.25	8.52	-0.27	0.71	-0.2	0.83
73.0	19.54	10.19	35.67	38.0	9.33	1.27	8.15	8.52	-0.28	0.71	0.1	0.83
74.0	19.56	10.22	45.67	38.0	9.33	1.28	7.88	8.52	-0.28	0.71	-0.34	0.83
75.0	19.57	10.23	50.33	38.0	9.33	1.28	7.56	8.52	-0.27	0.71	-1.06	0.83
76.0	19.58	10.28	45.67	38.0	9.33	1.28	7.88	8.52	-0.27	0.71	-0.34	0.83
77.0	19.6	10.28	52.33	38.0	9.32	1.28	7.71	8.52	-0.28	0.71	-0.43	0.83
78.0	19.61	10.31	26.0	38.0	9.32	1.28	8.21	8.52	-0.28	0.71	-0.65	0.83
79.0	19.63	10.32	26.0	38.0	9.32	1.28	8.21	8.52	-0.28	0.71	-0.65	0.83
80.0	19.64	10.33	36.0	31.33	9.32	1.28	7.58	8.3	-0.28	0.71	-0.94	0.79
81.0	19.65	10.34	26.0	31.33	9.32	1.28	8.21	8.3	-0.28	0.71	-0.65	0.79
82.0	19.67	10.36	26.0	31.33	9.32	1.28	8.21	8.3	-0.28	0.71	-0.65	0.79
83.0	19.68	10.42	26.0	31.33	9.31	1.28	8.21	8.3	-0.28	0.71	-0.65	0.79
84.0	19.7	10.43	57.0	31.33	9.31	1.28	7.52	8.3	-0.28	0.71	-1.3	0.79
85.0	19.71	10.46	29.0	31.33	9.31	1.29	8.32	8.3	-0.28	0.71	-0.91	0.79
86.0	19.72	10.49	26.33	31.33	9.31	1.29	8.38	8.3	-0.28	0.71	-0.54	0.79
87.0	19.74	10.55	26.0	31.33	9.31	1.29	8.21	8.3	-0.28	0.71	-0.65	0.79
88.0	19.75	10.55	27.67	31.33	9.31	1.29	8.05	8.3	-0.28	0.71	-0.91	0.79
89.0	19.76	10.55	25.0	31.33	9.31	1.29	8.27	8.3	-0.28	0.71	-0.72	0.79
90.0	19.78	10.56	37.33	31.33	9.3	1.29	7.99	8.3	-0.28	0.71	-0.16	0.79
91.0	19.79	10.55	37.33	31.33	9.3	1.29	7.99	8.3	-0.28	0.71	-0.16	0.79
92.0	19.81	10.6	34.33	30.33	9.3	1.29	7.74	8.39	-0.28	0.71	-0.68	0.58
93.0	19.82	10.62	32.67	30.67	9.3	1.29	8.04	8.62	-0.28	0.71	-0.74	1.04
94.0	19.83	10.68	32.67	30.67	9.3	1.29	8.04	8.62	-0.28	0.71	-0.74	1.04
95.0	19.85	10.69	29.67	30.67	9.3	1.29	8.36	8.62	-0.28	0.71	-0.36	1.04
96.0	19.86	10.71	55.67	30.67	9.3	1.29	7.29	8.62	-0.28	0.71	-1.02	1.04
97.0	19.88	10.71	26.67	30.67	9.29	1.29	8.25	8.62	-0.28	0.71	-0.2	1.04
98.0	19.89	10.77	27.67	30.67	9.29	1.29	8.09	8.62	-0.28	0.71	-0.63	1.04
99.0	19.9	10.78	32.67	30.67	9.29	1.3	8.04	8.62	-0.28	0.71	-0.74	1.04
100.0	19.92	10.81	27.67	38.0	9.29	1.3	8.09	8.52	-0.28	0.71	-0.63	0.83
101.0	19.93	10.82	28.67	38.0	9.29	1.3	8.2	8.52	-0.28	0.71	0.01	0.83
102.0	19.95	10.82	29.0	37.67	9.29	1.3	8.6	8.35	-0.28	0.71	-0.32	0.8
103.0	19.96	10.82	29.0	37.67	9.29	1.3	8.6	8.35	-0.28	0.71	-0.32	0.8
104.0	19.98	10.83	34.0	37.67	9.28	1.3	7.75	8.35	-0.28	0.71	-1.09	0.8
105.0	19.99	10.86	32.67	37.67	9.28	1.3	8.04	8.35	-0.28	0.71	-0.74	0.8
106.0	20.0	10.86	32.67	37.67	9.28	1.3	8.04	8.35	-0.28	0.71	-0.74	0.8
107.0	20.02	10.89	34.33	37.67	9.28	1.3	7.74	8.35	-0.28	0.71	-0.68	0.8
108.0	20.03	10.94	54.67	37.67	9.28	1.31	7.45	8.35	-0.28	0.71	-0.58	0.8
109.0	20.05	11.03	35.0	37.67	9.28	1.31	8.02	8.35	-0.28	0.71	0.15	0.8
110.0	20.06	11.05	27.0	37.67	9.28	1.31	8.43	8.35	-0.28	0.71	-0.09	0.8
111.0	20.08	11.07	32.67	37.67	9.28	1.31	7.95	8.35	-0.28	0.71	-1.24	0.8
112.0	20.09	11.12	30.0	45.0	9.28	1.31	8.54	8.09	-0.28	0.71	0.75	0.84
113.0	20.1	11.12	35.67	45.0	9.28	1.31	8.15	8.09	-0.28	0.71	0.1	0.84
114.0	20.12	11.13	39.0	45.0	9.27	1.31	7.79	8.09	-0.28	0.71	-0.24	0.84
115.0	20.13	11.15	30.67	45.0	9.27	1.31	8.07	8.09	-0.28	0.71	-0.48	0.84
116.0	20.15	11.16	27.67	45.0	9.27	1.32	8.09	8.09	-0.28	0.71	-0.63	0.84
117.0	20.16	11.18	27.67	45.0	9.27	1.32	8.09	8.09	-0.28	0.71	-0.63	0.84
118.0	20.18	11.22	27.67	45.0	9.27	1.32	8.09	8.09	-0.28	0.71	-0.63	0.84
119.0	20.19	11.22	27.67	45.0	9.27	1.32	8.09	8.09	-0.28	0.71	-0.63	0.84
120.0	20.21	11.23	50.33	45.0	9.26	1.32	7.41	8.09	-0.28	0.71	-1.01	0.84
121.0	20.22	11.29	59.0	28.67	9.26	1.32	7.58	8.32	-0.28	0.71	-0.07	0.94
122.0	20.24	11.28	59.0	28.67	9.26	1.32	7.58	8.32	-0.28	0.71	-0.07	0.94
123.0	20.25	11.29	59.0	28.67	9.26	1.32	7.58	8.32	-0.28	0.71	-0.07	0.94
124.0	20.26	11.29	59.0	28.67	9.26	1.32	7.58	8.32	-0.28	0.71	-0.07	0.94
125.0	20.28	11.3	34.33	28.67	9.26	1.32	7.74	8.32	-0.28	0.71	-0.68	0.94
126.0	20.29	11.3	34.33	28.67	9.25	1.32	7.74	8.32	-0.28	0.71	-0.68	0.94
127.0	20.31	11.3	34.33	28.67	9.25	1.32	7.74	8.32	-0.28	0.71	-0.68	0.94
128.0	20.32	11.32	34.67	28.67	9.25	1.32	7.92	8.32	-0.28	0.71	-0.57	0.94
129.0	20.34	11.32	32.67	28.67	9.25	1.32	8.04	8.32	-0.28	0.71	-0.74	0.94
130.0	20.35	11.34	34.33	28.67	9.24	1.32	7.74	8.32	-0.28	0.71	-0.68	0.94
131.0	20.37	11.36	34.33	28.33	9.24	1.32	7.74	8.76	-0.28	0.71	-0.68	0.98
132.0	20.38	11.38	17.0	31.33	9.24	1.32	9.3	8.3	-0.28	0.71	0.36	0.79
133.0	20.4	11.4	28.33	31.33	9.24	1.32	8.31	8.3	-0.28	0.71	-0.34	0.79
134.0	20.41	11.43	26.67	31.33	9.24	1.32	8.25	8.3	-0.28	0.71	-0.2	0.79
135.0	20.43	11.43	26.67	31.33	9.24	1.32	8.25	8.3	-0.28	0.71	-0.2	0.79
136.0	20.44	11.44	35.67	31.33	9.24	1.32	8.15	8.3	-0.28	0.71	0.1	0.79
137.0	20.46	11.5	50.33	34.67	9.23	1.32	7.41	7.98	-0.28	0.71	-1.01	0.74
138.0	20.47	11.52	27.67	34.67	9.23	1.32	8.09	7.98	-0.28	0.71	-0.63	0.74
139.0	20.49	11.52	27.67	34.67	9.23	1.32	8.09	7.98	-0.28	0.71	-0.63	0.74
140.0	20.5	11.54	32.67	34.67	9.23	1.33	8.04	7.98	-0.28	0.71	-0.74	0.74
141.0	20.52	11.57	26.67	34.67	9.23	1.33	8.25	7.98	-0.28	0.71	-0.2	0.74
142.0	20.53	11.59	27.67	28.33	9.23	1.33	8.09	8.76	-0.28	0.71	-0.63	0.98
143.0	20.55	11.61	32.67	28.33	9.23	1.33	8.04	8.76	-0.29	0.71	-0.74	0.98
144.0	20.56	11.64	30.67	42.67	9.22	1.33	8.07	8.1	-0.29	0.71	-0.48	0.8
145.0	20.58	11.65	34.33	42.67	9.22	1.33	7.74	8.1	-0.29	0.71	-0.68	0.8
146.0	20.59	11.75	32.33	42.67	9.22	1.33	8.65	8.1	-0.29	0.71	-0.29	0.8
147.0	20.61	11.81	50.33	42.67	9.22	1.34	7.5	8.1	-0.29	0.71	-0.5	0.8
148.0	20.62	11.81	32.67	42.67	9.22	1.34	8.04	8.1	-0.29	0.71	-0.74	0.8
149.0	20.64	11.83	32.67	42.67	9.22	1.34	8.04	8.1	-0.29	0.71	-0.74	0.8
150.0	20.65	11.82	32.67	42.67	9.21	1.33	8.04	8.1	-0.29	0.71	-0.74	0.8
151.0	20.67	11.86	29.0	42.67	9.21	1.34	7.56	8.1	-0.29	0.71	-1.2	0.8
152.0	20.68	11.86	26.67	42.67	9.21	1.34	8.25	8.1	-0.29	0.71	-0.2	0.8
153.0	20.7	11.87	26.67	42.67	9.21	1.33	8.25	8.1	-0.29	0.71	-0.2	0.8
154.0	20.71	11.89	26.67	42.67	9.21	1.33	8.16	8.1	-0.29	0.71	-0.7	0.8
155.0	20.73	11.91	50.33	42.67	9.21	1.34	7.5	8.1	-0.29	0.71	-0.5	0.8
156.0	20.74	11.97	25.33	42.67	9.21	1.34	8.65	8.1	-0.29	0.71	0.14	0.8
157.0	20.76	11.99	42.33	42.67	9.2	1.34	7.58	8.1	-0.29	0.71	-0.59	0.8
158.0	20.78	12.0	30.67	42.67	9.2	1.34	8.07	8.1	-0.29	0.71	-0.48	0.8
159.0	20.79	12.01	25.0	42.67	9.2	1.34	8.48	8.1	-0.29	0.71	0.03	0.8
160.0	20.81	12.05	29.33	42.67	9.2	1.34	8.02	8.1	-0.29	0.71	-0.39	0.8
161.0	20.81	12.05	29.33	42.67	9.2	1.34	8.02	8.1	-0.29	0.71	-0.39	0.8
162.0	20.83	12.13	29.33	42.67	9.2	1.34	8.02	8.1	-0.29	0.71	-0.39	0.8
163.0	20.84	12.12	29.33	34.33	9.19	1.34	8.02	8.42	-0.29	0.71	-0.39	0.77
164.0	20.86	12.14	27.67	34.33	9.19	1.34	8.09	8.42	-0.29	0.71	-0.63	0.77
165.0	20.87	12.14	25.67	34.33	9.19	1.34	8.32	8.42	-0.29	0.71	0.0	0.77
166.0	20.89	12.13	25.67	34.33	9.19	1.34	8.32	8.42	-0.29	0.71	0.0	0.77
167.0	20.9	12.14	25.67	34.33	9.19	1.34	8.32	8.42	-0.29	0.71	0.0	0.77
168.0	20.92	12.16	24.67	34.33	9.18	1.34	8.25	8.42	-0.29	0.71	-0.17	0.77
169.0	20.94	12.17	23.67	34.33	9.18	1.34	8.41	8.42	-0.29	0.71	0.26	0.77
170.0	20.95	12.17	25.0	34.33	9.18	1.34	8.02	8.42	-0.29	0.71	0.51	0.77
171.0	20.97	12.19	24.0	34.33	9.18	1.34	7.73	8.42	-0.29	0.71	-0.01	0.77
172.0	20.98	12.19	32.67	34.33	9.18	1.34	8.04	8.42	-0.29	0.71	-0.74	0.77
173.0	21.0	12.19	34.33	34.33	9.17	1.34	7.74	8.42	-0.29	0.71	-0.68	0.77
174.0	21.01	12.19	35.67	32.0	9.17	1.34	8.15	8.43	-0.29	0.71	0.1	0.73
175.0	21.03	12.2	27.67	32.0	9.17	1.34	8.12	8.43	-0.29	0.71	-0.02	0.73
176.0	21.05	12.23	27.67	32.0	9.17	1.35	8.09	8.43	-0.29	0.71	-0.63	0.73
177.0	21.06	12.27	26.67	28.67	9.17	1.35	8.25	8.32	-0.29	0.71	-0.2	0.94
178.0	21.08	12.29	NA	NA	9.17	1.35	NA	NA	-0.29	0.7	NA	NA
179.0	21.09	12.29	24.67	21.0	9.16	1.35	8.41	8.18	-0.29	0.7	0.11	0.69
180.0	21.11	12.31	30.67	21.0	9.16	1.35	8.07	8.18	-0.29	0.7	-0.48	0.69
181.0	21.13	12.32	30.33	21.0	9.16	1.35	8.2	8.18	-0.29	0.7	-0.62	0.69
182.0	21.14	12.37	30.33	21.0	9.16	1.35	8.2	8.18	-0.29	0.7	-0.62	0.69
183.0	21.16	12.38	55.67	21.0	9.16	1.35	7.38	8.18	-0.29	0.7	-0.51	0.69
184.0	21.17	12.38	55.33	21.0	9.16	1.35	7.36	8.18	-0.29	0.7	-1.11	0.69
185.0	21.19	12.44	55.33	21.0	9.16	1.35	7.36	8.18	-0.29	0.7	-1.11	0.69
186.0	21.2	12.5	31.33	21.0	9.15	1.35	7.9	8.18	-0.29	0.7	-0.22	0.69
187.0	21.22	12.55	31.67	20.0	9.15	1.35	8.11	8.39	-0.29	0.7	-0.81	0.89
188.0	21.24	12.55	27.67	34.67	9.15	1.36	8.09	7.98	-0.29	0.7	-0.63	0.74
189.0	21.25	12.57	29.33	34.67	9.15	1.36	8.54	7.98	-0.29	0.7	-1.13	0.74
190.0	21.27	12.59	29.33	34.67	9.15	1.36	8.27	7.98	-0.29	0.7	-0.34	0.74
191.0	21.29	12.6	34.33	34.67	9.15	1.36	7.88	7.98	-0.29	0.7	-1.0	0.74
192.0	21.3	12.63	31.67	34.67	9.15	1.36	8.11	7.98	-0.29	0.7	-0.81	0.74
193.0	21.32	12.69	32.67	21.0	9.14	1.36	8.04	8.18	-0.29	0.7	-0.74	0.69
194.0	21.33	12.69	30.67	21.0	9.14	1.36	7.84	8.18	-0.29	0.7	-1.18	0.69
195.0	21.35	12.71	32.67	21.0	9.14	1.37	8.04	8.18	-0.29	0.7	-0.74	0.69
196.0	21.37	12.75	27.67	21.0	9.14	1.37	8.09	8.18	-0.29	0.7	-0.63	0.69
197.0	21.38	12.75	36.33	21.0	9.14	1.37	7.64	8.18	-0.29	0.7	-0.34	0.69
198.0	21.4	12.84	29.33	21.0	9.14	1.37	8.27	8.18	-0.29	0.7	-0.34	0.69
199.0	21.42	12.84	29.33	21.0	9.14	1.37	8.27	8.18	-0.29	0.7	-0.34	0.69
200.0	21.43	12.95	29.33	21.0	9.14	1.37	8.27	8.18	-0.29	0.7	-0.34	0.69
201.0	21.45	12.99	26.67	21.0	9.13	1.37	8.25	8.18	-0.29	0.7	-0.2	0.69
202.0	21.46	12.99	39.33	21.0	9.13	1.37	7.6	8.18	-0.29	0.7	-1.29	0.69
203.0	21.48	13.0	32.67	21.0	9.13	1.37	7.95	8.18	-0.29	0.7	-1.24	0.69
204.0	21.5	13.01	32.67	21.0	9.13	1.38	7.95	8.18	-0.29	0.7	-1.24	0.69
205.0	21.51	13.05	32.67	21.0	9.13	1.38	7.95	8.18	-0.29	0.7	-1.24	0.69
206.0	21.53	13.05	27.67	21.0	9.12	1.37	8.09	8.18	-0.29	0.7	-0.63	0.69
207.0	21.55	13.04	27.67	21.0	9.12	1.37	8.09	8.18	-0.29	0.7	-0.63	0.69
208.0	21.56	13.05	27.0	18.0	9.12	1.37	8.31	8.65	-0.29	0.7	-0.54	0.87
209.0	21.58	13.07	32.67	18.0	9.12	1.37	8.04	8.65	-0.29	0.7	-0.74	0.87
210.0	21.6	13.1	36.33	18.0	9.12	1.37	7.55	8.65	-0.29	0.7	-0.84	0.87
211.0	21.61	13.1	34.33	18.0	9.11	1.37	7.74	8.65	-0.29	0.7	-0.68	0.87
212.0	21.63	13.15	34.33	18.0	9.11	1.37	7.74	8.65	-0.29	0.7	-0.68	0.87
213.0	21.65	13.16	33.33	18.0	9.11	1.37	7.8	8.65	-0.29	0.7	0.12	0.87
214.0	21.66	13.17	29.33	18.0	9.11	1.37	8.02	8.65	-0.29	0.7	-0.39	0.87
215.0	21.68	13.25	29.33	18.0	9.11	1.38	8.02	8.65	-0.29	0.7	-0.39	0.87
216.0	21.7	13.26	22.67	18.0	9.11	1.38	8.08	8.65	-0.29	0.7	0.13	0.87
217.0	21.71	13.26	26.0	18.0	9.1	1.38	8.3	8.65	-0.29	0.7	-0.26	0.87
218.0	21.73	13.28	45.33	18.0	9.1	1.38	7.63	8.65	-0.29	0.7	-0.62	0.87
219.0	21.75	13.29	45.33	18.0	9.1	1.38	7.63	8.65	-0.29	0.7	-0.62	0.87
220.0	21.76	13.29	32.67	20.33	9.1	1.38	8.04	8.1	-0.29	0.7	-0.74	0.69
221.0	21.78	13.3	32.67	20.33	9.1	1.38	8.04	8.1	-0.29	0.7	-0.74	0.69
222.0	21.8	13.38	32.67	20.33	9.1	1.38	8.04	8.1	-0.29	0.7	-0.74	0.69
223.0	21.82	13.38	32.67	20.33	9.09	1.38	8.04	8.1	-0.29	0.7	-0.74	0.69
224.0	21.83	13.39	27.67	20.33	9.09	1.38	8.09	8.1	-0.29	0.7	-0.63	0.69
225.0	21.85	13.38	27.67	20.33	9.09	1.38	8.09	8.1	-0.29	0.7	-0.63	0.69
226.0	21.87	13.41	27.0	20.33	9.09	1.38	8.43	8.1	-0.29	0.7	-0.09	0.69
227.0	21.88	13.44	NA	NA	9.08	1.38	NA	NA	-0.29	0.7	NA	NA
228.0	21.9	13.44	45.0	44.33	9.08	1.38	7.36	7.4	-0.29	0.7	-1.23	0.73
229.0	21.92	13.44	36.0	44.33	9.08	1.38	7.58	7.4	-0.29	0.7	-0.94	0.73
230.0	21.94	13.48	31.67	44.33	9.08	1.39	8.11	7.4	-0.29	0.7	-0.81	0.73
231.0	21.95	13.48	65.33	44.33	9.08	1.39	6.8	7.4	-0.29	0.7	-0.51	0.73
232.0	21.97	13.5	44.0	44.33	9.07	1.39	7.16	7.4	-0.29	0.7	-0.68	0.73
233.0	21.99	13.52	37.33	44.33	9.07	1.39	7.51	7.4	-0.29	0.7	-0.63	0.73
234.0	22.0	13.51	54.67	44.33	9.07	1.39	6.87	7.4	-0.29	0.7	-0.73	0.73
235.0	22.02	13.57	33.67	44.33	9.07	1.39	7.99	7.4	-0.29	0.7	-0.64	0.73
236.0	22.04	13.59	44.33	44.33	9.07	1.39	7.34	7.4	-0.29	0.7	-0.58	0.73
237.0	22.06	13.61	48.0	44.33	9.07	1.39	7.21	7.4	-0.29	0.7	-0.22	0.73
238.0	22.07	13.61	36.67	44.33	9.06	1.39	7.85	7.4	-0.29	0.7	-0.09	0.73
239.0	22.09	13.62	37.33	44.33	9.06	1.39	7.51	7.4	-0.29	0.7	-0.63	0.73
240.0	22.11	13.65	39.0	44.33	9.06	1.39	7.44	7.4	-0.29	0.7	-0.39	0.73
241.0	22.13	13.67	42.33	44.33	9.06	1.39	7.46	7.4	-0.29	0.7	-0.74	0.73
242.0	22.14	13.67	39.33	46.33	9.06	1.39	7.6	7.79	-0.29	0.7	-1.29	0.61
243.0	22.16	13.7	57.33	46.33	9.06	1.39	7.22	7.79	-0.29	0.7	-0.77	0.61
244.0	22.18	13.7	55.33	46.33	9.05	1.39	7.36	7.79	-0.29	0.7	-1.11	0.61
245.0	22.2	13.71	34.0	46.67	9.05	1.4	8.1	7.49	-0.29	0.7	-0.52	0.72
246.0	22.21	13.72	38.33	46.67	9.05	1.4	7.55	7.49	-0.29	0.7	-0.04	0.72
247.0	22.23	13.74	34.67	46.67	9.05	1.4	8.21	7.49	-0.29	0.7	-0.97	0.72
248.0	22.25	13.74	44.0	46.67	9.05	1.4	7.16	7.49	-0.29	0.7	-0.68	0.72
249.0	22.27	13.77	37.33	50.33	9.05	1.4	7.51	7.54	-0.29	0.7	-0.63	0.98
250.0	22.28	13.79	31.67	50.33	9.04	1.4	7.9	7.54	-0.29	0.7	0.01	0.98
251.0	22.3	13.8	32.0	50.33	9.04	1.4	7.88	7.54	-0.29	0.7	-1.03	0.98
252.0	22.32	13.82	37.33	50.33	9.04	1.4	7.51	7.54	-0.29	0.7	-0.63	0.98
253.0	22.34	13.86	31.67	50.33	9.04	1.41	7.9	7.54	-0.29	0.7	0.01	0.98
254.0	22.35	13.85	50.0	50.33	9.04	1.41	7.31	7.54	-0.29	0.7	-1.33	0.98
255.0	22.37	13.86	56.33	50.33	9.04	1.41	7.39	7.54	-0.29	0.7	-0.43	0.98
256.0	22.39	13.91	50.0	50.33	9.04	1.41	7.1	7.54	-0.29	0.7	-0.51	0.98
