N	F1	F2	F3	F4	F5	AUC1	AUC3	AUC5	AUC10
1425.0	691.0	319.0	204.0	1530.0	797.0	0.6437	0.8073	0.8561	0.8779
1424.0	203.0	159.0	1590.0	691.0	1551.0	0.6394	0.7301	0.8033	0.8797
1423.0	203.0	691.0	159.0	502.0	1523.0	0.6394	0.7703	0.7762	0.8825
1422.0	319.0	203.0	691.0	204.0	797.0	0.6279	0.7712	0.8436	0.8845
1421.0	319.0	204.0	691.0	203.0	613.0	0.6279	0.8073	0.8364	0.8748
1420.0	204.0	502.0	319.0	281.0	691.0	0.6651	0.7778	0.8411	0.8838
1419.0	204.0	319.0	797.0	502.0	286.0	0.6651	0.7901	0.8236	0.9104
1418.0	204.0	1530.0	502.0	286.0	281.0	0.6651	0.7572	0.7931	0.8481
1417.0	204.0	1530.0	502.0	286.0	281.0	0.6651	0.7572	0.7931	0.8481
1416.0	204.0	16.0	691.0	797.0	1540.0	0.6651	0.7728	0.8145	0.8536
1415.0	203.0	691.0	204.0	502.0	797.0	0.6394	0.78	0.8251	0.886
1414.0	204.0	691.0	203.0	502.0	797.0	0.6651	0.78	0.8251	0.8824
1413.0	691.0	204.0	444.0	203.0	898.0	0.6437	0.7744	0.8206	0.8596
1412.0	204.0	281.0	1590.0	691.0	203.0	0.6651	0.7428	0.7945	0.8863
1411.0	691.0	204.0	797.0	281.0	203.0	0.6437	0.8077	0.8166	0.8834
1410.0	204.0	281.0	691.0	1551.0	1530.0	0.6651	0.7856	0.8315	0.8811
1409.0	204.0	203.0	691.0	860.0	16.0	0.6651	0.78	0.8279	0.8723
1408.0	204.0	691.0	281.0	205.0	203.0	0.6651	0.7856	0.7933	0.8202
1407.0	797.0	691.0	205.0	16.0	204.0	0.6178	0.7714	0.8206	0.8572
1406.0	203.0	444.0	797.0	1523.0	281.0	0.6394	0.7486	0.7545	0.8328
1405.0	203.0	444.0	797.0	1523.0	281.0	0.6394	0.7486	0.7545	0.8328
1404.0	203.0	204.0	744.0	1585.0	281.0	0.6394	0.7223	0.7827	0.8702
1403.0	204.0	203.0	691.0	16.0	358.0	0.6651	0.78	0.8197	0.8684
1402.0	204.0	203.0	691.0	16.0	358.0	0.6651	0.78	0.8197	0.8684
1401.0	204.0	691.0	16.0	1530.0	229.0	0.6651	0.7728	0.796	0.8678
1400.0	204.0	797.0	1590.0	691.0	1551.0	0.6651	0.746	0.8147	0.8569
1399.0	797.0	1551.0	502.0	1530.0	204.0	0.6178	0.7636	0.8231	0.8797
1398.0	203.0	691.0	797.0	281.0	502.0	0.6394	0.7953	0.813	0.8788
1397.0	204.0	203.0	281.0	691.0	98.0	0.6651	0.7356	0.8132	0.8829
1396.0	797.0	1530.0	691.0	283.0	16.0	0.6178	0.7651	0.8211	0.8746
1395.0	204.0	691.0	1530.0	797.0	358.0	0.6651	0.7874	0.8378	0.8804
1394.0	204.0	691.0	1551.0	797.0	203.0	0.6651	0.7899	0.8314	0.8705
1393.0	204.0	691.0	553.0	502.0	126.0	0.6651	0.7999	0.8339	0.871
1392.0	691.0	281.0	204.0	16.0	553.0	0.6437	0.7856	0.8276	0.8664
1391.0	204.0	691.0	281.0	203.0	1530.0	0.6651	0.7856	0.829	0.8849
1390.0	691.0	204.0	281.0	98.0	1530.0	0.6437	0.7856	0.8396	0.8791
1389.0	691.0	204.0	281.0	98.0	1530.0	0.6437	0.7856	0.8396	0.8791
1388.0	204.0	281.0	1616.0	1530.0	502.0	0.6651	0.7299	0.7933	0.8403
1387.0	281.0	1530.0	1590.0	204.0	159.0	0.6103	0.7369	0.7901	0.8468
1386.0	281.0	1530.0	1590.0	204.0	159.0	0.6103	0.7369	0.7901	0.8468
1385.0	281.0	1530.0	1590.0	204.0	159.0	0.6103	0.7369	0.7901	0.8468
1384.0	281.0	1530.0	1590.0	204.0	159.0	0.6103	0.7369	0.7901	0.8468
1383.0	691.0	16.0	204.0	203.0	797.0	0.6437	0.7728	0.8353	0.8874
1382.0	691.0	16.0	204.0	203.0	797.0	0.6437	0.7728	0.8353	0.8874
1381.0	691.0	16.0	204.0	203.0	797.0	0.6437	0.7728	0.8353	0.8874
1380.0	691.0	203.0	16.0	98.0	283.0	0.6437	0.7786	0.8369	0.8513
1379.0	691.0	204.0	203.0	98.0	1616.0	0.6437	0.78	0.8024	0.8737
1378.0	204.0	16.0	691.0	690.0	502.0	0.6651	0.7728	0.8184	0.8454
1377.0	204.0	691.0	16.0	502.0	613.0	0.6651	0.7728	0.8355	0.8536
1376.0	691.0	286.0	1018.0	1616.0	1551.0	0.6437	0.7459	0.8064	0.8739
1375.0	204.0	691.0	742.0	203.0	797.0	0.6651	0.8181	0.842	0.8867
1374.0	204.0	691.0	797.0	1590.0	281.0	0.6651	0.8077	0.8066	0.8649
1373.0	204.0	691.0	797.0	1590.0	281.0	0.6651	0.8077	0.8066	0.8649
1372.0	204.0	1530.0	691.0	281.0	1590.0	0.6651	0.7874	0.8211	0.8673
1371.0	204.0	1616.0	281.0	860.0	691.0	0.6651	0.7299	0.8042	0.8856
1370.0	691.0	204.0	281.0	502.0	16.0	0.6437	0.7856	0.8276	0.8639
1369.0	691.0	204.0	281.0	502.0	16.0	0.6437	0.7856	0.8276	0.8639
1368.0	204.0	203.0	691.0	502.0	281.0	0.6651	0.78	0.8075	0.8552
1367.0	204.0	691.0	797.0	203.0	532.0	0.6651	0.8077	0.8226	0.8454
1366.0	691.0	204.0	281.0	1551.0	860.0	0.6437	0.7856	0.8254	0.8985
1365.0	204.0	691.0	203.0	16.0	281.0	0.6651	0.78	0.8238	0.8682
1364.0	691.0	204.0	553.0	281.0	205.0	0.6437	0.7999	0.8114	0.8578
1363.0	204.0	691.0	16.0	283.0	502.0	0.6651	0.7728	0.8344	0.8764
1362.0	204.0	1018.0	1530.0	691.0	281.0	0.6651	0.7703	0.8396	0.8655
1361.0	204.0	691.0	1616.0	1018.0	1530.0	0.6651	0.7689	0.8484	0.8883
1360.0	691.0	204.0	203.0	502.0	860.0	0.6437	0.78	0.8199	0.8779
1359.0	691.0	204.0	203.0	502.0	860.0	0.6437	0.78	0.8199	0.8779
1358.0	691.0	204.0	203.0	502.0	860.0	0.6437	0.78	0.8199	0.8779
1357.0	204.0	98.0	281.0	502.0	691.0	0.6651	0.7561	0.8312	0.8953
1356.0	204.0	797.0	691.0	1616.0	16.0	0.6651	0.8077	0.8328	0.8926
1355.0	204.0	797.0	691.0	1616.0	16.0	0.6651	0.8077	0.8328	0.8926
1354.0	281.0	204.0	797.0	16.0	860.0	0.6103	0.7532	0.8157	0.8737
1353.0	204.0	691.0	1616.0	1590.0	797.0	0.6651	0.7689	0.831	0.871
1352.0	691.0	286.0	203.0	1563.0	898.0	0.6437	0.7656	0.7897	0.8621
1351.0	1625.0	16.0	613.0	1624.0	860.0	0.623	0.7448	0.7888	0.8342
1350.0	691.0	553.0	204.0	1590.0	1018.0	0.6437	0.7999	0.8141	0.8664
1349.0	691.0	286.0	204.0	1625.0	1616.0	0.6437	0.8012	0.7893	0.8484
1348.0	204.0	691.0	502.0	1530.0	797.0	0.6651	0.7832	0.8342	0.8438
1347.0	691.0	502.0	204.0	16.0	281.0	0.6437	0.7832	0.8276	0.889
1346.0	204.0	691.0	502.0	690.0	203.0	0.6651	0.7832	0.8107	0.8592
1345.0	204.0	691.0	281.0	553.0	203.0	0.6651	0.7856	0.8227	0.8675
1344.0	691.0	203.0	658.0	204.0	281.0	0.6437	0.7658	0.8127	0.8745
1343.0	691.0	203.0	658.0	204.0	281.0	0.6437	0.7658	0.8127	0.8745
1342.0	691.0	203.0	658.0	204.0	281.0	0.6437	0.7658	0.8127	0.8745
1341.0	691.0	502.0	281.0	203.0	98.0	0.6437	0.7696	0.7954	0.857
1340.0	797.0	691.0	502.0	179.0	169.0	0.6178	0.7787	0.8305	0.8718
1339.0	28.0	691.0	179.0	16.0	797.0	0.6087	0.7435	0.8156	0.8714
1338.0	691.0	179.0	98.0	204.0	797.0	0.6437	0.7403	0.8481	0.8446
1337.0	204.0	691.0	203.0	613.0	1625.0	0.6651	0.78	0.8105	0.8642
1336.0	691.0	204.0	16.0	203.0	553.0	0.6437	0.7728	0.8204	0.8427
1335.0	204.0	691.0	1530.0	302.0	334.0	0.6651	0.7874	0.8172	0.871
1334.0	204.0	691.0	5.0	286.0	898.0	0.6651	0.7935	0.852	0.8886
1333.0	691.0	204.0	281.0	1590.0	502.0	0.6437	0.7856	0.8154	0.8236
1332.0	204.0	691.0	797.0	613.0	444.0	0.6651	0.8077	0.8254	0.8739
1331.0	691.0	1530.0	204.0	797.0	283.0	0.6437	0.7874	0.8423	0.8973
1330.0	691.0	283.0	502.0	797.0	553.0	0.6437	0.7917	0.8531	0.9003
1329.0	204.0	691.0	553.0	502.0	797.0	0.6651	0.7999	0.849	0.8721
1328.0	204.0	553.0	690.0	502.0	691.0	0.6651	0.7696	0.8281	0.8348
1327.0	204.0	553.0	690.0	691.0	169.0	0.6651	0.7696	0.8398	0.8685
1326.0	204.0	691.0	1590.0	1644.0	743.0	0.6651	0.7705	0.7859	0.8504
1325.0	203.0	1616.0	204.0	1590.0	502.0	0.6394	0.7213	0.7832	0.8249
1324.0	203.0	1616.0	204.0	1590.0	502.0	0.6394	0.7213	0.7832	0.8249
1323.0	16.0	691.0	502.0	203.0	204.0	0.6516	0.7676	0.8244	0.8326
1322.0	203.0	204.0	797.0	179.0	613.0	0.6394	0.752	0.805	0.8565
1321.0	281.0	204.0	691.0	1625.0	203.0	0.6103	0.7856	0.8039	0.8576
1320.0	204.0	1018.0	203.0	1616.0	444.0	0.6651	0.7452	0.7703	0.8276
1319.0	204.0	691.0	613.0	502.0	16.0	0.6651	0.8107	0.8355	0.8477
1318.0	204.0	502.0	203.0	691.0	1590.0	0.6651	0.7446	0.8041	0.842
1317.0	204.0	203.0	797.0	691.0	281.0	0.6651	0.752	0.8166	0.8373
1316.0	204.0	691.0	203.0	126.0	797.0	0.6651	0.78	0.8224	0.8261
1315.0	204.0	203.0	126.0	797.0	860.0	0.6651	0.7315	0.8094	0.8612
1314.0	204.0	203.0	691.0	860.0	16.0	0.6651	0.78	0.8279	0.875
1313.0	204.0	691.0	281.0	860.0	502.0	0.6651	0.7856	0.8199	0.8666
1312.0	204.0	1585.0	691.0	502.0	203.0	0.6651	0.7593	0.7989	0.8324
1311.0	691.0	204.0	613.0	169.0	797.0	0.6437	0.8107	0.8657	0.8761
1310.0	204.0	691.0	613.0	797.0	169.0	0.6651	0.8107	0.8657	0.8897
1309.0	204.0	691.0	613.0	797.0	169.0	0.6651	0.8107	0.8657	0.8897
1308.0	691.0	204.0	797.0	203.0	1644.0	0.6437	0.8077	0.8032	0.8369
1307.0	204.0	203.0	16.0	898.0	502.0	0.6651	0.7478	0.822	0.8976
1306.0	204.0	281.0	203.0	98.0	1272.0	0.6651	0.7356	0.7662	0.8023
1305.0	204.0	281.0	203.0	98.0	1272.0	0.6651	0.7356	0.7662	0.8023
1304.0	204.0	281.0	203.0	742.0	691.0	0.6651	0.7356	0.8333	0.8791
1303.0	691.0	204.0	281.0	169.0	797.0	0.6437	0.7856	0.8292	0.8811
1302.0	691.0	204.0	281.0	169.0	797.0	0.6437	0.7856	0.8292	0.8811
1301.0	691.0	203.0	860.0	204.0	1616.0	0.6437	0.7672	0.7971	0.8815
1300.0	691.0	204.0	203.0	797.0	281.0	0.6437	0.78	0.8166	0.8752
1299.0	204.0	281.0	1585.0	797.0	159.0	0.6651	0.7565	0.8035	0.8033
1298.0	691.0	204.0	16.0	203.0	1590.0	0.6437	0.7728	0.799	0.8463
1297.0	691.0	204.0	16.0	203.0	1590.0	0.6437	0.7728	0.799	0.8463
1296.0	691.0	502.0	1585.0	797.0	1702.0	0.6437	0.7301	0.8075	0.8567
1295.0	691.0	502.0	204.0	553.0	1585.0	0.6437	0.7832	0.8199	0.8705
1294.0	691.0	502.0	204.0	553.0	1585.0	0.6437	0.7832	0.8199	0.8705
1293.0	98.0	169.0	797.0	691.0	860.0	0.6099	0.7198	0.8193	0.8491
1292.0	691.0	281.0	553.0	286.0	1616.0	0.6437	0.7764	0.8021	0.8752
1291.0	691.0	1722.0	203.0	283.0	281.0	0.6437	0.7408	0.7764	0.8479
1290.0	691.0	1722.0	203.0	283.0	281.0	0.6437	0.7408	0.7764	0.8479
1289.0	204.0	203.0	691.0	797.0	5.0	0.6651	0.78	0.8438	0.847
1288.0	204.0	691.0	203.0	281.0	797.0	0.6651	0.78	0.8166	0.8556
1287.0	204.0	691.0	203.0	797.0	169.0	0.6651	0.78	0.8491	0.8653
1286.0	204.0	691.0	203.0	797.0	169.0	0.6651	0.78	0.8491	0.8653
1285.0	204.0	691.0	281.0	553.0	1018.0	0.6651	0.7856	0.838	0.8976
1284.0	204.0	691.0	281.0	553.0	1018.0	0.6651	0.7856	0.838	0.8976
1283.0	691.0	203.0	797.0	204.0	1658.0	0.6437	0.7953	0.8229	0.833
1282.0	691.0	203.0	204.0	797.0	860.0	0.6437	0.78	0.8312	0.8685
1281.0	204.0	1722.0	281.0	1734.0	286.0	0.6651	0.7276	0.7881	0.8556
1280.0	204.0	502.0	16.0	1734.0	797.0	0.6651	0.7701	0.8339	0.8759
1279.0	204.0	203.0	797.0	1734.0	281.0	0.6651	0.752	0.8168	0.87
1278.0	204.0	1734.0	1590.0	690.0	1615.0	0.6651	0.7784	0.792	0.8631
1277.0	204.0	16.0	1734.0	286.0	690.0	0.6651	0.7732	0.8233	0.8786
1276.0	204.0	1734.0	281.0	16.0	126.0	0.6651	0.7719	0.8032	0.8588
1275.0	204.0	1734.0	1722.0	1615.0	16.0	0.6651	0.7619	0.7802	0.8235
1274.0	203.0	16.0	797.0	1734.0	1590.0	0.6394	0.7895	0.8175	0.8669
1273.0	203.0	16.0	1734.0	797.0	220.0	0.6394	0.7809	0.8297	0.8481
1272.0	204.0	1734.0	1540.0	16.0	1722.0	0.6651	0.7608	0.7969	0.8509
1271.0	797.0	1734.0	203.0	1590.0	16.0	0.6178	0.792	0.8175	0.8177
1270.0	204.0	281.0	1734.0	1616.0	1563.0	0.6651	0.7719	0.8247	0.8777
1269.0	502.0	204.0	1734.0	1590.0	205.0	0.6422	0.7674	0.7927	0.7904
1268.0	204.0	1734.0	203.0	1616.0	797.0	0.6651	0.7699	0.8231	0.8852
1267.0	204.0	16.0	203.0	860.0	1615.0	0.6651	0.7478	0.7926	0.852
1266.0	204.0	1590.0	502.0	281.0	613.0	0.6651	0.7597	0.8001	0.8603
1265.0	204.0	203.0	1616.0	281.0	502.0	0.6651	0.7213	0.7748	0.8526
1264.0	204.0	1734.0	1018.0	126.0	16.0	0.6651	0.776	0.8073	0.8596
1263.0	797.0	16.0	1734.0	286.0	202.0	0.6178	0.7852	0.8191	0.8594
1262.0	204.0	444.0	203.0	286.0	281.0	0.6651	0.731	0.7737	0.8175
1261.0	204.0	16.0	1734.0	1722.0	690.0	0.6651	0.7732	0.808	0.8542
1260.0	204.0	1734.0	281.0	1722.0	553.0	0.6651	0.7719	0.7969	0.8247
1259.0	281.0	797.0	1734.0	502.0	1616.0	0.6103	0.7356	0.8226	0.8339
1258.0	204.0	281.0	358.0	286.0	1757.0	0.6651	0.7577	0.7989	0.8628
1257.0	204.0	1734.0	281.0	1615.0	1616.0	0.6651	0.7719	0.8069	0.8684
1256.0	797.0	1734.0	281.0	203.0	1616.0	0.6178	0.7356	0.8129	0.8768
1255.0	1722.0	203.0	204.0	797.0	281.0	0.6227	0.7265	0.7633	0.8371
1254.0	1590.0	203.0	181.0	1734.0	204.0	0.6536	0.7218	0.8015	0.826
1253.0	281.0	1734.0	1722.0	204.0	283.0	0.6103	0.7258	0.7933	0.8619
1252.0	204.0	690.0	203.0	1590.0	613.0	0.6651	0.7423	0.7678	0.8628
1251.0	204.0	690.0	203.0	1590.0	613.0	0.6651	0.7423	0.7678	0.8628
1250.0	204.0	1734.0	1702.0	658.0	797.0	0.6651	0.7771	0.82	0.8739
1249.0	204.0	1563.0	98.0	1722.0	1734.0	0.6651	0.6999	0.7895	0.8328
1248.0	204.0	203.0	1734.0	286.0	1616.0	0.6651	0.7699	0.7915	0.857
1247.0	204.0	1734.0	203.0	286.0	797.0	0.6651	0.7699	0.8224	0.8506
1246.0	204.0	1734.0	203.0	286.0	797.0	0.6651	0.7699	0.8224	0.8506
1245.0	204.0	1616.0	797.0	1722.0	1734.0	0.6651	0.7466	0.7962	0.8267
1244.0	204.0	860.0	797.0	1590.0	593.0	0.6651	0.769	0.794	0.8477
1243.0	204.0	1590.0	797.0	181.0	1616.0	0.6651	0.746	0.801	0.8265
1242.0	204.0	281.0	797.0	203.0	1734.0	0.6651	0.7532	0.8168	0.8732
1241.0	204.0	281.0	203.0	286.0	1734.0	0.6651	0.7356	0.8098	0.8497
1240.0	204.0	1734.0	203.0	286.0	797.0	0.6651	0.7699	0.8224	0.866
1239.0	1722.0	1734.0	204.0	281.0	860.0	0.6227	0.7619	0.7951	0.8233
1238.0	204.0	1772.0	1616.0	203.0	797.0	0.6651	0.7328	0.789	0.8554
1237.0	204.0	1734.0	1722.0	797.0	1563.0	0.6651	0.7619	0.8028	0.8362
1236.0	204.0	1734.0	281.0	169.0	98.0	0.6651	0.7719	0.8281	0.8391
1235.0	204.0	281.0	1734.0	203.0	1616.0	0.6651	0.7719	0.799	0.8522
1234.0	1734.0	204.0	797.0	169.0	281.0	0.6491	0.7947	0.8231	0.8527
1233.0	204.0	797.0	169.0	281.0	1722.0	0.6651	0.7701	0.7615	0.8621
1232.0	1644.0	1759.0	1734.0	1772.0	181.0	0.5702	0.729	0.7714	0.8382
1231.0	204.0	1734.0	281.0	690.0	860.0	0.6651	0.7719	0.8181	0.877
1230.0	204.0	281.0	1734.0	1772.0	283.0	0.6651	0.7719	0.8254	0.8651
1229.0	1722.0	1734.0	204.0	169.0	1018.0	0.6227	0.7619	0.8105	0.8378
1228.0	204.0	797.0	690.0	1772.0	1734.0	0.6651	0.7699	0.8231	0.8741
1227.0	204.0	797.0	690.0	1772.0	1734.0	0.6651	0.7699	0.8231	0.8741
1226.0	204.0	444.0	553.0	1563.0	440.0	0.6651	0.7416	0.7504	0.8495
1225.0	204.0	1772.0	203.0	1722.0	690.0	0.6651	0.739	0.7593	0.8348
1224.0	1734.0	204.0	281.0	159.0	613.0	0.6491	0.7719	0.8369	0.8346
1223.0	204.0	281.0	1734.0	5.0	1540.0	0.6651	0.7719	0.8134	0.8256
1222.0	204.0	281.0	1734.0	5.0	1540.0	0.6651	0.7719	0.8134	0.8256
1221.0	204.0	281.0	1018.0	1734.0	744.0	0.6651	0.7777	0.8046	0.8299
1220.0	204.0	1722.0	203.0	742.0	797.0	0.6651	0.7265	0.7793	0.8452
1219.0	204.0	1722.0	203.0	742.0	797.0	0.6651	0.7265	0.7793	0.8452
1218.0	204.0	1722.0	203.0	742.0	797.0	0.6651	0.7265	0.7793	0.8452
1217.0	204.0	1734.0	203.0	742.0	553.0	0.6651	0.7699	0.8482	0.8757
1216.0	797.0	204.0	1734.0	281.0	1772.0	0.6178	0.7947	0.8222	0.8664
1215.0	1734.0	204.0	797.0	181.0	281.0	0.6491	0.7947	0.8161	0.8667
1214.0	1734.0	204.0	797.0	1722.0	181.0	0.6491	0.7947	0.8102	0.796
1213.0	1722.0	797.0	1734.0	860.0	204.0	0.6227	0.7496	0.8098	0.8136
1212.0	204.0	797.0	1734.0	1018.0	1759.0	0.6651	0.7947	0.8168	0.8721
1211.0	1734.0	204.0	1759.0	797.0	860.0	0.6491	0.7669	0.8233	0.8601
1210.0	1734.0	203.0	281.0	204.0	1722.0	0.6491	0.7662	0.7918	0.8285
1209.0	1734.0	203.0	204.0	281.0	797.0	0.6491	0.7699	0.8168	0.84
1208.0	204.0	860.0	797.0	1734.0	98.0	0.6651	0.769	0.8592	0.8581
1207.0	281.0	1734.0	203.0	204.0	1759.0	0.6103	0.7662	0.7926	0.8457
1206.0	203.0	126.0	1590.0	204.0	1752.0	0.6394	0.7119	0.7527	0.8328
1205.0	797.0	1734.0	203.0	281.0	169.0	0.6178	0.792	0.8211	0.8579
1204.0	203.0	204.0	1734.0	281.0	1810.0	0.6394	0.7699	0.7601	0.8332
1203.0	1734.0	204.0	126.0	553.0	1722.0	0.6491	0.7626	0.7922	0.8452
