N	F1	F2	F3	F4	F5	AUC1	AUC3	AUC5	AUC10
1458.0	691.0	1530.0	181.0	71.0	286.0	0.6437	0.7482	0.7762	0.7624
1457.0	691.0	1530.0	181.0	71.0	286.0	0.6437	0.7482	0.7762	0.7624
1456.0	691.0	1530.0	181.0	71.0	286.0	0.6437	0.7482	0.7762	0.7624
1455.0	691.0	1530.0	181.0	71.0	286.0	0.6437	0.7482	0.7762	0.7624
1454.0	691.0	1530.0	181.0	71.0	286.0	0.6437	0.7482	0.7762	0.7624
1453.0	691.0	1530.0	181.0	71.0	286.0	0.6437	0.7482	0.7762	0.7624
1452.0	691.0	1530.0	181.0	71.0	286.0	0.6437	0.7482	0.7762	0.7624
1451.0	691.0	71.0	1530.0	181.0	286.0	0.6437	0.7177	0.7762	0.8493
1450.0	691.0	71.0	1530.0	181.0	286.0	0.6437	0.7177	0.7762	0.8493
1449.0	691.0	71.0	1530.0	181.0	286.0	0.6437	0.7177	0.7762	0.8493
1448.0	691.0	71.0	181.0	658.0	1530.0	0.6437	0.7152	0.7656	0.7983
1447.0	691.0	71.0	1530.0	286.0	5.0	0.6437	0.7177	0.7654	0.8342
1446.0	691.0	71.0	1530.0	286.0	5.0	0.6437	0.7177	0.7654	0.8342
1445.0	691.0	71.0	1530.0	286.0	5.0	0.6437	0.7177	0.7654	0.8342
1444.0	691.0	71.0	1530.0	286.0	5.0	0.6437	0.7177	0.7654	0.8342
1443.0	691.0	71.0	1530.0	286.0	5.0	0.6437	0.7177	0.7654	0.8342
1442.0	691.0	71.0	1530.0	286.0	5.0	0.6437	0.7177	0.7654	0.8342
1441.0	691.0	1530.0	71.0	286.0	169.0	0.6437	0.7177	0.7746	0.792
1440.0	691.0	1530.0	71.0	286.0	169.0	0.6437	0.7177	0.7746	0.792
1439.0	691.0	1530.0	71.0	286.0	169.0	0.6437	0.7177	0.7746	0.792
1438.0	691.0	1530.0	71.0	286.0	169.0	0.6437	0.7177	0.7746	0.792
1437.0	691.0	1530.0	71.0	286.0	169.0	0.6437	0.7177	0.7746	0.792
1436.0	691.0	1530.0	71.0	286.0	169.0	0.6437	0.7177	0.7746	0.792
1435.0	691.0	1530.0	71.0	286.0	169.0	0.6437	0.7177	0.7746	0.792
1434.0	691.0	1530.0	71.0	286.0	169.0	0.6437	0.7177	0.7746	0.792
1433.0	691.0	1530.0	71.0	286.0	169.0	0.6437	0.7177	0.7746	0.792
1432.0	691.0	1530.0	71.0	286.0	169.0	0.6437	0.7177	0.7746	0.792
1431.0	691.0	1530.0	71.0	286.0	169.0	0.6437	0.7177	0.7746	0.792
1430.0	691.0	1530.0	71.0	286.0	169.0	0.6437	0.7177	0.7746	0.792
1429.0	691.0	1530.0	71.0	286.0	169.0	0.6437	0.7177	0.7746	0.792
1428.0	691.0	181.0	1530.0	286.0	71.0	0.6437	0.7482	0.7762	0.7951
1427.0	691.0	181.0	1530.0	286.0	71.0	0.6437	0.7482	0.7762	0.7951
1426.0	691.0	181.0	1530.0	286.0	71.0	0.6437	0.7482	0.7762	0.7951
1425.0	691.0	181.0	1530.0	286.0	71.0	0.6437	0.7482	0.7762	0.7951
1424.0	691.0	181.0	1530.0	286.0	71.0	0.6437	0.7482	0.7762	0.7951
1423.0	691.0	181.0	1530.0	286.0	71.0	0.6437	0.7482	0.7762	0.7951
1422.0	691.0	181.0	1530.0	286.0	71.0	0.6437	0.7482	0.7762	0.7951
1421.0	691.0	181.0	1530.0	286.0	71.0	0.6437	0.7482	0.7762	0.7951
1420.0	691.0	181.0	1530.0	286.0	71.0	0.6437	0.7482	0.7762	0.7951
1419.0	691.0	181.0	1530.0	286.0	71.0	0.6437	0.7482	0.7762	0.7951
1418.0	691.0	181.0	1530.0	286.0	71.0	0.6437	0.7482	0.7762	0.7951
1417.0	691.0	181.0	1530.0	286.0	71.0	0.6437	0.7482	0.7762	0.7951
1416.0	691.0	181.0	71.0	286.0	1530.0	0.6437	0.7152	0.7762	0.8042
1415.0	691.0	1530.0	532.0	658.0	181.0	0.6437	0.7236	0.7766	0.8256
1414.0	691.0	1530.0	532.0	658.0	181.0	0.6437	0.7236	0.7766	0.8256
1413.0	691.0	1530.0	532.0	658.0	181.0	0.6437	0.7236	0.7766	0.8256
1412.0	691.0	1530.0	532.0	658.0	181.0	0.6437	0.7236	0.7766	0.8256
1411.0	691.0	1530.0	532.0	658.0	181.0	0.6437	0.7236	0.7766	0.8256
1410.0	691.0	1530.0	532.0	658.0	181.0	0.6437	0.7236	0.7766	0.8256
1409.0	691.0	1530.0	532.0	658.0	181.0	0.6437	0.7236	0.7766	0.8256
1408.0	691.0	1530.0	71.0	181.0	658.0	0.6437	0.7177	0.7656	0.7893
1407.0	691.0	1530.0	71.0	181.0	658.0	0.6437	0.7177	0.7656	0.7893
1406.0	691.0	1530.0	653.0	71.0	181.0	0.6437	0.6791	0.718	0.7674
1405.0	691.0	1530.0	653.0	71.0	181.0	0.6437	0.6791	0.718	0.7674
1404.0	691.0	1530.0	653.0	71.0	181.0	0.6437	0.6791	0.718	0.7674
1403.0	691.0	1530.0	653.0	71.0	181.0	0.6437	0.6791	0.718	0.7674
1402.0	691.0	1530.0	653.0	71.0	181.0	0.6437	0.6791	0.718	0.7674
1401.0	691.0	1530.0	653.0	71.0	181.0	0.6437	0.6791	0.718	0.7674
1400.0	691.0	1530.0	653.0	71.0	181.0	0.6437	0.6791	0.718	0.7674
1399.0	691.0	1530.0	653.0	71.0	181.0	0.6437	0.6791	0.718	0.7674
1398.0	691.0	1530.0	653.0	71.0	181.0	0.6437	0.6791	0.718	0.7674
1397.0	691.0	1530.0	653.0	71.0	181.0	0.6437	0.6791	0.718	0.7674
1396.0	691.0	1619.0	1530.0	184.0	1587.0	0.6437	0.7062	0.7006	0.7628
1395.0	691.0	1619.0	1530.0	184.0	1587.0	0.6437	0.7062	0.7006	0.7628
1394.0	691.0	1619.0	1530.0	184.0	1587.0	0.6437	0.7062	0.7006	0.7628
1393.0	691.0	1619.0	1530.0	184.0	1587.0	0.6437	0.7062	0.7006	0.7628
1392.0	691.0	1619.0	1530.0	184.0	1587.0	0.6437	0.7062	0.7006	0.7628
1391.0	691.0	1619.0	1530.0	184.0	1587.0	0.6437	0.7062	0.7006	0.7628
1390.0	691.0	1619.0	1530.0	184.0	1587.0	0.6437	0.7062	0.7006	0.7628
1389.0	691.0	1619.0	1530.0	184.0	1587.0	0.6437	0.7062	0.7006	0.7628
1388.0	691.0	1619.0	1530.0	184.0	1587.0	0.6437	0.7062	0.7006	0.7628
1387.0	691.0	1530.0	184.0	179.0	286.0	0.6437	0.7412	0.7847	0.789
1386.0	691.0	1530.0	184.0	179.0	286.0	0.6437	0.7412	0.7847	0.789
1385.0	691.0	1530.0	184.0	179.0	286.0	0.6437	0.7412	0.7847	0.789
1384.0	691.0	1530.0	184.0	179.0	286.0	0.6437	0.7412	0.7847	0.789
1383.0	691.0	1530.0	184.0	179.0	286.0	0.6437	0.7412	0.7847	0.789
1382.0	691.0	1530.0	184.0	179.0	286.0	0.6437	0.7412	0.7847	0.789
1381.0	691.0	1530.0	184.0	179.0	286.0	0.6437	0.7412	0.7847	0.789
1380.0	691.0	1530.0	184.0	179.0	286.0	0.6437	0.7412	0.7847	0.789
1379.0	691.0	1530.0	184.0	169.0	1619.0	0.6437	0.7412	0.7593	0.8069
1378.0	691.0	1530.0	184.0	169.0	1619.0	0.6437	0.7412	0.7593	0.8069
1377.0	691.0	286.0	1530.0	181.0	658.0	0.6437	0.746	0.7933	0.7751
1376.0	691.0	181.0	1530.0	1545.0	286.0	0.6437	0.7482	0.785	0.7809
1375.0	691.0	1530.0	181.0	1599.0	286.0	0.6437	0.7482	0.7279	0.7796
1374.0	691.0	1530.0	181.0	1599.0	286.0	0.6437	0.7482	0.7279	0.7796
1373.0	691.0	1530.0	181.0	1599.0	286.0	0.6437	0.7482	0.7279	0.7796
1372.0	691.0	1530.0	181.0	1599.0	286.0	0.6437	0.7482	0.7279	0.7796
1371.0	691.0	1619.0	184.0	1530.0	1640.0	0.6437	0.6871	0.7313	0.8044
1370.0	691.0	1619.0	184.0	1530.0	1640.0	0.6437	0.6871	0.7313	0.8044
1369.0	691.0	1619.0	184.0	1530.0	1640.0	0.6437	0.6871	0.7313	0.8044
1368.0	691.0	1619.0	184.0	1530.0	1640.0	0.6437	0.6871	0.7313	0.8044
1367.0	691.0	1619.0	184.0	1530.0	1640.0	0.6437	0.6871	0.7313	0.8044
1366.0	691.0	1530.0	286.0	1619.0	184.0	0.6437	0.746	0.7469	0.7784
1365.0	691.0	1530.0	286.0	1619.0	184.0	0.6437	0.746	0.7469	0.7784
1364.0	691.0	1530.0	1545.0	167.0	179.0	0.6437	0.7328	0.7707	0.7999
1363.0	691.0	1530.0	1545.0	167.0	179.0	0.6437	0.7328	0.7707	0.7999
1362.0	691.0	1530.0	1545.0	167.0	179.0	0.6437	0.7328	0.7707	0.7999
1361.0	691.0	1530.0	1545.0	167.0	179.0	0.6437	0.7328	0.7707	0.7999
1360.0	691.0	1530.0	1545.0	167.0	179.0	0.6437	0.7328	0.7707	0.7999
1359.0	691.0	1530.0	1545.0	167.0	179.0	0.6437	0.7328	0.7707	0.7999
1358.0	691.0	1530.0	1545.0	167.0	179.0	0.6437	0.7328	0.7707	0.7999
1357.0	691.0	1530.0	1545.0	167.0	179.0	0.6437	0.7328	0.7707	0.7999
1356.0	691.0	1530.0	1545.0	167.0	179.0	0.6437	0.7328	0.7707	0.7999
1355.0	691.0	1530.0	1545.0	167.0	179.0	0.6437	0.7328	0.7707	0.7999
1354.0	691.0	1530.0	1545.0	167.0	179.0	0.6437	0.7328	0.7707	0.7999
1353.0	691.0	1530.0	1545.0	167.0	179.0	0.6437	0.7328	0.7707	0.7999
1352.0	691.0	1530.0	1545.0	167.0	179.0	0.6437	0.7328	0.7707	0.7999
1351.0	691.0	1530.0	1545.0	167.0	179.0	0.6437	0.7328	0.7707	0.7999
1350.0	691.0	1530.0	1545.0	167.0	179.0	0.6437	0.7328	0.7707	0.7999
1349.0	691.0	1530.0	1545.0	167.0	179.0	0.6437	0.7328	0.7707	0.7999
1348.0	691.0	1530.0	1545.0	167.0	179.0	0.6437	0.7328	0.7707	0.7999
1347.0	691.0	1530.0	1545.0	167.0	179.0	0.6437	0.7328	0.7707	0.7999
1346.0	691.0	1619.0	286.0	181.0	1640.0	0.6437	0.6848	0.7263	0.7644
1345.0	691.0	1619.0	286.0	181.0	1640.0	0.6437	0.6848	0.7263	0.7644
1344.0	691.0	1619.0	286.0	181.0	1640.0	0.6437	0.6848	0.7263	0.7644
1343.0	691.0	1619.0	286.0	181.0	1640.0	0.6437	0.6848	0.7263	0.7644
1342.0	691.0	1619.0	286.0	181.0	1640.0	0.6437	0.6848	0.7263	0.7644
1341.0	691.0	1619.0	286.0	181.0	1640.0	0.6437	0.6848	0.7263	0.7644
1340.0	691.0	1619.0	286.0	181.0	1640.0	0.6437	0.6848	0.7263	0.7644
1339.0	691.0	1619.0	286.0	181.0	1640.0	0.6437	0.6848	0.7263	0.7644
1338.0	691.0	1619.0	286.0	181.0	1640.0	0.6437	0.6848	0.7263	0.7644
1337.0	691.0	1619.0	286.0	181.0	1640.0	0.6437	0.6848	0.7263	0.7644
1336.0	691.0	1619.0	286.0	181.0	1640.0	0.6437	0.6848	0.7263	0.7644
1335.0	691.0	286.0	1545.0	1530.0	1619.0	0.6437	0.7349	0.7478	0.8154
1334.0	691.0	286.0	1545.0	1530.0	1619.0	0.6437	0.7349	0.7478	0.8154
1333.0	691.0	286.0	1545.0	1530.0	1619.0	0.6437	0.7349	0.7478	0.8154
1332.0	691.0	184.0	1530.0	181.0	653.0	0.6437	0.7412	0.7355	0.7856
1331.0	691.0	184.0	1530.0	181.0	653.0	0.6437	0.7412	0.7355	0.7856
1330.0	691.0	184.0	181.0	1619.0	167.0	0.6437	0.745	0.7651	0.7904
1329.0	691.0	184.0	181.0	1619.0	167.0	0.6437	0.745	0.7651	0.7904
1328.0	691.0	184.0	181.0	1619.0	167.0	0.6437	0.745	0.7651	0.7904
1327.0	691.0	184.0	181.0	1619.0	167.0	0.6437	0.745	0.7651	0.7904
1326.0	691.0	184.0	181.0	1619.0	167.0	0.6437	0.745	0.7651	0.7904
1325.0	691.0	184.0	181.0	1619.0	167.0	0.6437	0.745	0.7651	0.7904
1324.0	691.0	184.0	181.0	1619.0	167.0	0.6437	0.745	0.7651	0.7904
1323.0	691.0	184.0	181.0	1619.0	167.0	0.6437	0.745	0.7651	0.7904
1322.0	691.0	169.0	184.0	181.0	179.0	0.6437	0.7683	0.7827	0.7583
1321.0	691.0	1619.0	184.0	181.0	1693.0	0.6437	0.6871	0.7071	0.7672
1320.0	691.0	1619.0	184.0	181.0	1693.0	0.6437	0.6871	0.7071	0.7672
1319.0	691.0	1619.0	184.0	181.0	1693.0	0.6437	0.6871	0.7071	0.7672
1318.0	691.0	1619.0	184.0	181.0	1693.0	0.6437	0.6871	0.7071	0.7672
1317.0	691.0	1619.0	184.0	181.0	1693.0	0.6437	0.6871	0.7071	0.7672
1316.0	691.0	181.0	184.0	286.0	532.0	0.6437	0.745	0.8168	0.7902
1315.0	691.0	181.0	184.0	286.0	532.0	0.6437	0.745	0.8168	0.7902
1314.0	691.0	181.0	184.0	286.0	532.0	0.6437	0.745	0.8168	0.7902
1313.0	691.0	181.0	184.0	286.0	532.0	0.6437	0.745	0.8168	0.7902
1312.0	691.0	181.0	184.0	286.0	532.0	0.6437	0.745	0.8168	0.7902
1311.0	691.0	181.0	184.0	286.0	532.0	0.6437	0.745	0.8168	0.7902
1310.0	691.0	181.0	184.0	286.0	532.0	0.6437	0.745	0.8168	0.7902
1309.0	691.0	181.0	184.0	286.0	532.0	0.6437	0.745	0.8168	0.7902
1308.0	691.0	181.0	184.0	286.0	532.0	0.6437	0.745	0.8168	0.7902
1307.0	691.0	181.0	184.0	286.0	532.0	0.6437	0.745	0.8168	0.7902
1306.0	691.0	181.0	184.0	286.0	532.0	0.6437	0.745	0.8168	0.7902
1305.0	691.0	181.0	184.0	286.0	532.0	0.6437	0.745	0.8168	0.7902
1304.0	691.0	181.0	184.0	286.0	532.0	0.6437	0.745	0.8168	0.7902
1303.0	691.0	181.0	184.0	286.0	532.0	0.6437	0.745	0.8168	0.7902
1302.0	691.0	181.0	184.0	286.0	532.0	0.6437	0.745	0.8168	0.7902
1301.0	691.0	286.0	184.0	658.0	1619.0	0.6437	0.7703	0.7459	0.7452
1300.0	691.0	286.0	184.0	658.0	1619.0	0.6437	0.7703	0.7459	0.7452
1299.0	691.0	286.0	184.0	658.0	1619.0	0.6437	0.7703	0.7459	0.7452
1298.0	691.0	286.0	184.0	658.0	1619.0	0.6437	0.7703	0.7459	0.7452
1297.0	691.0	286.0	184.0	658.0	1619.0	0.6437	0.7703	0.7459	0.7452
1296.0	691.0	286.0	184.0	658.0	1619.0	0.6437	0.7703	0.7459	0.7452
1295.0	691.0	286.0	184.0	658.0	1619.0	0.6437	0.7703	0.7459	0.7452
1294.0	691.0	286.0	184.0	658.0	1619.0	0.6437	0.7703	0.7459	0.7452
1293.0	691.0	286.0	184.0	658.0	1619.0	0.6437	0.7703	0.7459	0.7452
1292.0	691.0	286.0	184.0	658.0	1619.0	0.6437	0.7703	0.7459	0.7452
1291.0	691.0	286.0	184.0	658.0	1619.0	0.6437	0.7703	0.7459	0.7452
1290.0	691.0	286.0	184.0	658.0	1619.0	0.6437	0.7703	0.7459	0.7452
1289.0	691.0	184.0	179.0	1619.0	181.0	0.6437	0.762	0.7464	0.7482
1288.0	691.0	184.0	179.0	1619.0	181.0	0.6437	0.762	0.7464	0.7482
1287.0	691.0	184.0	179.0	1619.0	181.0	0.6437	0.762	0.7464	0.7482
1286.0	691.0	184.0	179.0	1619.0	181.0	0.6437	0.762	0.7464	0.7482
1285.0	691.0	184.0	179.0	1619.0	181.0	0.6437	0.762	0.7464	0.7482
1284.0	691.0	184.0	179.0	1619.0	181.0	0.6437	0.762	0.7464	0.7482
1283.0	691.0	184.0	179.0	1619.0	181.0	0.6437	0.762	0.7464	0.7482
1282.0	691.0	184.0	179.0	1619.0	181.0	0.6437	0.762	0.7464	0.7482
1281.0	1734.0	184.0	1619.0	286.0	179.0	0.6491	0.6979	0.7448	0.7491
1280.0	1734.0	184.0	1619.0	286.0	179.0	0.6491	0.6979	0.7448	0.7491
1279.0	1734.0	184.0	1619.0	286.0	179.0	0.6491	0.6979	0.7448	0.7491
1278.0	1734.0	184.0	1619.0	286.0	179.0	0.6491	0.6979	0.7448	0.7491
1277.0	1734.0	184.0	1619.0	286.0	179.0	0.6491	0.6979	0.7448	0.7491
1276.0	1734.0	184.0	1619.0	286.0	179.0	0.6491	0.6979	0.7448	0.7491
1275.0	1734.0	184.0	1619.0	286.0	179.0	0.6491	0.6979	0.7448	0.7491
1274.0	1734.0	184.0	1619.0	286.0	179.0	0.6491	0.6979	0.7448	0.7491
1273.0	1734.0	184.0	1619.0	286.0	179.0	0.6491	0.6979	0.7448	0.7491
1272.0	1734.0	184.0	1619.0	286.0	179.0	0.6491	0.6979	0.7448	0.7491
1271.0	1734.0	184.0	1619.0	286.0	179.0	0.6491	0.6979	0.7448	0.7491
1270.0	1734.0	184.0	1619.0	286.0	179.0	0.6491	0.6979	0.7448	0.7491
1269.0	1734.0	184.0	1619.0	286.0	179.0	0.6491	0.6979	0.7448	0.7491
1268.0	1734.0	184.0	1619.0	286.0	179.0	0.6491	0.6979	0.7448	0.7491
1267.0	1734.0	85.0	1619.0	184.0	1693.0	0.6491	0.7112	0.7225	0.724
1266.0	1734.0	85.0	1619.0	184.0	1693.0	0.6491	0.7112	0.7225	0.724
1265.0	1734.0	85.0	1619.0	184.0	1693.0	0.6491	0.7112	0.7225	0.724
1264.0	1734.0	1619.0	5.0	1587.0	739.0	0.6491	0.6965	0.7188	0.7572
1263.0	1734.0	1619.0	5.0	1587.0	739.0	0.6491	0.6965	0.7188	0.7572
1262.0	1734.0	1619.0	5.0	1587.0	739.0	0.6491	0.6965	0.7188	0.7572
1261.0	1734.0	1619.0	5.0	1587.0	739.0	0.6491	0.6965	0.7188	0.7572
1260.0	1734.0	532.0	1693.0	169.0	1545.0	0.6491	0.702	0.741	0.7175
1259.0	1734.0	532.0	1693.0	169.0	1545.0	0.6491	0.702	0.741	0.7175
1258.0	1734.0	532.0	1693.0	169.0	1545.0	0.6491	0.702	0.741	0.7175
1257.0	1734.0	532.0	1693.0	169.0	1545.0	0.6491	0.702	0.741	0.7175
1256.0	1734.0	532.0	1693.0	169.0	1545.0	0.6491	0.702	0.741	0.7175
1255.0	1734.0	532.0	1693.0	169.0	1545.0	0.6491	0.702	0.741	0.7175
1254.0	1734.0	532.0	1693.0	169.0	1545.0	0.6491	0.702	0.741	0.7175
1253.0	1734.0	532.0	1693.0	169.0	1545.0	0.6491	0.702	0.741	0.7175
1252.0	1734.0	532.0	1693.0	169.0	1545.0	0.6491	0.702	0.741	0.7175
1251.0	1734.0	532.0	1693.0	169.0	1545.0	0.6491	0.702	0.741	0.7175
1250.0	1734.0	532.0	1693.0	169.0	1545.0	0.6491	0.702	0.741	0.7175
1249.0	1734.0	532.0	1693.0	169.0	1545.0	0.6491	0.702	0.741	0.7175
1248.0	1734.0	532.0	1693.0	169.0	1545.0	0.6491	0.702	0.741	0.7175
1247.0	1734.0	532.0	1693.0	169.0	1545.0	0.6491	0.702	0.741	0.7175
1246.0	1734.0	532.0	1693.0	169.0	1545.0	0.6491	0.702	0.741	0.7175
1245.0	1734.0	532.0	1693.0	169.0	1545.0	0.6491	0.702	0.741	0.7175
1244.0	1734.0	532.0	1693.0	169.0	1545.0	0.6491	0.702	0.741	0.7175
1243.0	1734.0	532.0	1693.0	169.0	1545.0	0.6491	0.702	0.741	0.7175
1242.0	1734.0	532.0	1693.0	169.0	1545.0	0.6491	0.702	0.741	0.7175
1241.0	1734.0	532.0	1693.0	169.0	1545.0	0.6491	0.702	0.741	0.7175
1240.0	1734.0	532.0	1693.0	169.0	1545.0	0.6491	0.702	0.741	0.7175
1239.0	1734.0	532.0	1693.0	169.0	1545.0	0.6491	0.702	0.741	0.7175
1238.0	1734.0	532.0	1693.0	169.0	1545.0	0.6491	0.702	0.741	0.7175
1237.0	1734.0	532.0	1693.0	169.0	1545.0	0.6491	0.702	0.741	0.7175
1236.0	1734.0	532.0	1693.0	169.0	1545.0	0.6491	0.702	0.741	0.7175
1235.0	1734.0	532.0	1693.0	169.0	1545.0	0.6491	0.702	0.741	0.7175
1234.0	1734.0	532.0	1693.0	169.0	1545.0	0.6491	0.702	0.741	0.7175
1233.0	1734.0	532.0	1693.0	169.0	1545.0	0.6491	0.702	0.741	0.7175
1232.0	1734.0	532.0	1693.0	169.0	1545.0	0.6491	0.702	0.741	0.7175
1231.0	1734.0	532.0	1693.0	169.0	1545.0	0.6491	0.702	0.741	0.7175
1230.0	1734.0	532.0	1693.0	169.0	1545.0	0.6491	0.702	0.741	0.7175
1229.0	1734.0	286.0	1619.0	1685.0	1693.0	0.6491	0.692	0.697	0.7638
1228.0	1734.0	286.0	1619.0	1685.0	1693.0	0.6491	0.692	0.697	0.7638
1227.0	1734.0	286.0	1619.0	1685.0	1693.0	0.6491	0.692	0.697	0.7638
1226.0	1734.0	286.0	1619.0	1685.0	1693.0	0.6491	0.692	0.697	0.7638
1225.0	1734.0	286.0	1619.0	1685.0	1693.0	0.6491	0.692	0.697	0.7638
1224.0	1734.0	286.0	1619.0	1685.0	1693.0	0.6491	0.692	0.697	0.7638
1223.0	1734.0	286.0	1619.0	1685.0	1693.0	0.6491	0.692	0.697	0.7638
1222.0	1734.0	286.0	1619.0	1685.0	1693.0	0.6491	0.692	0.697	0.7638
1221.0	1734.0	286.0	1619.0	1685.0	1693.0	0.6491	0.692	0.697	0.7638
1220.0	1734.0	286.0	1619.0	1685.0	1693.0	0.6491	0.692	0.697	0.7638
1219.0	1734.0	286.0	1619.0	1685.0	1693.0	0.6491	0.692	0.697	0.7638
1218.0	1734.0	286.0	1619.0	1685.0	1693.0	0.6491	0.692	0.697	0.7638
1217.0	1734.0	286.0	1619.0	1685.0	1693.0	0.6491	0.692	0.697	0.7638
1216.0	1734.0	286.0	1619.0	1685.0	1693.0	0.6491	0.692	0.697	0.7638
1215.0	1734.0	286.0	1619.0	1685.0	1693.0	0.6491	0.692	0.697	0.7638
1214.0	1734.0	286.0	1619.0	1685.0	1693.0	0.6491	0.692	0.697	0.7638
1213.0	1734.0	286.0	1619.0	1685.0	1693.0	0.6491	0.692	0.697	0.7638
1212.0	1734.0	286.0	1619.0	1685.0	1693.0	0.6491	0.692	0.697	0.7638
1211.0	1734.0	286.0	1619.0	1685.0	1693.0	0.6491	0.692	0.697	0.7638
1210.0	1734.0	286.0	1619.0	1685.0	1693.0	0.6491	0.692	0.697	0.7638
1209.0	1734.0	286.0	1619.0	1685.0	1693.0	0.6491	0.692	0.697	0.7638
1208.0	1734.0	286.0	1619.0	1685.0	1693.0	0.6491	0.692	0.697	0.7638
1207.0	1734.0	286.0	1619.0	1685.0	1693.0	0.6491	0.692	0.697	0.7638
1206.0	1734.0	286.0	1619.0	1685.0	1693.0	0.6491	0.692	0.697	0.7638
