Iter	size_mean	size_sd	size_best3	size_best3_hyd	ent_mean	ent_sd	ent_best3	ent_best3_hyd	hyd_mean	hyd_sd	hyd_best3	hyd_best3_hyd
24.0	49.34	24.85	85.67	81.0	8.24	1.31	7.1	8.05	-0.29	0.79	-1.21	0.74
25.0	49.36	24.91	85.67	81.0	8.24	1.31	7.1	8.05	-0.28	0.79	-1.21	0.74
26.0	49.38	24.92	85.67	81.0	8.24	1.31	7.1	8.05	-0.28	0.79	-1.21	0.74
27.0	49.41	24.96	81.33	81.0	8.24	1.31	7.12	8.05	-0.28	0.79	-0.67	0.74
28.0	49.43	25.01	81.33	81.0	8.24	1.32	7.12	8.05	-0.28	0.79	-0.67	0.74
29.0	49.45	25.02	83.33	81.0	8.24	1.32	7.26	8.05	-0.28	0.79	-1.11	0.74
30.0	49.48	25.03	81.33	81.0	8.23	1.31	7.12	8.05	-0.28	0.79	-0.67	0.74
31.0	49.5	25.04	83.33	81.0	8.23	1.31	7.26	8.05	-0.28	0.79	-1.11	0.74
32.0	49.52	25.42	83.33	81.0	8.23	1.31	7.26	8.05	-0.28	0.79	-1.11	0.74
33.0	49.54	25.46	81.33	81.0	8.23	1.32	7.12	8.05	-0.28	0.79	-0.67	0.74
34.0	49.57	25.46	81.33	81.0	8.23	1.31	7.12	8.05	-0.28	0.79	-0.67	0.74
35.0	49.59	25.62	80.67	81.0	8.23	1.32	7.31	8.05	-0.28	0.79	-0.76	0.74
36.0	49.61	25.61	79.33	81.0	8.23	1.31	7.28	8.05	-0.28	0.79	-0.87	0.74
37.0	49.64	25.68	80.67	81.0	8.23	1.31	7.31	8.05	-0.28	0.79	-0.76	0.74
38.0	49.66	25.75	81.33	81.0	8.23	1.31	7.12	8.05	-0.28	0.79	-0.67	0.74
39.0	49.68	25.75	81.33	81.0	8.23	1.31	7.12	8.05	-0.28	0.79	-0.67	0.74
40.0	49.71	25.74	81.33	81.0	8.22	1.31	7.12	8.05	-0.28	0.79	-0.67	0.74
41.0	49.73	25.74	81.33	81.0	8.22	1.31	7.12	8.05	-0.28	0.79	-0.67	0.74
42.0	49.75	25.81	81.33	81.0	8.22	1.31	7.12	8.05	-0.28	0.79	-0.67	0.74
43.0	49.77	25.81	83.33	81.0	8.22	1.31	7.26	8.05	-0.28	0.79	-1.11	0.74
44.0	49.8	25.89	81.33	81.0	8.22	1.31	7.12	8.05	-0.28	0.79	-0.67	0.74
45.0	49.82	25.92	81.33	81.0	8.22	1.31	7.12	8.05	-0.28	0.79	-0.67	0.74
46.0	49.84	25.92	81.33	81.0	8.22	1.31	7.12	8.05	-0.28	0.79	-0.67	0.74
47.0	49.87	26.04	83.67	81.0	8.22	1.32	7.16	8.05	-0.28	0.79	-1.45	0.74
48.0	49.89	26.05	81.33	86.33	8.22	1.32	7.12	7.62	-0.28	0.79	-0.67	0.75
49.0	49.91	26.05	85.67	86.33	8.22	1.31	7.1	7.62	-0.28	0.79	-1.21	0.75
50.0	49.94	26.05	83.33	86.33	8.21	1.31	7.26	7.62	-0.28	0.79	-1.11	0.75
51.0	49.96	26.04	83.33	86.33	8.21	1.31	7.26	7.62	-0.28	0.79	-1.11	0.75
52.0	49.98	26.07	81.33	86.33	8.21	1.31	7.12	7.62	-0.28	0.79	-0.67	0.75
53.0	50.01	26.11	85.67	86.33	8.21	1.31	7.1	7.62	-0.28	0.79	-1.21	0.75
54.0	50.03	26.11	85.67	86.33	8.21	1.31	7.1	7.62	-0.28	0.79	-1.21	0.75
55.0	50.05	26.19	83.33	86.0	8.21	1.31	7.26	7.81	-0.28	0.79	-1.11	0.88
56.0	50.08	26.19	81.33	86.0	8.21	1.31	7.12	7.81	-0.28	0.79	-0.67	0.88
57.0	50.1	26.18	81.33	86.0	8.21	1.31	7.12	7.81	-0.29	0.79	-0.67	0.88
58.0	50.12	26.19	85.0	86.0	8.21	1.31	7.36	7.81	-0.29	0.79	-1.03	0.88
59.0	50.15	26.18	85.0	86.0	8.2	1.31	7.36	7.81	-0.29	0.79	-1.03	0.88
60.0	50.17	26.18	85.67	86.33	8.2	1.31	7.1	7.62	-0.29	0.79	-1.21	0.75
61.0	50.19	26.26	81.33	86.33	8.2	1.31	7.12	7.62	-0.29	0.79	-0.67	0.75
62.0	50.22	26.28	81.33	86.33	8.2	1.31	7.12	7.62	-0.29	0.79	-0.67	0.75
63.0	50.24	26.36	85.67	86.33	8.2	1.31	7.1	7.62	-0.29	0.79	-1.21	0.75
64.0	50.26	26.36	85.67	86.33	8.2	1.31	7.1	7.62	-0.29	0.79	-1.21	0.75
65.0	50.29	26.36	85.67	86.33	8.2	1.31	7.1	7.62	-0.29	0.79	-1.21	0.75
66.0	50.31	26.38	85.67	86.33	8.2	1.31	7.1	7.62	-0.29	0.79	-1.21	0.75
67.0	50.34	26.37	85.67	86.33	8.2	1.31	7.1	7.62	-0.29	0.79	-1.21	0.75
68.0	50.36	26.42	81.33	86.33	8.2	1.31	7.12	7.62	-0.29	0.79	-0.67	0.75
69.0	50.38	26.53	85.67	86.33	8.2	1.31	7.1	7.62	-0.29	0.79	-1.21	0.75
70.0	50.41	26.52	85.67	86.33	8.19	1.31	7.1	7.62	-0.29	0.79	-1.21	0.75
71.0	50.43	26.54	81.33	86.33	8.19	1.31	7.12	7.62	-0.29	0.79	-0.67	0.75
72.0	50.45	26.54	81.33	86.33	8.19	1.31	7.12	7.62	-0.29	0.79	-0.67	0.75
73.0	50.48	26.53	85.67	86.33	8.19	1.31	7.1	7.62	-0.29	0.79	-1.21	0.75
74.0	50.5	26.57	81.33	86.33	8.19	1.31	7.12	7.62	-0.29	0.79	-0.67	0.75
75.0	50.53	26.58	83.33	86.33	8.19	1.31	7.26	7.62	-0.29	0.79	-1.11	0.75
76.0	50.55	26.57	85.67	86.33	8.19	1.31	7.1	7.62	-0.29	0.79	-1.21	0.75
77.0	50.57	26.57	85.67	86.33	8.19	1.31	7.1	7.62	-0.29	0.79	-1.21	0.75
78.0	50.6	26.57	83.33	86.0	8.18	1.31	7.26	7.81	-0.29	0.79	-1.11	0.88
79.0	50.62	26.56	83.33	86.0	8.18	1.31	7.26	7.81	-0.29	0.79	-1.11	0.88
80.0	50.64	26.65	85.67	86.0	8.18	1.31	7.1	7.81	-0.29	0.79	-1.21	0.88
81.0	50.67	26.67	90.67	86.0	8.18	1.31	6.86	7.81	-0.29	0.79	-1.01	0.88
82.0	50.69	26.68	81.33	86.0	8.18	1.31	7.12	7.81	-0.29	0.79	-0.67	0.88
83.0	50.72	26.71	81.33	86.0	8.18	1.31	7.12	7.81	-0.29	0.79	-0.67	0.88
84.0	50.74	26.73	85.0	86.0	8.18	1.31	7.36	7.81	-0.29	0.79	-1.03	0.88
85.0	50.76	26.76	81.33	86.0	8.18	1.31	7.12	7.81	-0.29	0.79	-0.67	0.88
86.0	50.79	26.8	81.33	86.0	8.18	1.31	7.12	7.81	-0.29	0.79	-0.67	0.88
87.0	50.81	26.86	81.33	86.0	8.18	1.31	7.12	7.81	-0.29	0.79	-0.67	0.88
88.0	50.84	26.85	81.33	86.0	8.17	1.31	7.12	7.81	-0.29	0.79	-0.67	0.88
89.0	50.86	26.85	74.67	86.0	8.17	1.31	7.13	7.81	-0.29	0.78	-0.62	0.88
90.0	50.89	26.87	81.33	86.0	8.17	1.31	7.12	7.81	-0.29	0.79	-0.67	0.88
91.0	50.91	26.9	81.33	86.0	8.17	1.31	7.12	7.81	-0.29	0.79	-0.67	0.88
92.0	50.93	27.1	85.67	86.0	8.17	1.32	7.1	7.81	-0.29	0.79	-1.21	0.88
93.0	50.96	27.09	85.67	86.0	8.17	1.31	7.1	7.81	-0.29	0.79	-1.21	0.88
94.0	50.98	27.12	81.33	86.0	8.17	1.31	7.12	7.81	-0.29	0.79	-0.67	0.88
95.0	51.01	27.17	81.33	86.0	8.17	1.32	7.12	7.81	-0.29	0.79	-0.67	0.88
96.0	51.03	27.22	81.33	86.0	8.17	1.32	7.12	7.81	-0.29	0.79	-0.67	0.88
97.0	51.05	27.21	81.33	86.0	8.17	1.31	7.12	7.81	-0.29	0.79	-0.67	0.88
98.0	51.08	27.22	83.33	86.0	8.17	1.31	7.26	7.81	-0.29	0.79	-1.11	0.88
99.0	51.1	27.23	96.33	86.0	8.17	1.31	6.99	7.81	-0.29	0.79	-1.07	0.88
100.0	51.13	27.27	109.33	86.0	8.16	1.32	6.92	7.81	-0.29	0.79	-0.84	0.88
101.0	51.15	27.3	85.67	86.0	8.16	1.32	7.1	7.81	-0.29	0.79	-1.21	0.88
102.0	51.18	27.32	67.33	86.0	8.16	1.32	7.15	7.81	-0.29	0.79	-0.77	0.88
103.0	51.2	27.4	83.33	106.33	8.16	1.32	7.26	7.27	-0.29	0.79	-1.11	0.66
104.0	51.23	27.39	83.33	106.33	8.16	1.31	7.26	7.27	-0.29	0.79	-1.11	0.66
105.0	51.25	27.39	109.33	106.33	8.16	1.32	6.92	7.27	-0.29	0.79	-0.84	0.66
106.0	51.27	27.54	83.33	106.33	8.16	1.32	7.26	7.27	-0.29	0.79	-1.11	0.66
107.0	51.3	27.54	78.33	106.33	8.16	1.32	7.29	7.27	-0.29	0.79	-1.09	0.66
108.0	51.32	27.98	78.33	106.33	8.16	1.32	7.29	7.27	-0.29	0.79	-1.09	0.66
109.0	51.35	27.97	78.33	106.33	8.16	1.32	7.29	7.27	-0.29	0.79	-1.09	0.66
110.0	51.37	27.99	78.33	106.33	8.16	1.32	7.29	7.27	-0.29	0.79	-1.09	0.66
111.0	51.4	28.02	76.0	106.33	8.16	1.32	7.28	7.27	-0.29	0.79	-1.26	0.66
112.0	51.42	28.01	76.0	106.33	8.15	1.32	7.28	7.27	-0.29	0.79	-1.26	0.66
113.0	51.45	28.09	81.33	106.33	8.15	1.32	7.46	7.27	-0.29	0.79	-1.04	0.66
114.0	51.47	28.14	83.33	106.33	8.15	1.32	7.26	7.27	-0.29	0.79	-1.11	0.66
115.0	51.5	28.15	85.67	106.33	8.15	1.32	7.1	7.27	-0.29	0.79	-1.21	0.66
116.0	51.52	28.2	83.33	106.33	8.15	1.32	7.26	7.27	-0.29	0.79	-1.11	0.66
117.0	51.55	28.22	83.33	106.33	8.15	1.32	7.26	7.27	-0.29	0.79	-1.11	0.66
118.0	51.57	28.33	85.67	106.33	8.15	1.32	7.1	7.27	-0.29	0.79	-1.21	0.66
119.0	51.6	28.33	85.67	106.33	8.15	1.32	7.1	7.27	-0.29	0.79	-1.21	0.66
120.0	51.62	28.39	83.33	106.33	8.15	1.32	7.26	7.27	-0.29	0.79	-1.11	0.66
121.0	51.65	28.38	76.0	106.33	8.15	1.32	7.28	7.27	-0.29	0.79	-1.26	0.66
122.0	51.67	28.4	76.0	106.33	8.15	1.32	7.28	7.27	-0.29	0.79	-1.26	0.66
123.0	51.7	28.41	81.33	106.33	8.14	1.32	7.46	7.27	-0.29	0.79	-1.04	0.66
124.0	51.72	28.43	85.67	106.33	8.14	1.32	7.1	7.27	-0.29	0.79	-1.21	0.66
125.0	51.75	28.45	85.67	106.33	8.14	1.32	7.1	7.27	-0.29	0.79	-1.21	0.66
126.0	51.77	28.47	96.33	106.33	8.14	1.32	6.99	7.27	-0.29	0.79	-1.07	0.66
127.0	51.8	28.52	109.33	106.33	8.14	1.32	6.92	7.27	-0.28	0.79	-0.84	0.66
128.0	51.82	28.54	109.33	106.33	8.14	1.32	6.92	7.27	-0.29	0.79	-0.84	0.66
129.0	51.85	28.6	79.33	106.33	8.14	1.32	7.28	7.27	-0.29	0.79	-0.87	0.66
130.0	51.87	28.64	85.67	106.33	8.14	1.32	7.1	7.27	-0.29	0.79	-1.21	0.66
131.0	51.9	28.63	85.67	106.33	8.14	1.32	7.1	7.27	-0.28	0.79	-1.21	0.66
132.0	51.92	28.68	81.33	106.33	8.14	1.32	7.46	7.27	-0.28	0.79	-1.04	0.66
133.0	51.95	28.74	109.33	106.33	8.14	1.32	6.92	7.27	-0.28	0.79	-0.84	0.66
134.0	51.97	28.73	83.33	106.33	8.13	1.32	7.26	7.27	-0.28	0.78	-1.11	0.66
135.0	52.0	28.73	83.33	106.33	8.13	1.32	7.26	7.27	-0.28	0.78	-1.11	0.66
136.0	52.02	28.76	83.33	106.33	8.13	1.32	7.26	7.27	-0.28	0.78	-1.11	0.66
137.0	52.05	28.77	85.67	106.33	8.13	1.32	7.1	7.27	-0.28	0.78	-1.21	0.66
138.0	52.07	28.8	83.33	106.33	8.13	1.32	7.26	7.27	-0.28	0.78	-1.11	0.66
139.0	52.1	28.85	100.33	106.33	8.13	1.32	6.96	7.27	-0.28	0.78	-0.77	0.66
140.0	52.12	29.0	100.33	106.33	8.13	1.32	6.96	7.27	-0.28	0.78	-0.77	0.66
141.0	52.15	28.99	100.33	106.33	8.13	1.32	6.96	7.27	-0.28	0.78	-0.77	0.66
142.0	52.17	29.04	93.67	106.33	8.13	1.32	6.98	7.27	-0.28	0.78	-0.72	0.66
143.0	52.2	29.15	100.33	106.33	8.13	1.32	6.96	7.27	-0.28	0.78	-0.77	0.66
144.0	52.22	29.19	100.33	106.33	8.13	1.32	6.96	7.27	-0.28	0.78	-0.77	0.66
145.0	52.25	29.19	100.33	106.33	8.12	1.32	6.96	7.27	-0.28	0.78	-0.77	0.66
146.0	52.28	29.2	100.33	111.67	8.12	1.32	6.96	7.11	-0.28	0.78	-0.77	0.63
147.0	52.3	29.23	100.33	111.67	8.12	1.32	6.96	7.11	-0.28	0.78	-0.77	0.63
148.0	52.33	29.26	100.33	111.67	8.12	1.32	6.96	7.11	-0.28	0.78	-0.77	0.63
149.0	52.35	29.26	100.33	111.67	8.12	1.32	6.96	7.11	-0.28	0.78	-0.77	0.63
150.0	52.38	29.28	100.33	111.67	8.12	1.32	6.96	7.11	-0.28	0.78	-0.77	0.63
151.0	52.4	29.28	100.33	111.67	8.12	1.32	6.96	7.11	-0.29	0.78	-0.77	0.63
152.0	52.43	29.29	100.33	111.67	8.12	1.32	6.96	7.11	-0.29	0.78	-0.77	0.63
153.0	52.45	29.36	100.33	111.67	8.12	1.32	6.96	7.11	-0.29	0.78	-0.77	0.63
154.0	52.48	29.35	85.67	111.67	8.11	1.32	7.1	7.11	-0.29	0.78	-1.21	0.63
155.0	52.51	29.38	99.67	111.67	8.11	1.32	7.22	7.11	-0.29	0.78	-0.6	0.63
156.0	52.53	29.44	91.67	111.67	8.11	1.32	7.18	7.11	-0.29	0.78	-0.65	0.63
157.0	52.56	29.49	96.0	111.67	8.11	1.32	6.82	7.11	-0.29	0.78	-0.82	0.63
158.0	52.58	29.5	100.33	111.67	8.11	1.32	6.96	7.11	-0.29	0.78	-0.77	0.63
159.0	52.61	29.52	96.0	111.67	8.11	1.32	6.82	7.11	-0.29	0.78	-0.82	0.63
160.0	52.63	29.53	96.0	111.67	8.11	1.32	6.82	7.11	-0.29	0.78	-0.82	0.63
161.0	52.66	29.59	100.33	111.67	8.11	1.33	6.96	7.11	-0.29	0.78	-0.77	0.63
162.0	52.69	29.62	100.33	111.67	8.11	1.33	6.96	7.11	-0.29	0.78	-0.77	0.63
163.0	52.71	29.61	100.33	111.67	8.11	1.33	6.96	7.11	-0.29	0.78	-0.77	0.63
164.0	52.74	29.62	100.33	111.67	8.11	1.33	6.96	7.11	-0.29	0.78	-0.77	0.63
165.0	52.76	29.65	100.33	111.67	8.1	1.33	6.96	7.11	-0.29	0.78	-0.77	0.63
166.0	52.79	29.67	91.67	111.67	8.1	1.33	7.18	7.11	-0.29	0.78	-0.65	0.63
167.0	52.82	29.67	91.67	111.67	8.1	1.33	7.18	7.11	-0.29	0.78	-0.65	0.63
168.0	52.84	29.88	100.33	111.67	8.1	1.33	6.96	7.11	-0.29	0.78	-0.77	0.63
169.0	52.87	29.9	100.33	111.67	8.1	1.33	6.96	7.11	-0.29	0.78	-0.77	0.63
170.0	52.89	29.89	100.33	111.67	8.1	1.33	6.96	7.11	-0.29	0.78	-0.77	0.63
171.0	52.92	29.97	100.33	111.67	8.1	1.33	6.96	7.11	-0.29	0.78	-0.77	0.63
172.0	52.95	29.96	102.0	111.67	8.1	1.32	7.06	7.11	-0.29	0.78	-0.69	0.63
173.0	52.97	29.95	100.33	111.67	8.09	1.32	6.96	7.11	-0.29	0.78	-0.77	0.63
174.0	53.0	29.98	100.33	111.67	8.09	1.32	6.96	7.11	-0.29	0.78	-0.77	0.63
175.0	53.03	30.0	100.33	111.67	8.09	1.32	6.96	7.11	-0.29	0.78	-0.77	0.63
176.0	53.05	30.01	100.33	111.67	8.09	1.32	6.96	7.11	-0.29	0.78	-0.77	0.63
177.0	53.08	30.05	100.33	111.67	8.09	1.32	6.96	7.11	-0.29	0.78	-0.77	0.63
178.0	53.1	30.05	99.67	111.67	8.09	1.32	7.22	7.11	-0.29	0.78	-0.6	0.63
179.0	53.13	30.1	95.67	111.67	8.09	1.32	7.23	7.11	-0.29	0.78	-0.36	0.63
180.0	53.16	30.17	100.33	111.67	8.09	1.32	6.96	7.11	-0.29	0.78	-0.77	0.63
181.0	53.18	30.18	100.33	109.33	8.09	1.32	6.96	7.11	-0.29	0.78	-0.77	0.58
182.0	53.21	30.17	100.33	109.33	8.09	1.32	6.96	7.11	-0.29	0.78	-0.77	0.58
183.0	53.24	30.2	100.33	109.33	8.08	1.32	6.96	7.11	-0.29	0.78	-0.77	0.58
184.0	53.26	30.27	100.33	109.33	8.08	1.32	6.96	7.11	-0.29	0.78	-0.77	0.58
185.0	53.29	30.29	100.33	111.67	8.08	1.32	6.96	7.11	-0.29	0.78	-0.77	0.63
186.0	53.32	30.3	93.67	111.67	8.08	1.33	6.98	7.11	-0.29	0.78	-0.72	0.63
187.0	53.34	30.35	100.33	111.67	8.08	1.33	6.96	7.11	-0.29	0.78	-0.77	0.63
188.0	53.37	30.39	100.33	111.67	8.08	1.33	6.96	7.11	-0.29	0.78	-0.77	0.63
189.0	53.4	30.39	100.33	111.67	8.08	1.33	6.96	7.11	-0.29	0.78	-0.77	0.63
190.0	53.42	30.43	110.0	111.67	8.08	1.33	6.7	7.11	-0.29	0.78	-0.54	0.63
191.0	53.45	30.48	110.0	111.67	8.08	1.33	6.7	7.11	-0.29	0.78	-0.54	0.63
192.0	53.48	30.48	110.0	111.67	8.08	1.33	6.7	7.11	-0.29	0.78	-0.54	0.63
193.0	53.5	30.49	110.0	111.67	8.08	1.33	6.7	7.11	-0.29	0.78	-0.54	0.63
194.0	53.53	30.52	110.0	111.67	8.08	1.33	6.7	7.11	-0.29	0.78	-0.54	0.63
195.0	53.56	30.56	110.0	111.67	8.08	1.33	6.7	7.11	-0.29	0.78	-0.54	0.63
196.0	53.58	30.56	110.0	111.67	8.07	1.33	6.7	7.11	-0.29	0.78	-0.54	0.63
197.0	53.61	30.57	116.0	111.67	8.07	1.33	6.94	7.11	-0.29	0.78	-0.42	0.63
198.0	53.64	30.58	116.0	111.67	8.07	1.33	6.94	7.11	-0.29	0.78	-0.42	0.63
199.0	53.66	30.64	116.0	111.67	8.07	1.33	6.94	7.11	-0.29	0.78	-0.42	0.63
200.0	53.69	30.65	116.0	111.67	8.07	1.33	6.94	7.11	-0.29	0.78	-0.42	0.63
201.0	53.72	30.67	116.0	111.67	8.07	1.33	6.94	7.11	-0.29	0.78	-0.42	0.63
202.0	53.74	30.69	110.0	111.67	8.07	1.33	6.7	7.11	-0.29	0.78	-0.54	0.63
203.0	53.77	30.73	99.67	111.67	8.07	1.33	6.99	7.11	-0.29	0.78	-0.93	0.63
204.0	53.8	30.81	99.67	111.67	8.07	1.33	6.99	7.11	-0.29	0.78	-0.93	0.63
205.0	53.82	31.06	110.0	111.67	8.07	1.33	6.7	7.11	-0.29	0.78	-0.54	0.63
206.0	53.85	31.09	110.0	111.67	8.07	1.33	6.7	7.11	-0.29	0.78	-0.54	0.63
207.0	53.88	31.14	116.0	111.67	8.07	1.33	6.94	7.11	-0.29	0.78	-0.42	0.63
208.0	53.91	31.29	110.0	111.67	8.07	1.34	6.7	7.11	-0.29	0.78	-0.54	0.63
209.0	53.93	31.28	110.0	111.67	8.06	1.33	6.7	7.11	-0.29	0.78	-0.54	0.63
210.0	53.96	31.29	110.0	109.33	8.06	1.33	6.7	7.11	-0.29	0.78	-0.54	0.58
211.0	53.99	31.33	110.0	109.33	8.06	1.33	6.7	7.11	-0.29	0.78	-0.54	0.58
212.0	54.01	31.34	110.0	109.33	8.06	1.33	6.7	7.11	-0.29	0.78	-0.54	0.58
213.0	54.04	31.32	110.0	109.33	8.06	1.33	6.7	7.11	-0.29	0.78	-0.54	0.58
214.0	54.07	31.35	99.67	109.33	8.06	1.33	6.99	7.11	-0.29	0.78	-0.93	0.58
215.0	54.1	31.36	110.0	109.33	8.06	1.33	6.7	7.11	-0.29	0.78	-0.54	0.58
216.0	54.12	31.36	110.0	109.33	8.06	1.33	6.7	7.11	-0.29	0.78	-0.54	0.58
217.0	54.15	31.36	99.67	109.33	8.05	1.33	6.99	7.11	-0.29	0.78	-0.93	0.58
218.0	54.18	31.37	116.0	109.33	8.05	1.33	6.94	7.11	-0.29	0.78	-0.42	0.58
219.0	54.21	31.4	110.0	109.33	8.05	1.33	6.7	7.11	-0.29	0.78	-0.54	0.58
220.0	54.23	31.46	116.0	109.33	8.05	1.33	6.94	7.11	-0.29	0.78	-0.42	0.58
221.0	54.26	31.51	170.0	109.33	8.05	1.34	6.46	7.11	-0.29	0.78	-0.11	0.58
222.0	54.29	31.52	144.67	109.33	8.05	1.34	6.43	7.11	-0.29	0.78	-0.98	0.58
223.0	54.32	31.51	144.67	109.33	8.05	1.34	6.43	7.11	-0.29	0.78	-0.98	0.58
224.0	54.34	31.5	144.67	109.33	8.05	1.33	6.43	7.11	-0.29	0.78	-0.98	0.58
225.0	54.37	31.52	110.0	111.67	8.05	1.33	6.7	7.11	-0.29	0.78	-0.54	0.63
226.0	54.4	31.51	110.0	111.67	8.04	1.33	6.7	7.11	-0.29	0.78	-0.54	0.63
227.0	54.43	31.56	116.0	111.67	8.04	1.33	6.94	7.11	-0.29	0.78	-0.42	0.63
228.0	54.45	31.64	116.0	111.67	8.04	1.33	6.94	7.11	-0.29	0.78	-0.42	0.63
229.0	54.48	31.66	116.0	111.67	8.04	1.33	6.94	7.11	-0.29	0.78	-0.42	0.63
230.0	54.51	31.72	116.0	111.67	8.04	1.33	6.94	7.11	-0.29	0.78	-0.42	0.63
231.0	54.54	31.71	116.0	111.67	8.04	1.33	6.94	7.11	-0.29	0.78	-0.42	0.63
232.0	54.56	31.71	116.0	111.67	8.04	1.33	6.94	7.11	-0.29	0.78	-0.42	0.63
233.0	54.59	31.77	110.0	111.67	8.04	1.33	6.7	7.11	-0.29	0.78	-0.54	0.63
234.0	54.62	31.8	110.0	111.67	8.04	1.33	6.7	7.11	-0.29	0.78	-0.54	0.63
235.0	54.65	31.95	110.0	111.67	8.04	1.33	6.7	7.11	-0.29	0.78	-0.54	0.63
236.0	54.68	32.02	99.67	111.67	8.04	1.33	6.99	7.11	-0.29	0.78	-0.93	0.63
237.0	54.7	32.07	110.0	111.67	8.03	1.33	6.7	7.11	-0.29	0.78	-0.54	0.63
238.0	54.73	32.09	116.0	111.67	8.03	1.33	6.94	7.11	-0.29	0.78	-0.42	0.63
239.0	54.76	32.12	116.0	111.67	8.03	1.33	6.94	7.11	-0.29	0.78	-0.42	0.63
240.0	54.79	32.13	161.0	111.67	8.03	1.33	6.39	7.11	-0.29	0.78	-0.46	0.63
241.0	54.82	32.13	161.0	111.67	8.03	1.33	6.39	7.11	-0.29	0.78	-0.46	0.63
242.0	54.84	32.13	110.0	111.67	8.03	1.33	6.7	7.11	-0.29	0.78	-0.54	0.63
243.0	54.87	32.12	110.0	111.67	8.03	1.33	6.7	7.11	-0.29	0.78	-0.54	0.63
244.0	54.9	32.11	110.0	111.67	8.02	1.33	6.7	7.11	-0.29	0.78	-0.54	0.63
245.0	54.93	32.21	161.0	111.67	8.02	1.33	6.39	7.11	-0.29	0.78	-0.46	0.63
246.0	54.96	32.22	110.0	111.67	8.02	1.33	6.7	7.11	-0.29	0.78	-0.54	0.63
247.0	54.98	32.23	110.0	111.67	8.02	1.33	6.7	7.11	-0.29	0.78	-0.54	0.63
248.0	55.01	32.26	116.0	111.67	8.02	1.33	6.94	7.11	-0.29	0.78	-0.42	0.63
249.0	55.04	32.28	126.33	111.67	8.02	1.33	6.57	7.11	-0.29	0.78	-0.28	0.63
250.0	55.07	32.34	116.0	111.67	8.02	1.33	6.94	7.11	-0.29	0.78	-0.42	0.63
251.0	55.1	32.36	116.0	111.67	8.02	1.33	6.94	7.11	-0.29	0.78	-0.42	0.63
252.0	55.13	32.36	110.0	111.67	8.02	1.33	6.7	7.11	-0.29	0.78	-0.54	0.63
253.0	55.15	32.38	110.0	111.67	8.02	1.33	6.7	7.11	-0.29	0.78	-0.54	0.63
254.0	55.18	32.42	110.0	111.67	8.02	1.34	6.7	7.11	-0.29	0.78	-0.54	0.63
255.0	55.21	32.43	116.0	111.67	8.02	1.34	6.94	7.11	-0.29	0.78	-0.42	0.63
